Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
5:12	q01x		rc://*/ta/man/translate/translate-numbers	And Kenan lived seventy years	1	Throughout this chapter, be consistent with how you have decided to handle numbers in the Bible. For example, many translation teams use words for single and double-digit numbers, but use numerals for larger numbers. This strategy helps prevent confusion with verse numbers. This is especially true in translations that use a large font size for verse numbers so that people doing group Bible study can easily be in the same verse together. Alternate translation: “After Kenan had lived seventy years,” or “After Kenan was seventy years old,”
5:12	s14a		rc://*/ta/man/translate/figs-explicit	then he fathered Mahalalel	1	 Alternate translation: “he fathered a son named Mahalalel.” or “he fathered a son whose name was Mahalalel.”
5:13	x4dz		rc://*/ta/man/translate/writing-pronouns	Then after he fathered Mahalalel, Kenan lived	1	 Alternate translation: “After Kenan had Mahalalel, he lived” or “After Mahalalel was born, Kenan lived”
5:13	ml02			840 years	1	 Alternate translation: “840 more years,”
5:13	pdi2		rc://*/ta/man/translate/writing-pronouns	and he fathered	1	Consider what is the best way in your language to refer to Kenan at this point in the paragraph. Alternate translation: “and he also had” or “Kenan also had” or “He was also the father of”
5:14	iukx		rc://*/ta/man/translate/translate-names	So all the days of Kenan were 910 years	1	Make sure that the name **Kenan** is spelled consistently in your translation of verses 9-10, 12-14. Alternate translation: “So he lived a total of 910 years,” or “All together he lived 910 years,”
5:14	qzt5			and he died	1	 Alternate translation: “before he died.”
5:15	ibht			And Mahalalel lived sixty-five years	1	 Alternate translation: “After Mahalalel had lived 65 years,” or “After Mahalalel was 65 years old,”
5:15	xypc		rc://*/ta/man/translate/figs-explicit	then he fathered Jared	1	 Alternate translation: “he fathered a son named Jared.” or “he fathered a son whose name was Jared.”
5:16	pue9		rc://*/ta/man/translate/writing-pronouns	Then after he fathered Jared, Mahalalel lived	1	 Alternate translation: “After he had Jared, he lived” or “After Jared was born, Mahalalel lived”
5:16	v7b5			830 years	1	 Alternate translation: “830 more years,”
5:16	duud			and he fathered	1	Consider whether or not it is better in your language to begin a new sentence here. Alternate translation: “and he also had” or “He also fathered” or “He was also the father of”
5:17	y3k1		rc://*/ta/man/translate/translate-names	So all the days of Mahalalel were 895 years	1	Make sure that the name **Mahalalel** is spelled consistently in your translation of verses 12-13, 15-17. Alternate translation: “So he lived a total of 895 years,” or “All together he lived 895 years,”
5:17	k21r			and he died	1	 Alternate translation: “before he died.”
5:18	k5fo			And Jared lived 162 years	1	 Alternate translation: “After Jared had lived 162 years,” or “After Jared was 162 years old,”
5:18	hnj8		rc://*/ta/man/translate/figs-explicit	then he fathered Enoch	1	 Alternate translation: “he fathered a son named Enoch.” or “he fathered a son whose name was Enoch.”
5:19	ttlq			Then after he fathered Enoch, Jared lived	1	 Alternate translation: “After Jared had Enoch, he lived” or “After Enoch was born, Jared lived”
5:19	dml1			800 years	1	 Alternate translation: “800 more years,”
5:19	qvdm		rc://*/ta/man/translate/writing-pronouns	and he fathered	1	Consider what is the best way in your language to refer to Jared at this point in the paragraph. Alternate translation: “and he also had” or “Jared also had” or “He was also the father of”
5:20	y9dd		rc://*/ta/man/translate/translate-names	So all the days of Jared were 962 years	1	Make sure that the name **Jared** is spelled consistently in your translation of verses 15-16, 18-20. Alternate translation: “So he lived a total of 962 years,” or “All together he lived 962 years,”
5:20	dsut			and he died	1	 Alternate translation: “before he died.”
5:21	yd7b			And Enoch lived sixty-five years	1	Consider again how you translated double-digit numbers in verses 9, 12, 15, 21. Alternate translation: “After Enoch had lived 65 years,” or “After Enoch was 65 years old,”
5:21	q122		rc://*/ta/man/translate/figs-explicit	then he fathered Methuselah	1	 Alternate translation: “he fathered a son named Methuselah.” or “he had a son whose name was Methuselah.”
5:22	aw7m			after he fathered Methuselah	1	 Alternate translation: “After he had Methuselah,” or “After Methuselah was born,”
5:22	jft2		rc://*/ta/man/translate/figs-idiom	Then & Enoch walked with God	1	The phrase **walked with** is used here as an idiom that means “lived in a close relationship with”. Consider whether or not you have a similar idiom in your language. Alternate translation: “Enoch lived faithfully with God” or “Enoch lived in a faithful relationship with God”
5:22	t5cg			300 years	1	 Alternate translation: “for 300 more years,”
5:22	nvyk			and he fathered	1	 Alternate translation: “and he also had” or “Enoch also had” or “He was also the father of”
5:23	q9fs			So all the days of Enoch were 365 years	1	Make sure that the name **Enoch** is spelled consistently in your translation of verses 18-19, 21-24. Alternate translation: “So he lived a total of 365 years.” or “All together he lived 365 years.”
5:24	ovax			And Enoch walked with God	1	 Alternate translation: “All his life Enoch lived in a faithful relationship with God, and then”
5:24	h09o			and {then} he was not {there	1	 Alternate translation: “suddenly he was not on earth anymore,” or “he suddenly disappeared from earth,”
5:24	qhcv		rc://*/ta/man/translate/figs-infostructure	because God took him away	1	It may be more natural to put this clause before the previous clause and say, “… God took him away to be with him, so he was suddenly no longer on earth.” Do what is best in your language.
5:25	e0io			And Methuselah lived 187 years	1	Consider again how you translated verses in this chapter that are similar in structure to this verse; see verses 6, 9, 12, 15, 18, 21, 25, and part of verses 3 and 28, and see the note about this at verse 6. Alternate translation: “After Methuselah had lived 187 years,” or “After Methuselah was 187 years old,”
5:25	umwj		rc://*/ta/man/translate/figs-explicit	then he fathered Lamech	1	 Alternate translation: “he fathered a son named Lamech.” or “he had a son whose name was Lamech.”
5:26	y4u9			Then after he fathered Lamech, Methuselah lived	1	 Alternate translation: “After he had Lamech, he lived” or “After Lamech was born, Methuselah lived”
5:26	xyho			782 years	1	 Alternate translation: “782 more years,”
5:26	jiwj		rc://*/ta/man/translate/writing-pronouns	and he fathered	1	Consider what is the best way in your language to refer to Methuselah at this point in the paragraph. Alternate translation: “and he also had” or “He also fathered” or “He was also the father of”
5:27	d46p		rc://*/ta/man/translate/translate-names	So all the days of Methuselah were 969 years	1	Make sure that the name **Methuselah** is spelled consistently in your translation of verses 21-22, 25-27. Alternate translation: “So he lived a total of 969 years,” or “So all together he lived 969 years,”
5:27	bmrx			and he died	1	 Alternate translation: “before he died.”
5:28	mhbp			And Lamech lived 182 years	1	 Alternate translation: “After Lamech had lived 182 years,” or “After Lamech was 182 years old,”
5:29	ao6m			and he called his name	1	 Alternate translation: “whom he named”
5:29	fqyr		rc://*/ta/man/translate/translate-names	Noah	1	If you include the meaning of Noah’s name in your translation or in a footnote, make sure it matches what Lamech says about him in the following quote so it is clear why he was given that name.
5:29	d1z6		rc://*/ta/man/translate/figs-explicit	saying	1	What Lamech says next is the reason that he named his son Noah. Make sure that is clear in your translation. Alternate translation: “He named him that because he had said about him,”
5:29	ivc5			This {one} will comfort us	1	 Alternate translation: “This son will relieve us” or “This son will give us relief”
5:29	gzo5		rc://*/ta/man/translate/figs-doublet	from our labors and from the toil of our hands	1	These two phrases have similar meanings and emphasize how difficult the work was. Consider what is the best way to communicate that in your language. Alternate translation: “from the difficult labor and work we have to do with our hands” or “from the agonizing work that we have to do”
5:29	omyc			because of the ground which Yahweh has cursed	1	 Alternate translation: “as we farm the ground that Yahweh has cursed.”
5:30	d607			Then after he fathered Noah, Lamech lived	1	Consider again how you translated verses in this chapter that are similar in structure to this verse; see verses 7, 10, 13, 16, 19, 26, 30, and part of verses 4 and 22. Alternate translation: “After he fathered Noah, he lived” or “After Noah was born, Lamech lived”
5:30	gfzu			595 years	1	 Alternate translation: “595 more years,”
5:30	gczp			and he fathered	1	 Alternate translation: “and he also had” or “Lamech also had” or “He was also the father of”
5:31	i74z		rc://*/ta/man/translate/translate-names	So all the days of Lamech were 777 years	1	Consider again how you translated verses that are similar to verse 31; see verses 8, 11, 14, 17, 20, 27, 31, and the first half of verses 5 and 23. Also make sure that the name **Lamech** is spelled consistently in your translation of verses 25-26, 28-31, and also in 4:18-19, 23-24 for a different person who has the same name. Alternate translation: “So he lived a total of 777 years,” or “All together he lived 777 years,”
5:31	ojma			and he died	1	 Alternate translation: “before he died.”
5:32	uzva		rc://*/ta/man/translate/grammar-connect-words-phrases	And Noah was a son of 500 years	1	Noah’s sons were not triplets, but were born in different years after Noah was 500 years old. The way you translate this verse should allow for that meaning.
5:32	yohb			then Noah fathered	1	Consider again how you translated **fathered** in this chapter; see verses 4, 6-7, 9-10, 12-13, 15-16, 18-19, 25-26, 28, 30, 32. Alternate translation: “he fathered”
5:32	nl9j		rc://*/ta/man/translate/figs-explicit	Shem, Ham, and Japheth	1	 Alternate translation: “sons named Shem, Ham, and Japheth.” or “sons he named Shem, Ham, and Japheth.”
6:1	pmgg		rc://*/ta/man/translate/grammar-connect-time-background	And it happened	1	The events in Gen 6:1-2 started happening long before the events in 5:32, so the way your translation begins this verse should allow for that meaning and not begin with a sequence word like “Then”, which would have the wrong meaning here. Many translations omit the conjunction here. Do what is best in your language. Also, the phrase **it happened** introduces and emphasizes important background information which the following narrative builds on. It also creates suspense so that readers and listeners wonder what will happen next. Some translations leave this phrase out, but doing that loses some of the suspense. Do what is best in your language.
6:1	as12		rc://*/ta/man/translate/writing-background	when	1	 Alternate translation: “that as”
6:1	mezb			mankind	1	See how you translated this term in Gen 5:1-2. Alternate translation: “human beings”
6:1	fo85			began to multiply	1	 Alternate translation: “began to increase in number” or “began to be more numerous”
6:1	ps4y			on the surface of the earth	1	 Alternate translation: “throughout the world”
6:1	r0sl			and daughters were born to them	1	 Alternate translation: “and they were having many daughters,”
6:2	vn76			then & saw	1	Verses 1 and 2 are one long sentence in the Hebrew text. For many languages it is necessary to divide it into two or more shorter sentences. For example, depending on how you began verse 1, you could begin verse 2 with a new sentence. Do what is best in your language. Alternate translation: “Then when those girls grew up,” or “When those daughters grew up,”
6:2	w4mk			the sons of God	1	The meaning of Gen 6:2 is not certain and is heavily debated, so it is probably best to translate it fairly literally and possibly include a footnote about what it means. If it is not translated literally, the literal text should be put in a footnote. There are three main views of who **the sons of God** and **the daughters of mankind** refer to: (1) nonhuman, god-like (supernatural) beings, such as demons or angels (as in Job 1:6, 38:7) who took human form and married the daughters of human beings (which may be what is referred to in 1 Peter 3:19–20; 2 Peter 2:4, and Jude 6); or (2) male descendants of Seth (the righteous, chosen family line) who married female descendants of Cain (the unrighteous family line); or (3) sons of powerful men, such as judges or rulers (as in Exodus 22:8, Psalm 82:1, 6) who married the daughters of common, poor people. Alternate translation: “some angels” or “some supernatural beings”
6:2	znk3			then & saw the daughters of mankind, that they {were} beautiful	1	 Alternate translation: “saw that the daughters of human beings were beautiful,” or “saw that those young women were beautiful,” or “saw that they were very beautiful,”
6:2	qnty			so they took wives for themselves from any {of them} that they chose	1	Consider whether or not it is better in your language to begin a new sentence here. Also, see how you translated “took/married” in Gen 4:19. Alternate translation: “so they married any of them that they wanted to.” or “So they chose all of them that they wanted and married them.”
6:3	fdyv		rc://*/ta/man/translate/figs-explicit	Then Yahweh said	1	Only make implied information explicit in your translation if it is necessary to prevent wrong meaning or if your language’s grammar requires it, so that your translation is easier to read and understand. Alternate translation: “So Yahweh said to himself,”
6:3	n5w7			My Spirit	1	The Hebrew text is ambiguous here. It could mean: (1) **My Spirit** or “I”, which is a way of God referring to himself (Gen 1:2 is similar); or (2) “My spirit”, which could refer to God’s breath that gives life (as in Gen 2:7). If the text is not translated literally, the literal text should be put in a footnote.
6:3	lxhr			will not strive with mankind forever	1	The Hebrew text is ambiguous here. It could mean: (1) “will not contend with human beings forever,” or “will not put up with human beings forever,” or (2) “will not remain/live with/in human beings forever,” The interpretation that is not used in your translation could be put in a footnote.
6:3	nsna		rc://*/ta/man/translate/figs-idiom	because they {are} indeed flesh	1	The word **flesh** is used here as an idiom that means human beings are “mortal” (that is, their bodies will die) and that they are “sinful/corrupt”. The two meanings are interrelated since it is because of sin that their bodies die. In this context, the focus is on their corrupt behavior, which is the reason God will send a flood. Alternate translation: “because they are very sinful” or “because they are only sinful mortals.”
6:3	u5p6			Therefore their days will be 120 years	1	The Hebrew text is ambiguous here. It could mean: (1) “So they will have 120 years to repent.” or “I will give them 120 years to repent.” or (2) “From now on, they/people will have/live no longer than 120 years.” The first interpretation seems to best fit the context here of God announcing his plan to judge mankind for their sin (verse 7). This would mean that Noah was 480 years old when God said this (about 20 years before he started having sons; Gen 5:32), since the flood came when he was 600 years old (Gen 7:6); you could put some of that information in a footnote. The second interpretation does not fit with the fact that after God said this, many people lived much longer than 120 years, so it does not seem likely that length of life was his meaning here.
6:4	ynoy		rc://*/ta/man/translate/translate-names	The Nephilim	1	Most translations transliterate (borrow or copy) the Hebrew word **Nephilim** here, treating it as a name. The word means “fallen ones” and probably refers to their fallen (sinful) spiritual state. The Nephilim were the descendants of the sons of God and the daughters of mankind. The only other time in the Bible that the Nephilim are mentioned is centuries later in Numbers 13:32-33, where they are identified as evil giants. Based on that, some translations translate “the Nephilim” as “giants” here in Gen 6:4. Alternate translation: “Giants called the Nephilim” or “Giants”
6:4	mfas			were on the earth	1	 Alternate translation: “were living on the earth”
6:4	x5nq		rc://*/ta/man/translate/figs-infostructure	in those days and also after that	1	It may be more natural to put this time phrase first in verse 4 and say, “During that time there were Nephilim/giants living on the earth, when …” Do what is best in your language.
6:4	brcd			when	1	Consider whether or not it is better to begin a new sentence here in your language. Alternate translation: “That was when”
6:4	dopz			the sons of God	1	Be consistent here with how you translated this phrase in verse 2, and see the important note about that there. Alternate translation: “angels” or “supernatural beings”
6:4	pirs		rc://*/ta/man/translate/figs-euphemism	went to	1	Translate this idiom in a way that is polite and will not shame or embarrass people when this verse is read aloud in public. See how you translated a similar idiom (“knew”) in Gen 4:1, 17, 25. Alternate translation: “slept with” or “had sexual relations with”
6:4	m59u			the daughters of mankind	1	See how you translated this phrase in verse 2. Alternate translation: “human women,”
6:4	si43			and they bore children for them	1	 Alternate translation: “and those women had children.”
6:4	e4oo		rc://*/ta/man/translate/writing-pronouns	They {were	1	Make sure it is clear in your translation who is being referred to here. Alternate translation: “Those children grew up and were the Nephilim, who were”
6:4	yujd			the mighty {ones	1	 Alternate translation: “the powerful men” or “heroes”
6:4	ps8j			who {were} from long ago	1	 Alternate translation: “who lived a long time ago,” or “who lived many years ago,”
6:4	xhsv			the men of renown	1	For some languages it may be more natural to put this phrase earlier in this sentence and say, “They were the mighty men of renown who were from long ago.” or “They were the famous mighty men who lived a long time ago.” Do what is best in your language. Alternate translation: “who were famous men.”
6:5	utlu		rc://*/ta/man/translate/figs-idiom	And Yahweh saw	1	The verb **saw** is used here as an idiom. Consider whether your language has a similar idiom that would fit well here. Do what is best in your language. Alternate translation: “Yahweh knew” or “Yahweh was aware”
6:5	ommt			that the wickedness of mankind {was} great on the earth	1	 Alternate translation: “how evil mankind had become on the earth,” or “that the people on the earth had become very wicked”
6:5	wy3t		rc://*/ta/man/translate/figs-idiom	and that every inclination of the thoughts of their hearts	1	In Hebrew culture the heart is considered the center of thoughts and desires. Consider whether your language has a similar idiom. Alternate translation: “and that every desire they had in their minds” or “and that everything they thought about and wanted”
6:5	wfz7			all day long	1	 Alternate translation: “constantly.”
6:6	kp4z		rc://*/ta/man/translate/writing-pronouns	So Yahweh was sorry	1	 Alternate translation: “As a result, Yahweh regretted” or “Yahweh regretted”
6:6	a0zs		rc://*/ta/man/translate/writing-pronouns	that he had made mankind	1	See how you translated **mankind** in verses 1, 3, and 5, and consider whether or not it is best to use a pronoun (“them”) here in your language. Alternate translation: “that he had created them” or “that he had created human beings”
6:6	lbxh		rc://*/ta/man/translate/figs-idiom	and he was grieved in his heart	1	Consider whether your language has a similar idiom that would fit well here. Alternate translation: “and his heart was filled with pain” or “and he was very sad”
6:7	mt6s			Then Yahweh said	1	See how you translated this phrase in verse 3. Also make sure that the way you begin verse 7 fits well with the way you begin verse 6. Alternate translation: “Then he said to himself,”
6:7	wbhw		rc://*/ta/man/translate/figs-idiom	I will wipe away	1	Consider whether your language has a similar idiom that would fit well here. Alternate translation: “I will wash away” or “I will blot out” or “I will completely wipe”
6:7	ymf2			mankind whom I created off the surface of the ground	1	 Alternate translation: “all the human beings whom I created, from the surface of the earth,”
6:7	l6r9			both mankind and animals	1	Consider whether or not it is better in your language to begin a new sentence here. Alternate translation: “In fact, I will destroy not just all the people, but also all the animals,”
6:7	ilp6			and crawling creatures	1	 Alternate translation: “and the creatures that move on the ground”
6:7	cmz9			and the birds of the sky	1	 Alternate translation: “and all the birds that fly in the air,” or “and all the birds,”
6:7	tgkj			because I am sorry	1	See how you translated “was sorry” or “regretted” in verse 6. Alternate translation: “because I am sad”
6:7	acg2			that I made them	1	 Alternate translation: “that I ever created them.”
6:8	k0ja		rc://*/ta/man/translate/figs-idiom	But Noah found favor in the eyes of Yahweh	1	The idiom “find favor” means to please someone. And the idiom **in the eyes of** refers to someone’s opinion about something or someone. Consider whether your language has similar idioms that work well here or whether it is better to translate this sentence without an idiom. Alternate translation: “But Noah pleased God.” or “However, Yahweh was pleased with Noah.”
6:9	u5k8			These {are} the generations of Noah	1	Some of Noah’s history has already been given in Gen 5:29, 32, and 6:8. What follows tells more about him. Alternate translation: “This is more of the record of Noah and his family:” or “What follows tells more about Noah and his family:”
6:9	gw44		rc://*/ta/man/translate/writing-pronouns	He {was	1	Consider whether it is better in your language to use a noun or a pronoun here to refer to Noah.
6:9	zk74		rc://*/ta/man/translate/translate-key-terms	a righteous man	1	 Alternate translation: “an good man.”
6:9	w0cg		rc://*/ta/man/translate/figs-idiom	He was without blemish in his generation	1	The Hebrew text is ambiguous here. It could mean: (1) “He alone was blameless/faultless in God’s eyes among his contemporaries.” or “Out of all the people living at that time, Noah/he was the only one whom God considered blameless.” or (2) “He had a blameless/spotless reputation among his contemporaries.” or “His contemporaries considered him to be a man of integrity.” The phrase **without blemish** is often used in the Bible to describe animals that have no defects. Here it is used as an idiom that means Noah was “blameless/faultless” in an ethical or moral sense, or that he had good integrity, but it does not mean that he was sinless. Consider whether your language has a similar idiom that would work well here. Also, the word **generation** refers here to people who lived during the same time period.
6:9	ky2x		rc://*/ta/man/translate/figs-idiom	Noah walked with God	1	Consider whether or not it is best in your language to begin a new sentence here. See how you translated this idiom in Gen 5:22, 24. Alternate translation: “and he walked closely with God.” or “and he lived in a faithful relationship with God.”
6:10	vdjy			And Noah fathered	1	The fact that Noah fathered/had these three sons was already mentioned in Gen 5:32. Make sure that the way you begin this verse in your translation does not sound like he fathered these sons a second time. Alternate translation: “Eventually he had” or “And as mentioned before, he had”
6:10	d1np			three sons: Shem, Ham, and Japheth	1	 Alternate translation: “three sons, namely Shem, Ham, and Japheth.”
6:11	f221		rc://*/ta/man/translate/figs-metonymy	Now the earth was corrupt	1	The phrase **the earth** is often used in the Bible to refer to all the people on the earth. Consider whether your language can do the same thing, or whether it is necessary to make that implied information explicit. Alternate translation: “Now the people of the earth had become corrupt”
6:11	rpln		rc://*/ta/man/translate/figs-parallelism	and the earth was filled {with} violence	1	This clause forms a parallelism with the previous clause in order to emphasize how evil the people on the earth had become. The two clauses are different enough from each other that, if possible, it is best to keep both parts of the parallelism in your translation. Also be consistent with how you translated **the earth** earlier in this verse. Alternate translation: “and they had filled the earth with their lawlessness.” or “and all over the earth they were doing lawless things.”
6:12	czxe			And God saw	1	Consider whether or not it is best in your language to begin this sentence with a conjunction.
6:12	xmkj		rc://*/ta/man/translate/figs-metonymy	the earth, and behold, it was corrupted	1	See how you translated “corrupt” and **the earth** in verse 11. Alternate translation: “that everyone on the earth was very wicked,” or “how corrupt everyone on the earth had become,”
6:12	hi89		rc://*/ta/man/translate/figs-synecdoche	because all flesh on the earth	1	The phrase **all flesh** refers here to all people and probably implies that people are mortal (verse 3). Alternate translation: “because everyone living on earth”
6:12	ldf8			had corrupted its way	1	 Alternate translation: “were living wicked lives.” or “were continually doing wicked things.” or “were continually acting in evil ways.”
6:13	j1na			So God said to Noah	1	 Alternate translation: “Then God said to Noah,”
6:13	wv74		rc://*/ta/man/translate/figs-synecdoche	The end of all flesh has come before me	1	Be consistent here with how you translated **flesh** in verse 12. Alternate translation: “I have decided to put an end to all human beings,” or “I am going to destroy all flesh”
6:13	dx95			because the earth is filled {with} violence because of them	1	See how you translated **violence** in verse 11. Alternate translation: “because they have filled the earth with their violence” or “because all over the earth they are doing lawless things.”
6:13	uymq			So behold, I	1	This phrase draws extra attention to what God says next. Consider what is the best way to do that in your language. Alternate translation: “Now listen,”
6:13	nnog			am destroying them	1	 Alternate translation: “I plan to destroy them” or “I will destroy them”
6:13	dukx		rc://*/ta/man/translate/figs-metonymy	with the earth	1	This phrase includes everything on the earth, not just the people. Alternate translation: “as well as everything else on the earth.”
6:14	i9zf		rc://*/ta/man/translate/grammar-connect-logic-result	Make	1	 Alternate translation: “Consequently you must make”
6:14	altn		rc://*/ta/man/translate/translate-transliterate	an ark	1	The term **ark** is general and refers to a chest/box that is closed on all sides, including the top. In this case, the ark was a very large boat that people and many animals lived in for a year. It had no motor, no oars, no sail and no rudder. Since this was a unique, one-of-a-kind boat that may already be well-known as the **ark** in the receptor language area, some translations transliterate (copy or borrow) the word **ark** throughout Genesis. Decide what is best for your translation. Alternate translation: “a very large houseboat”
6:14	tpc0		rc://*/ta/man/translate/figs-explicit	for yourself	1	 Alternate translation: “for you and your family”
6:14	jqp0		rc://*/ta/man/translate/translate-unknown	out of gopher wood	1	It is not certain what kind of wood this was, so many translations transliterate (copy or borrow) the Hebrew word **gopher**. Some Bible scholars think it was cypress wood. Alternate translation: “from cypress wood which is good for building boats.”
6:14	l2wm			Make the ark {with} rooms	1	 Alternate translation: “Build the ark with stalls inside,” or “Make rooms inside the ark”
6:14	kfop			and cover it inside and outside	1	 Alternate translation: “and completely coat it inside and outside”
6:14	ch1i			with a covering	1	The Hebrew word **covering** is general and does not specify what kind of waterproofing material is being used. However, many translations are more specific than that here and refer to “pitch” or “tar” or some other material made from tree resin or sap that can seal a boat well and keep it from leaking. Alternate translation: “with pitch to keep water out.” or “with pitch to keep the boat from leaking.”
6:15	qrn8			And this {is} how you must make it	1	 Alternate translation: “Build the ark with these dimensions” or “You must build the ark like this:”
6:15	e4re		rc://*/ta/man/translate/translate-bdistance	the length of the ark {must be} 300 cubits, its width fifty cubits, and its height thirty cubits	1	A cubit was about half a meter (18 inches) long, which was the distance from a man’s elbow to the tip of his middle finger. You can: (1) translate cubits into meters or feet, and put the literal text in a footnote; or (2) keep **cubits** in the main text (so that the numbers 300, fifty/50 and thirty/30 are kept) and put what that equals in meters or feet in a footnote. Alternate translation: “It must be 140 meters long, 23 meters wide, and 14 meters high.” or “It must be 450 feet long, 75 feet wide, and 45 feet high.”
6:16	f4nj		rc://*/ta/man/translate/translate-bdistance	Make a window for the ark and finish it to within one cubit from the top	1	The meaning of the Hebrew text is not completely certain here, but God was probably telling Noah to make a one-cubit high window or opening at the top of the outside walls of the ark, just below the roof, all the way around the ark, to let light and air into the ark. See the note about **cubit** in verse 15. Alternate translation: “Build a skylight for the boat by finishing the sides of the ark to within one cubit below the top of the ark” or “Build a half-meter high window between the top of the sides of the ark and its roof all the way around, to let light and air in.”
6:16	xcyu		rc://*/ta/man/translate/grammar-connect-words-phrases	And put the door of the ark in its side	1	Some translations begin this sentence without a conjunction (**And** or “Also”). Do what is natural in your language. Alternate translation: “Also put a door in the side of the ark” or “Put a door for the ark in its side.”
6:16	pt7i			Make a lower, a second, and a third {deck	1	Consider whether or not it is best in your language to begin a new sentence here. Alternate translation: “Build a lower deck a middle deck and an upper deck on the inside.” or “and build a lower, middle, and upper story on the inside.” or “and make three complete floors on the inside.”
6:17	gjxs		rc://*/ta/man/translate/figs-pronouns	And I, behold, I	1	In the Hebrew text, the pronoun **I** is emphatic, both by its form and by its position at the beginning of the sentence. Consider what is the best way to communicate that emphasis in your language. Alternate translation: “Behold I myself”
6:17	ipl7			am bringing floodwaters on the earth	1	 Alternate translation: “am going to send a flood on the whole earth” or “am going to flood the entire earth with water”
6:17	lkym			to destroy	1	See how you translated **destroy** in verse 13. Alternate translation: “in order to destroy”
6:17	cskc			all flesh	1	This phrase is general here and includes people and animals, so you may need to translate the phrase differently here from what you did earlier in verses 12-13 (where the focus seems to be on people). Alternate translation: “all the beings” or “every creature”
6:17	wwec			that {has} the breath of life in it	1	See how you translated this phrase in Gen 1:30. Alternate translation: “that breathes air”
6:17	jqbz		rc://*/ta/man/translate/figs-infostructure	from under the heavens	1	For some languages it may be clearer to put this phrase earlier in this sentence and say, “to destroy every living thing under the heavens/sky that has the breath of life in it.” Do what is best in your language. Alternate translation: “from under the sky.”
6:17	o6ky			Everything that {is} on the earth	1	 Alternate translation: “As a result, every living being that lives on land”
6:17	f07y		rc://*/ta/man/translate/figs-idiom	will expire	1	The verb **expire** (which could also be translated “exhale” or “breathe out”) is used here as an idiom that means “die”. Consider whether your language has a similar or different idiom that would work well here. Alternate translation: “will breathe out its last breath!” or “will perish!”
6:18	dkie		rc://*/ta/man/translate/grammar-connect-logic-contrast	But I will establish	1	The word **establish** means to deliberately and formally put something into effect. Alternate translation: “However I will make” or “However I will set up”
6:18	s3cm		rc://*/ta/man/translate/translate-key-terms	my covenant with you	1	This covenant is made up of the unconditional, unbreakable promises that God made to Noah (and all mankind and all other living things) in Genesis 8:2-9:17. The word “testament” is another word for “covenant,” so the way you translate **covenant** here could be similar to the way you translate the titles “Old Testament” and “New Testament.” Alternate translation: “a covenant between me and you,” or “a peace agreement between me and you,”
6:18	edeh			so you must go into the ark	1	 Alternate translation: “so you must enter the ark” or “so you must get on board the ark”
6:18	sxiu			you and your sons and your wife and the wives of your sons with you	1	 Alternate translation: “and take with you your wife, your sons, and their wives.”
6:19	g341			And from every living {creature}, from all flesh, you must bring two from each {kind} into the ark	1	 Alternate translation: “Also, from every kind of living creature, yes, from every kind of animal, you must take pairs of each kind into the ark” or “You must also bring into the ark pairs of every kind of living creature, including every kind of animal,”
6:19	e4sw			to keep alive with you	1	 Alternate translation: “in order to keep them alive with you.”
6:19	ew4s			They must be male and female	1	 Alternate translation: “They must be pairs with one male and one female each.” or “Each pair must have one male and one female.” or “Make sure that each pair has one male and one female.”
6:20	tuxp			From the birds according to their kinds	1	 Alternate translation: “Males and females of every type of bird,”
6:20	li2p			and from the animals according to their kinds	1	 Alternate translation: “and of every kind of animal,”
6:20	tymx			from every moving creature of the ground according to its kind	1	This phrase emphasizes that the birds and animals mentioned in the first half of this verse lived on land. Alternate translation: “including every kind of creature that lives on the land,”
6:20	aqyo		rc://*/ta/man/translate/figs-infostructure	two from every {kind} will come to you	1	For some languages it is more natural to change the order of clauses in this sentence and say, “Two/Pairs of every kind of bird and every kind of animal, including every kind of creature that moves on the ground, will come to you … ” Do what is best in your language. Alternate translation: “two of every kind of animal will come to you” or “two of each kind of animal will come to you”
6:20	gcv1			to keep alive	1	 Alternate translation: “to keep them alive on the ark” or “into the ark so that they stay alive.” or “so that you keep them alive in the ark”
6:21	hpvn		rc://*/ta/man/translate/figs-yousingular	And you	1	Although the pronoun **you** is singular in the Hebrew text in verse 21, it could be translated as plural, since God’s instructions apply to Noah and his family, not just Noah. Or you could make his family explicit. Do what is best in your language. Alternate translation: “You and your family”
6:21	wvi8			must take with you	1	 Alternate translation: “must also gather and take”
6:21	kcf9			some of every food	1	 Alternate translation: “every kind of food”
6:21	foah			that is eaten	1	 Alternate translation: “that is eaten by people and animals” or “that you and all the animals will need”
6:21	p7aq			and store it with you	1	 Alternate translation: “and put it on the ark with you,”
6:21	klow			and it will be food	1	Consider whether or not it is best in your language to begin a new sentence here. Alternate translation: “This will be the food supply”
6:21	b77w		rc://*/ta/man/translate/figs-yousingular	for you	1	Consider again how you translated the pronoun **you** in this verse.
6:22	gvtb			And Noah did {that	1	Some translations begin verse 22 without a conjunction. Do what is best in your language. Alternate translation: “Noah did all of that”
6:22	jpgk			according to all that God had commanded him, so he did	1	 Alternate translation: “he did everything just as God had told him to do.”
