Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
3:3	et5g		rc://*/ta/man/translate/grammar-connect-words-phrases	γάρ	1	Here, the word **For** introduces a further explanation of what Matthew has said about John the Baptist. If it would be helpful in your language, you could use a word or phrase that introduces an explanation, or you could leave **For** untranslated. Alternate translation: “In fact,” or “Now”
3:3	fl4v		rc://*/ta/man/translate/figs-activepassive	ὁ ῥηθεὶς	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “the one about whom the Lord spoke”
3:3	qt02		rc://*/ta/man/translate/writing-quotations	λέγοντος	1	In Matthew’s culture, **saying** was a normal way to introduce a quotation from an important text, in this case, the Old Testament book written by Isaiah the prophet (see [Isaiah 40:3](../isa/40/03.md)). If it would be helpful in your language, you could use a comparable phrase that indicates that Matthew is quoting from an important text. Alternate translation: “who wrote in his book” or “who declared”
3:3	s62r		rc://*/ta/man/translate/figs-synecdoche	φωνὴ βοῶντος	1	Isaiah is using **voice** to represent a person speaking. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: “A person calling out” or “Someone calling out”
3:3	mm58		rc://*/ta/man/translate/writing-quotations	βοῶντος ἐν τῇ ἐρήμῳ	1	Consider natural ways of introducing direct quotations in your language. Alternate translation: “of one calling out in the wilderness and saying” or “of one calling out in the wilderness, declaring”
3:3	yhe7		rc://*/ta/man/translate/figs-quotesinquotes	τῇ ἐρήμῳ: ἑτοιμάσατε τὴν ὁδὸν Κυρίου; εὐθείας ποιεῖτε τὰς τρίβους αὐτοῦ	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. If you do, you will need to delete the single quotation mark at the end of this quotation. Alternate translation: “the wilderness that people must make ready the way of the Lord, that they must make his paths straight”
3:3	n7lh		rc://*/ta/man/translate/figs-parallelism	ἑτοιμάσατε τὴν ὁδὸν Κυρίου; εὐθείας ποιεῖτε τὰς τρίβους αὐτοῦ	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. Hebrew poetry was based on this kind of repetition, and it would be good to show this to your readers by including both phrases in your translation rather than combining them. However, if it would be helpful to your readers, you could connect the phrases with a connecting word in order to show that the second phrase is repeating the first one, not saying something additional. Alternate translation: “Make ready the way of the Lord, yes, make his paths straight”
3:3	j99i		rc://*/ta/man/translate/figs-metaphor	ἑτοιμάσατε τὴν ὁδὸν Κυρίου; εὐθείας ποιεῖτε τὰς τρίβους αὐτοῦ	1	Here Isaiah speaks as if people should build and maintain roads for **the Lord** to travel on as he comes to visit his people. He means that people need to be living and acting in the proper ways when **the Lord** appears to his people. If it would be helpful in your language, you could express the metaphor in simile form or state the meaning plainly. Alternate translation: “Live and behave in a way that pleases God, as if you were making a road ready for him to travel on”
3:4	j647		rc://*/ta/man/translate/writing-background	αὐτὸς δὲ ὁ Ἰωάννης	1	Here Matthew uses the word **Now** to introduce background information that will help readers understand what happens next. The word does not introduce another event in the story. This background information is found in [3:4–6](../03/04.md). Use a natural form in your language for introducing background information. Alternate translation: “Concerning this John, he”
3:4	su9d		rc://*/ta/man/translate/figs-idiom	εἶχεν τὸ ἔνδυμα αὐτοῦ ἀπὸ τριχῶν καμήλου	1	The phrase **had his clothing from the hair of a camel** means that he wore clothes made from camels’ hair. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: “wore clothing made from the hair of camels”
3:4	dagi		rc://*/ta/man/translate/translate-unknown	ζώνην δερματίνην	1	A **leather belt** is a thin strap made out of animal skin that holds clothing in place. If your readers would not be familiar with this type of clothing, you could use the name of something similar in your area or you could use a more general term. Alternate translation: “an animal skin strap” or “a band made from animal skin”
3:5	ncp6		rc://*/ta/man/translate/grammar-connect-time-simultaneous	τότε	1	Here, the word **Then** refers to the period of time in which John was preaching in the wilderness (see [3:1](../03/01.md)). If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “While John was preaching,” or “During the time when John was in the wilderness,”
3:5	ytnz		rc://*/ta/man/translate/figs-go	ἐξεπορεύετο	1	In a context such as this, your language might say “coming” instead of **going**. Alternate translation: “were coming out”
3:5	j8ke		rc://*/ta/man/translate/figs-metonymy	Ἱεροσόλυμα, καὶ πᾶσα ἡ Ἰουδαία, καὶ πᾶσα ἡ περίχωρος τοῦ Ἰορδάνου	1	Here, the terms **Jerusalem**, **Judea**, and **the {region} around the Jordan** represent the people who lived in those areas. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “people from Jerusalem, and people from all Judea, and people from all the region around the Jordan”
3:5	zys1		rc://*/ta/man/translate/figs-hyperbole	πᾶσα ἡ Ἰουδαία, καὶ πᾶσα ἡ περίχωρος τοῦ Ἰορδάνου	1	Matthew twice says **all** as a generalization for emphasis. If it would be helpful in your language, you could use a different way to express the emphasis. Alternate translation: “most of Judea, and most of the region around the Jordan”
3:6	ls9k		rc://*/ta/man/translate/grammar-connect-time-sequential	ἐβαπτίζοντο ἐν τῷ Ἰορδάνῃ Ποταμῷ ὑπ’ αὐτοῦ, ἐξομολογούμενοι τὰς ἁμαρτίας αὐτῶν	1	Here the people were **confessing their sins** before they were **being baptized**. If it would be helpful in your language, you could rearrange the elements so that these events are in sequential order, or you could use another form to indicate the sequence Alternate translation: “confessing their sins, they were being baptized by him in the Jordan River” or “being baptized by him in the Jordan River after they confessed their sins”
3:6	v5xn		rc://*/ta/man/translate/figs-activepassive	ἐβαπτίζοντο & ὑπ’ αὐτοῦ	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “he was baptizing them”
3:6	q311		rc://*/ta/man/translate/figs-explicit	ἐξομολογούμενοι	1	Here it is the people who are **confessing**, not John. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “as they confessed”
3:7	lxwz		rc://*/ta/man/translate/writing-newevent	δὲ	1	Here, the word **Now** introduces the next major event in the story. If it would be helpful in your language, you could use a word or phrase that introduces the next event, or you could leave **Now** untranslated. Alternate translation: “Then,”
3:7	jclu		rc://*/ta/man/translate/figs-explicit	ἐπὶ τὸ βάπτισμα αὐτοῦ	1	Here, the phrase **for his baptism** could indicate that the Pharisees and Sadducees are **coming**: (1) so that they can receive John’s **baptism**. Alternate translation: “to receive his baptism” (2) to the place where John is baptizing. Alternate translation: “to where he was baptizing” or “to the place of his baptism”
3:7	tcva		rc://*/ta/man/translate/figs-abstractnouns	ἐπὶ τὸ βάπτισμα αὐτοῦ	1	If your language does not use an abstract noun for the idea of **baptism**, you could express the same idea in another way. Alternate translation: “to be baptized by him”
3:7	fjl3		rc://*/ta/man/translate/figs-idiom	γεννήματα ἐχιδνῶν	1	The expression **Offspring of** is an idiom that means a person shares the qualities of something. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “You are like vipers” or “You have the qualities of vipers”
3:7	qtu3		rc://*/ta/man/translate/figs-metaphor	γεννήματα ἐχιδνῶν	1	Here John speaks of the Pharisees and Sadducees as if they were like **vipers** (see the previous note for the meaning of the phrase **Offspring of**). He means that they are evil and hurt other people. If it would be helpful in your language, you could use a simile form or state the meaning plainly. Alternate translation: “You are like poisonous creatures” or “You evil people”
3:7	kr0r		rc://*/ta/man/translate/translate-unknown	ἐχιδνῶν	1	If your readers would not recognize the name **vipers**, which refers to dangerous poisonous snakes, you could state something more general. Alternate translation: “of poisonous snakes” or “of poisonous animals”
3:7	c4cl		rc://*/ta/man/translate/figs-rquestion	τίς ὑπέδειξεν ὑμῖν φυγεῖν ἀπὸ τῆς μελλούσης ὀργῆς?	1	John is using the question form to rebuke the Pharisees and Sadducees for coming to be baptized by him when they really do not believe that they need to **flee from the coming wrath**. In other words, they want to be baptized, but they do not think that they need to repent of anything. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “I realize that you do not really think that you need to flee from the coming wrath!” or “You do not actually believe that you must flee from the coming wrath.”
3:7	h7ac		rc://*/ta/man/translate/figs-personification	τῆς μελλούσης ὀργῆς	1	Here, the word **wrath** refers to how God will punish people who do not believe and who disobey him. The word **coming** means that the **wrath** will happen soon. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “the future punishment” or “the punishment that God will soon inflict”
3:8	msjo		rc://*/ta/man/translate/grammar-connect-logic-result	οὖν	1	Here, the word **Therefore** introduces an exhortation based on what John said in rebuking the Pharisees and Sadducees in the previous verse (see [3:7](../03/07.md)). If it would be helpful in your language, you could use a word or phrase that introduces an exhortation based on a previous rebuke. Alternate translation: “Instead” or “But here is what you should do:”
3:8	s8ac		rc://*/ta/man/translate/figs-metaphor	ποιήσατε & καρπὸν	1	Here, John is speaking of people behaving in certain ways as if they were trees producing **fruit**. If it would be clearer in your language, you could state the meaning plainly. Alternate translation: “act in ways” or “perform deeds”
3:8	dbj4		rc://*/ta/man/translate/figs-possession	ἄξιον τῆς μετανοίας	1	Here, John is using the possessive form to describe **fruit** that matches or goes along with **repentance**. If this is not clear in your language, you could express the idea in another way. Alternate translation: “that goes along with repentance” or “that shows repentance”
3:8	jsoz		rc://*/ta/man/translate/figs-abstractnouns	τῆς μετανοίας	1	If your language does not use an abstract noun for the idea of **repentance**, you could express the same idea in another way. Alternate translation: “of repenting” or “of people who repent”
3:9	sc2l		rc://*/ta/man/translate/figs-explicit	λέγειν ἐν ἑαυτοῖς	1	Here, the phrase **in yourselves** could indicate that the Pharisees and Sadducees might speak: (1) within themselves, which would be thinking privately. Alternate translation: “to say within yourselves” or “to say to yourselves” (2) within their group, which would be speaking to each other. Alternate translation: “to say to each other”
3:9	anyf		rc://*/ta/man/translate/figs-quotations	ἐν ἑαυτοῖς, πατέρα ἔχομεν τὸν Ἀβραάμ	1	It may be more natural in your language to have an indirect quotation here. If you use the following alternate translation, you will need to delete the quotation mark at the end of the sentence. Alternate translation: “among yourselves that you have Abraham as father”
3:9	s4og		rc://*/ta/man/translate/figs-metaphor	πατέρα	1	Here, the word **father** means “ancestor.” If it would be helpful in your language, you could use a similar phrase or plain language. Alternate translation: “as ancestor”
3:9	h6n6		rc://*/ta/man/translate/grammar-connect-logic-result	γὰρ	1	Here, the word **For** introduces a reason why the Pharisees and Sadducees should not say **We have Abraham {as} father**. If it would be helpful in your language, you could use a word or phrase that introduces a reason or basis for a command, or you could leave **For** untranslated. Alternate translation: “In fact,” or “You should not say that because”
3:9	h7lf		rc://*/ta/man/translate/figs-quotations	ὑμῖν, ὅτι δύναται ὁ Θεὸς ἐκ τῶν λίθων τούτων ἐγεῖραι τέκνα τῷ Ἀβραάμ	1	It may be more natural in your language to have a direct quotation here. Alternate translation: “to you, ‘God is able to raise up children for Abraham from these stones.’”
3:9	k843		rc://*/ta/man/translate/figs-explicit	δύναται ὁ Θεὸς ἐκ τῶν λίθων τούτων ἐγεῖραι τέκνα τῷ Ἀβραάμ	1	Here John means that God can create **children for Abraham** at any time and in any way he wants, even from **stones**. He means that people who have **Abraham {as} father** will not receive special treatment from God. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “God is able to create other children for Abraham, even from these stones” or “God can raise up more children for Abraham any time he wants to, and he could turn even these stones into children for Abraham”
3:9	eedc		rc://*/ta/man/translate/figs-metaphor	τέκνα τῷ Ἀβραάμ	1	Here, the word **children** means “descendants.” If it would be helpful in your language, you could use a similar phrase or plain language. Alternate translation: “people descended from Abraham”
3:10	vosb		rc://*/ta/man/translate/grammar-connect-logic-contrast	δὲ	1	Here, the word **But** introduces a development of the ideas in the previous verse. It also introduces a slight contrast with God being able to make children of Abraham from stones. If it would be helpful in your language, you could use a word or phrase that introduces this kind of development, or you could leave **But** untranslated. Alternate translation: “Further,” or “As a matter of fact,”
3:10	a8m8		rc://*/ta/man/translate/figs-metaphor	ἤδη & ἡ ἀξίνη πρὸς τὴν ῥίζαν τῶν δένδρων κεῖται; πᾶν οὖν δένδρον μὴ ποιοῦν καρπὸν καλὸν ἐκκόπτεται καὶ εἰς πῦρ βάλλεται	1	In this verse, John speaks as if people were **trees** and as if God had an **ax**. Every person who does not repent and do what is right is like a **tree** that does not produce **good fruit**. Just as someone chops down these trees and burns them, so God will punish these people. If possible preserve the metaphor here. You could use simile form, or if necessary, you could state the meaning plainly. Alternate translation: “already it is as if the ax is set against the root of the trees. Every person who does not repent and obey is like a tree that does not produce good fruit. It is chopped down and thrown into a fire” or “already God is ready to judge people. So, anyone who does not repent and obey will be declared guilty and punished”
3:10	d4j5		rc://*/ta/man/translate/figs-activepassive	ἡ ἀξίνη & κεῖται	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, it is clear from the context that it was God. Alternate translation: “God has set the ax”
3:10	pea6		rc://*/ta/man/translate/grammar-collectivenouns	τὴν ῥίζαν τῶν δένδρων	1	In this verse, the word **root** is singular in form, but it refers to all the roots of the **trees** as a group. If it would be helpful in your language, you could say this plainly. Alternate translation: “the roots of the trees”
3:10	n4xy		rc://*/ta/man/translate/figs-explicit	τὴν ῥίζαν	1	Here, the word **root** refers to the lowest part of the tree that shows above the ground. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “the base” or “lowest part”
3:10	r7o2		rc://*/ta/man/translate/figs-activepassive	πᾶν & δένδρον μὴ ποιοῦν καρπὸν καλὸν ἐκκόπτεται καὶ εἰς πῦρ βάλλεται	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who does the action, it is clear from the context that it is God. Alternate translation: “God chops down every tree not producing good fruit and throws it into a fire”
3:10	g502		rc://*/ta/man/translate/translate-tense	ἐκκόπτεται καὶ & βάλλεται	1	Here John could be using the present tense to describe: (1) something that is generally true. Alternate translation: “is being chopped down and is being thrown” (2) something that will happen in the future but is as certain as if it was happening in the present. Alternate translation: “will be chopped down and will be thrown”
3:11	aiiw		rc://*/ta/man/translate/figs-explicit	εἰς μετάνοιαν	1	Here, the phrase **for repentance** could describe: (1) the purpose for which John baptizes people. Alternate translation: “so that you repent” (2) what John’s baptism represents or signifies. Alternate translation: “with reference to repentance” or “to show your repentance”
3:11	rvf4		rc://*/ta/man/translate/figs-abstractnouns	εἰς μετάνοιαν	1	If your language does not use an abstract noun for the idea of **repentance**, you could express the same idea in another way. Make sure your translation fits with the option you chose in the previous note. Alternate translation: “in order that you might repent” or “to show that you have repented”
3:11	l3zm		rc://*/ta/man/translate/figs-metaphor	ὁ & ὀπίσω μου ἐρχόμενος	1	Here John speaks as if someone is walking behind him. He could mean that: (1) soon someone will continue what John has started doing. Alternate translation: “the one who will preach after I have” (2) one of his own disciples will become greater than he. Alternate translation: “one of my disciples”
3:11	i61t		rc://*/ta/man/translate/figs-ellipsis	μού	1	John is leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply these words from earlier in the sentence if it would be clearer in your language. Alternate translation: “I am”
3:11	c1xf		rc://*/ta/man/translate/figs-explicit	οὐκ εἰμὶ ἱκανὸς τὰ ὑποδήματα βαστάσαι	1	Here, **to carry** someone’s **sandals** was a duty of a slave. John means that he is **not worthy** to be a slave to this person who is **coming after** him. If it would be helpful to your readers, you could make this idea more explicit. Alternate translation: “I am not worthy to be the slave who carries away his sandals” or “I am not worthy to act as his slave”
3:11	gtm7		rc://*/ta/man/translate/figs-metaphor	αὐτὸς ὑμᾶς βαπτίσει ἐν Πνεύματι Ἁγίῳ καὶ πυρί	1	Here John indicates that the **one coming after** him will cause people to experience **the Holy Spirit** and **fire**, just as John caused people to experience **water** in baptism. If possible, preserve the baptism metaphor or express the idea in simile form. Alternate translation: “He will baptize you, as it were, with the Holy Spirit and with fire” or “He also will perform something like baptism, but he will use the Holy Spirit and fire”
3:11	ata7		rc://*/ta/man/translate/figs-explicit	ἐν Πνεύματι Ἁγίῳ καὶ πυρί	1	Here, the word **fire** could be: (1) a reference to how Jesus will purify people. Alternate translation: “with the Holy Spirit and purifying fire” (2) a reference to how Jesus will punish people. Alternate translation: “with the Holy Spirit and with fiery punishment” (3) a further description of **the Holy Spirit**. Alternate translation: “with the fire that is the Holy Spirit”
3:12	gcq8		rc://*/ta/man/translate/figs-exmetaphor	οὗ τὸ πτύον ἐν τῇ χειρὶ αὐτοῦ; καὶ διακαθαριεῖ τὴν ἅλωνα αὐτοῦ, καὶ συνάξει τὸν σῖτον αὐτοῦ εἰς τὴν ἀποθήκην; τὸ δὲ ἄχυρον κατακαύσει πυρὶ ἀσβέστῳ	1	In this verse, John describes the one who comes after him as a farmer who separates the useful grains of wheat from the other parts of the wheat plant by using a **winnowing fork** to **clear of his threshing floor**. Just as that farmer separates the grain from the chaff, so the one who comes after John will separate those who obey from those who do not. Just as that farmer saves the grain and burns up the chaff, so the one who comes after John will save those who obey and punish those who do not. If possible, preserve this metaphor. If necessary, you could use simile form or state the meaning plainly. Alternate translation: “who is like a farmer with a winnowing fork in his hand. He will separate those who obey God from those who do not, just as a farmer thoroughly clears off his fleshing floor. He will save those who obey and punish those who disobey, just as a farmer gathers his wheat into the storehouse and burns up the chaff with unquenchable fire” or “who is ready to act, and he will separate those who obey God from those who disobey God. He will save those who obey and completely punish those who disobey”
3:12	sq4p		rc://*/ta/man/translate/figs-idiom	οὗ τὸ πτύον ἐν τῇ χειρὶ αὐτοῦ	1	Here, the phrase **in his hand** indicates that a person is ready to use whatever is in his or her hand. If it would be helpful in your language, you could use a comparable expression or state the meaning plainly. Alternate translation: “who has picked up his winnowing fork” or “who is ready to use his winnowing fork”
3:12	b5m4		rc://*/ta/man/translate/translate-unknown	τὸ πτύον	1	A **winnowing fork** is a tool for tossing wheat into the air to separate the wheat grain from the chaff. The heavier grain falls back down, and the wind blows away the unwanted chaff. This tool is similar to a pitchfork. If you have a similar tool in your culture, you can use the word for it here. Otherwise, you can use a phrase that would express the meaning. Alternate translation: “tool for winnowing grain” or “tool for tossing seeds”
3:12	r2ua		rc://*/ta/man/translate/translate-unknown	τὴν ἅλωνα αὐτοῦ	1	The **threshing floor** was the place where harvested wheat was processed to separate the grain from the chaff. To **clear off** the floor is to finish threshing and winnowing all the grain. If it would be helpful in your language, you could refer to where **threshing** happens in your culture, or you could use a descriptive phrase. Alternate translation: “the place where he separates the grain from the chaff”
3:13	vl93		rc://*/ta/man/translate/writing-newevent	τότε	1	Here, the word **Then** introduces the next major event in the story. It does not indicate how soon this event happened after the events that Matthew has already narrated. If it would be helpful in your language, you could use a word or phrase that introduces the next event in sequence. Alternate translation: “Sometime after that,” or “After John said those things,”
3:13	tsxj		rc://*/ta/man/translate/figs-go	παραγίνεται	1	In a context such as this, your language might say “goes” instead of **comes**. Alternate translation: “goes”
3:13	zj7i		rc://*/ta/man/translate/translate-tense	παραγίνεται	1	To call attention to a development in the story, Matthew uses the present tense in past narration. If it would not be natural to do that in your language, you could use the past tense in your translation. Alternate translation: “came”
3:13	zbj9		rc://*/ta/man/translate/figs-activepassive	βαπτισθῆναι ὑπ’ αὐτοῦ	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “so that John would baptize him”
3:14	fax0		rc://*/ta/man/translate/figs-explicit	διεκώλυεν αὐτὸν	1	Here Matthew means that **John** did not want to baptize Jesus and tried to stop Jesus from asking him to do it. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “was trying to prevent Jesus from wanting to be baptized” or “was resisting Jesus’ request to be baptized”
3:14	m2y0		rc://*/ta/man/translate/writing-quotations	λέγων	1	Consider natural ways of introducing direct quotations in your language. Alternate translation: “and he declared”
3:14	khdz		rc://*/ta/man/translate/figs-activepassive	ὑπὸ σοῦ βαπτισθῆναι	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “for you to baptize me”
3:14	ibj4		rc://*/ta/man/translate/figs-yousingular	σοῦ & σὺ	1	Since John is speaking to Jesus, the word **you** is singular throughout this verse.
3:14	cl7t		rc://*/ta/man/translate/figs-rquestion	καὶ σὺ ἔρχῃ πρός με?	1	John is using the question form to show surprise at Jesus’ request to be baptized. He wants to show that the request does not make sense. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “so you should not come to me!” or “so it does not make sense for you to come to me.”
3:14	nu8c		rc://*/ta/man/translate/figs-explicit	ἔρχῃ πρός με	1	Here John implies that Jesus comes to be baptized. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “come to me to be baptized”
3:15	c1jm		rc://*/ta/man/translate/writing-quotations	ἀποκριθεὶς & ὁ Ἰησοῦς εἶπεν πρὸς αὐτόν	1	Consider natural ways of introducing direct quotations in your language. Alternate translation: “Jesus responded”
3:15	yozq		rc://*/ta/man/translate/grammar-connect-logic-result	ἄφες ἄρτι; οὕτως γὰρ πρέπον ἐστὶν ἡμῖν πληρῶσαι πᾶσαν δικαιοσύνην	1	If it would be more natural in your language, you could reverse the order of these clauses, since the second clause gives the reason for the request that the first clause describes. Alternate translation: “Baptizing me is a fitting way for us to fulfill all righteousness. So, permit it now”
3:15	v30k		rc://*/ta/man/translate/figs-explicit	ἄφες & ἀφίησιν αὐτόν	1	In both places, Matthew implies that John should or does permit Jesus to be baptized. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “Permit me to be baptized … he permitted him to be baptized”
3:15	jkcz		rc://*/ta/man/translate/figs-yousingular	ἄφες	1	Since Jesus is speaking to John, the command **Permit** is singular here.
3:15	h6ca		rc://*/ta/man/translate/figs-exclusive	ἡμῖν	1	Here, the word **us** refers only to Jesus and John. Your language may require you to mark this form.
3:15	wdcu		rc://*/ta/man/translate/figs-idiom	πληρῶσαι πᾶσαν δικαιοσύνην	1	The phrase **to fulfill all righteousness** means to do everything that God requires someone to do. If it would be helpful in your language, you could use a comparable phrase or plain language. Alternate translation: “to accomplish God’s will” or “to do everything that God has told us to do”
3:15	n6d2		rc://*/ta/man/translate/figs-abstractnouns	πᾶσαν δικαιοσύνην	1	If your language does not use an abstract noun for the idea of **righteousness**, you could express the same idea in another way. Alternate translation: “everything that is righteous” or “all of God’s righteous will”
3:15	reau		rc://*/ta/man/translate/writing-pronouns	ἀφίησιν αὐτόν	1	Here, the word **he** refers to John, and the word **him** refers to Jesus. If this is not clear for your readers, you could use the people’s names here. Alternate translation: “John permits Jesus”
3:16	d5zy		rc://*/ta/man/translate/grammar-connect-words-phrases	δὲ	1	Here, the word **Now** introduces the next event in the story. If it would be helpful in your language, you could use a word or phrase that introduces the next event, or you could leave **Now** untranslated. Alternate translation: “Then,”
3:16	inf6		rc://*/ta/man/translate/figs-activepassive	βαπτισθεὶς	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, it is clear from the context that it was John. Alternate translation: “John having baptized him”
3:16	htuf		rc://*/ta/man/translate/figs-explicit	ἀνέβη ἀπὸ τοῦ ὕδατος	1	Here Matthew implies that Jesus was in the River Jordan when he was baptized. Afterwards, he **came up** out of the river. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “left the water of the river” or “stepped out of the river”
3:16	l5bv		rc://*/ta/man/translate/figs-exclamations	ἰδοὺ	1	Here, the word **behold** draws the attention of the audience and asks them to listen carefully. If it would be helpful in your language, you could express **behold** with a word or phrase that asks the audience to listen, or you could draw the audience’s attention in another way. Alternate translation: “picture this” or “suddenly”
3:16	jig5		rc://*/ta/man/translate/figs-idiom	ἀνεῴχθησαν αὐτῷ οἱ οὐρανοί	1	People in Matthew’s culture often spoke of how **the heavens** had doors or gates that led into them. Matthew uses this kind of language (doors being **opened**) to indicate that Jesus saw into **the heavens**. If it would be helpful in your language, you could use a comparable expression or state the meaning plainly. Alternate translation: “he was enabled to look into the heavens” or “God showed him what was happening in the heavens”
3:16	jh1v		rc://*/ta/man/translate/figs-activepassive	ἀνεῴχθησαν αὐτῷ οἱ οὐρανοί	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, it is clear from the context that it was God. Alternate translation: “God opened the heavens to him”
3:16	e3na		rc://*/ta/man/translate/figs-simile	τὸ Πνεῦμα τοῦ Θεοῦ καταβαῖνον ὡσεὶ περιστερὰν	1	The phrase **like a dove** could mean: (1) the Spirit looked like a dove as he descended upon Jesus. Alternate translation: “the Spirit of God coming down, looking like a dove” (2) the Spirit descended upon Jesus as a dove descends from the sky toward the ground. Alternate translation: “the Spirit of God coming down as a dove flies down”
3:16	gawt		rc://*/ta/man/translate/figs-explicit	καταβαῖνον	1	Here Matthew implies that **the Spirit of God** came down from **the heavens**. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “coming down from the heavens”
3:16	mo7i		rc://*/ta/man/translate/figs-explicit	ἐρχόμενον ἐπ’ αὐτόν	1	Here Matthew implies that **the Spirit of God** settled or landed on Jesus, just like a bird might settle or land on something. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “perching upon him” or “settling on him”
3:17	xohx		rc://*/ta/man/translate/figs-exclamations	ἰδοὺ	1	Here, the word **behold** draws the attention of the audience and asks them to listen carefully. If it would be helpful in your language, you could express **behold** with a word or phrase that asks the audience to listen, or you could draw the audience’s attention in another way. Alternate translation: “picture this” or “suddenly”
3:17	cdrk		rc://*/ta/man/translate/figs-ellipsis	φωνὴ ἐκ τῶν οὐρανῶν	1	Matthew is leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply a verb of speaking if it would be clearer in your language. Alternate translation: “a voice spoke from the heavens”
3:17	m2wk		rc://*/ta/man/translate/figs-synecdoche	φωνὴ	1	Matthew is using **voice** to represent the person who is speaking, which is God the Father. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: “a person speaking” or “God the Father spoke”
3:17	op13		rc://*/ta/man/translate/writing-quotations	λέγουσα	1	Consider natural ways of introducing direct quotations in your language. Alternate translation: “and it said”
3:17	myz8		rc://*/ta/man/translate/guidelines-sonofgodprinciples	ὁ Υἱός μου, ὁ ἀγαπητός	1	The word **Son** is an important title for Jesus, the Son of God.
3:17	m1ib		rc://*/ta/man/translate/figs-activepassive	ὁ Υἱός & ὁ ἀγαπητός	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “Son, whom I love,”
3:17	hdro		rc://*/ta/man/translate/figs-activepassive	εὐδοκέω	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “who pleases me”
4:intro	hgw2				0	# Matthew 4 General Notes\n\n## Structure and Formatting\n\n1. The birth of Jesus Christ and the beginning of his ministry (1:1-4:25)\n      * The devil tempts Jesus (4:1–11)\n      * Jesus begins his public ministry (4:12–17)\n      * Jesus calls four of his disciples (4:18–22)\n      * Summary of Jesus’ early ministry (4:23–25)\n\nSome translations set each line of poetry farther to the right than the rest of the text to make it easier to read. The ULT does this with the poetry in [4:15–16](../04/15.md), which are words from the Old Testament.\n\n## Religious and Cultural Concepts in This Chapter\n\n### The Devil\n\nThe devil, also named Satan, is an evil spiritual being. In this chapter, he tempts Jesus to disobey God. He even quotes the Bible to try to convince Jesus to disobey. Consider how you might naturally refer to a powerful and evil spiritual being.\n\n### Temptation\n\nIn [4:1–11](../04/01.md), Matthew tells the story of how Jesus was tempted by the devil. The devil tried to convince Jesus to do things that would be disobedient. Jesus already knew how he was supposed to live his life and how he was supposed to die on the cross. The devil tempted Jesus to act in a different way. In response, Jesus quotes the Bible and does not do what the devil tempts him to do.\n\n### Fishermen\n\nFour of Jesus’ first disciples (Peter, Andrew, James, and John) were fishermen. In their culture, fishermen usually stood on the shore or in a boat and threw a net into the water. The edges of the net had weights on it, so the net sank into the water and trapped any fish beneath it. Then, fishermen would pull on a rope to close the net and haul it to shore or onto the boat. If people in your culture do not fish or do not fish in that way, consider how much information you need to provide to help your readers understand the story.\n\n## Translation Issues in This Chapter\n\n### Singular and plural forms of “you”\n\nMost of the forms of “you” in this chapter appear in dialogue between Jesus and the devil. Because of this, most forms of “you” in this chapter are singular. You should assume forms of “you” are singular unless a note specifies that the form is plural. (See: [[rc://*/ta/man/translate/figs-yousingular]])
