Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
4:2	yrms		rc://*/ta/man/translate/figs-idiom	we seek your God	1	Here, **seek** is an idiom that means to worship and pray to God or a god. Alternate translation: “we worship your God”
4:2	ffnu		rc://*/ta/man/translate/figs-idiom	since the days of Esarhaddon	1	The term **days** is used here to refer a particular period of time. Alternate translation: “since the time of Esarhaddon”
4:2	yx1s		rc://*/ta/man/translate/translate-names	Esarhaddon, the king of Assyria	1	**Esarhaddon** is the name of a man, and **Assyria** is the name of his kingdom.
4:2	to8y		rc://*/ta/man/translate/figs-idiom	the one who caused us to come up here	1	These men say that Esarhaddon brought them **up** to this land because it is mountainous and, as [4:9](../04/09.md) indicates, their ancestors formerly lived in lowland areas. Alternate translation: “the one who brought us here”
4:3	gkli		rc://*/ta/man/translate/grammar-connect-logic-contrast	But & said	1	The word **But** indicates that the sentence it introduces draws a contrast between what the men asked and what the Jewish leaders answered. You could begin the sentence with a word like “however” or “nevertheless” to indicate this contrast, or use another method that is natural in your language.
4:3	xp3f		rc://*/ta/man/translate/translate-names	Zerubbabel, and Jeshua	1	These are the names of two men. See how you translated them in [2:2](../02/02.md).
4:3	hbhq		rc://*/ta/man/translate/figs-ellipsis	the heads of the fathers	1	This is an abbreviated way of saying “**the heads of** father’s houses.” See how you translated this expression in [1:5](../01/05.md). Review the note there if that would be helpful. Alternate translation: “the clan leaders”
4:3	isv8		rc://*/ta/man/translate/figs-idiom	It is not for you and for us	1	This expression is an idiom that means “it is for us alone.” Alternate translation: “You may not help us”
4:3	bl6x		rc://*/ta/man/translate/figs-metaphor	a house for our God	1	Alternate translation: “a temple for our God”
4:3	bu2w		rc://*/ta/man/translate/figs-exclusive	for our God	1	Here, **our** is exclusive, excluding the non-Jewish hearers.
4:3	ezs2		rc://*/ta/man/translate/figs-possession	for our God	1	The Israelites could say that Yahweh is **our God** not in the sense that they possess or control him, but in the sense that they worship him exclusively. Alternate translation: “for the God whom we worship”
4:3	jpin		rc://*/ta/man/translate/grammar-connect-logic-contrast	but	1	The word **but** indicates that the clause it introduces draws a contrast between what the men asked and what the Jewish leaders were prepared to allow. To indicate this contrast, you could begin the sentence with a word or phrase such as “no,” “rather,” or “on the contrary.”
4:3	jkgy		rc://*/ta/man/translate/figs-exclusive	we ourselves together will build for Yahweh, the God of Israel	1	**We ourselves** here does not include the addressees. If your language marks that distinction, be sure that this is clear in your translation. **Together** does not mean the Jewish people and these foreign peoples together. It means the whole Jewish community together. Alternate translation: “it is all of us Israelites who will build a temple for Yahweh, the God of Israel”
4:3	vez9		rc://*/ta/man/translate/figs-distinguish	the God of Israel	1	See the note to [4:1](../04/01.md) about the significance of this phrase.
4:3	kqpr		rc://*/ta/man/translate/figs-explicit	just as the king Cyrus, the king of Persia, has commanded us	1	It is implicit in the story that the Jewish leaders know that they cannot trust these foreign leaders, whom the story describes as their enemies. The Jewish leaders suggest indirectly that they do not accept their claim that they worship Yahweh. They say, “It is not for you … to build a house for our God,” and they describe Yahweh as the God of Israel exclusively. But apparently they cannot contradict the claim directly, perhaps for reasons of etiquette and diplomacy. Instead, it seems that they find convenient grounds to exclude foreigners from the temple project in the literal wording of the proclamation that Cyrus issued: “Whoever among you is from all his people … may he build the house of Yahweh, the God of Israel” ([1:3](../01/03.md)). It may be possible in your translation to translate this phrase in such a way that your readers will implicitly recognize it as the convenient excuse that it apparently is. Alternate translation: “for that is what King Cyrus of Persia commanded”
4:4	j0ej		rc://*/ta/man/translate/writing-newevent	And it happened that	1	The phrase **and it happened that** introduces a new series of events in the story. Use a natural way in your language for introducing something new or different.
4:4	d9da		rc://*/ta/man/translate/figs-idiom	the people of the land	1	This expression refers to the non-Israelite people groups, listed in [4:9](../04/09.md), whom the Assyrian kings Esarhaddon and Ashurbanipal had brought to live in the area just north of Judah in the century before the Jews were taken away into exile themselves. When the Jews returned to their homeland, those foreign groups were still living nearby. Alternate translation: “the foreign people groups living nearby”
4:4	n1m9		rc://*/ta/man/translate/figs-parallelism	And it happened that & were making the hands of the people of Judah weak, and making them afraid to build	1	These two phrases mean similar things. If it would be helpful in your language, you could combine them. Alternate translation: “making the people of Judah so intimidated that they stopped working on the temple” However, there is a slight distinction between the phrases. The first one describes how the people felt inwardly, and the second one explains what effect this had on their outward actions. So you could also translate the phrases separately. Alternate translation: “were intimidating the people of Judah so that they were afraid to keep working on the temple”
4:4	mih7		rc://*/ta/man/translate/figs-metaphor	And it happened that & were making the hands of the people of Judah weak	1	Here, **hands** represents power and action, so **making the hands weak** means to make someone so discouraged or intimidated that they do not use their power to act. Alternate translation: “were intimidating the people of Judah”
4:4	aq32			the people of Judah	1	In this context, this expression does not refer to all of the inhabitants of the province of Judah, whatever their nationality, but rather it specifically refers to the Jews who returned from exile and settled there. In this book, **the people of Judah** and “the people of Israel” both refer to the Jewish people and mean the same thing. Alternate translation: “the Jews who had returned from exile and settled in the province of Judah”
4:5	ndut		rc://*/ta/man/translate/translate-unknown	and hiring counselors against them	1	Here, **counselors** means royal advisors in the Persian court. The enemies of the Jews were bribing the counselors to try to get them to influence the king against the Jews. Alternate translation: “and bribing royal advisors to work against the Jews in the Persian court”
4:5	kd9a			to frustrate their plans	1	Alternate translation: “to keep them from successfully rebuilding the temple”
4:5	jlap		rc://*/ta/man/translate/figs-idiom	all the days of Cyrus, the king of Persia	1	**Days** is used here to refer to a particular period of time. In this context, it would mean specifically the nine years from 538 BC, when Cyrus conquered Babylon and became ruler of the Jews, to 529 BC, when he died. Alternate translation: “throughout the rest of the reign of Cyrus as king of Persia”
4:5	tq7w		rc://*/ta/man/translate/figs-explicit	and until the reign of Darius, the king of Persia	1	Darius did not succeed Cyrus directly, and so this means that the enemy opposition continued throughout the reigns of the successors of Cyrus until Darius became king. If it would be helpful to your readers, you could say this explicitly. Alternate translation: “and throughout the reign of his successors until Darius became king of Persia”
4:5	py4b		rc://*/ta/man/translate/translate-names	Darius	1	**Darius** is the name of a man.
4:6	o931		rc://*/ta/man/translate/writing-background	Now in the reign of	1	The word **Now** indicates that the sentence it introduces will provide some background information. You can translate it with the word or phrase in your language that is most similar in meaning and significance.
4:6	zxv3		rc://*/ta/man/translate/figs-explicit	Now in the reign of Ahasuerus,in the beginning of his reign	1	Ahasuerus ruled the Persian Empire after Darius, who was his father. So here the book is presenting some events out of chronological order. That is, it is telling about some things that happened later, before finishing the story of what happened at this time. In [4:24](../04/24.md) the book will bring readers back to where it left off in [4:5](../04/05.md), and then, in [5:1](../05/01.md), it will describe how work on rebuilding the temple did resume under the reign of Darius. But first it gives accounts here of how the enemies of the Jews continued to oppose them under two later kings, Ahasuerus (described in this verse) and Artaxerxes (described in verses [7–23](../04/07.md)). The purpose may be to show that the Jews were wise to refuse the help that leaders from other nations offered, as described in [4:1–3](../04/01.md). Since those leaders were actually enemies of the Jews, as they demonstrated by opposing them under one king after another, their offer was not sincere and they could not be trusted. If it would be helpful to your readers, you could say this explicitly. Alternate translation: “In fact, they continued to oppose them under later kings. As soon as Ahasuerus succeeded his father Darius as king”
4:6	k3fy		rc://*/ta/man/translate/translate-names	Ahasuerus	1	**Ahasuerus** is the name of a man. He is better known as Xerxes, so you could use that name for him in your translation, if it would be helpful in your language. Use the same name here that you use in the book of Esther.
4:6	iaw6		rc://*/ta/man/translate/figs-explicit	they wrote an accusation against those who dwelled in Judah and Jerusalem	1	If it would be helpful to your readers, you could say explicitly what the enemies of the Jews accused them of doing. (The book provides the text of their letter in [4:11–16](../04/11.md), but it might be helpful to provide a summary in advance.) Alternate translation: “they wrote a letter in which they accused the Jews who had returned to Judah and Jerusalem of plotting to rebel against the king”
4:6	z7sk		rc://*/ta/man/translate/figs-abstractnouns	they wrote an accusation	1	The abstract noun **accusation** refers to what the enemies of the Jews said about them in the letter that they sent to the king. If it would be helpful in your language, you could translate the idea behind this word with a verb such as “accuse” or “complain.” Alternate translation: “they wrote a letter to complain”
4:6	o4k9		rc://*/ta/man/translate/figs-metonymy	they wrote an accusation against	1	The noun **accusation** might be referring to the actual letter itself by substituting a description of the content of the letter. If it would be helpful in your language, you could use a concrete term that explains the meaning of the figurative expression. Alternate translation: “they wrote a letter, accusing”
4:6	kzu9			those who dwelled in Judah and Jerusalem	1	In this context, this expression does not mean all the inhabitants of the province of Judah and the city of Jerusalem, whatever their nationality, but rather the Jews who returned from exile and settled in those places. Alternate translation: “the Jews who had returned from exile and settled in Judah and Jerusalem”
4:7	w995		rc://*/ta/man/translate/grammar-connect-time-sequential	And in the days of	1	Here the word **And** introduces another event in the sequence of actions by the enemies of the Jews. Use the form in your language that is most natural for marking events in a sequence.
4:7	qdrm		rc://*/ta/man/translate/figs-idiom	And in the days of Artaxerxes	1	The term **days** is used here to refer to a particular period of time. In this context, it means during the reign of the next Persian king, Artaxerxes, the son of Ahasuerus (Xerxes). Alternate translation: “during the reign of Artaxerxes”
4:7	r5xb		rc://*/ta/man/translate/figs-explicit	And in the days of Artaxerxes	1	If it would be helpful to your readers, you could explain that Artaxerxes was the next king of Persia. Alternate translation: “during the reign of the next Persian king, Artaxerxes”
4:7	xw38		rc://*/ta/man/translate/translate-names	Artaxerxes	1	**Artaxerxes** is the name of a man.
4:7	x91s		rc://*/ta/man/translate/translate-names	Bishlam, Mithredath, Tabeel	1	These are the names of three men.
4:7	zjhh			and the rest of his companions	1	The term **companions** here describes people who hold a similar position. Alternate translation: “and his other associates”
4:7	hdnj		rc://*/ta/man/translate/writing-background	and the script of the letter was written in Aramaic and was interpreted in Aramaic	1	This is background information that helps readers understand how these officials went about writing to the king. Aramaic was the official language for government correspondence within the Persian empire. These officials apparently spoke Samaritan, a language similar to Hebrew. So they had someone express their message for them in the Aramaic language. The term **interpreted** does not necessarily indicate that the officials first wrote out their letter in Samaritan, and then someone translated it into Aramaic for them. Instead, they may have told someone what they wanted to say, and that person composed the letter in Aramaic. Since Aramaic also used differently shaped letters from the ones that Hebrew and Samaritan used, that person wrote the letter using those characters. Alternate translation: “these officials arranged for someone to write their letter for them in the Aramaic script and language”
4:7	jl52		rc://*/ta/man/translate/figs-activepassive	and the script of the letter was written in Aramaic and was interpreted in Aramaic	1	If it would be helpful in your language, you could say this with an active form, and you could say who did the action. Alternate translation: “and these officials hired a scribe who wrote the letter in Aramaic”
4:7	foxv			and the script of the letter was written in Aramaic and was interpreted in Aramaic	1	If it would be helpful in your language, you could simply say that the letter was written in Aramaic, rather than mentioning both the script and the language. Alternate translation: “and these officials hired a scribe who wrote the letter in Aramaic”
4:7	ym9r		rc://*/ta/man/translate/figs-explicit	and was interpreted in Aramaic	1	We might expect that, logically, this phrase would come before the previous one, written in the **Aramaic** script, since the letter had to be composed before it was written down. But in its present position at the end of this sentence, this phrase actually serves a larger purpose within the book. It signals readers that what follows, through [6:18](../06/18.md), is itself written in Aramaic. Presumably the original readers, who were clearly expected to understand both languages, would have been alert to such a signal. (A long Aramaic section in the book of Daniel is introduced similarly: “Then the wise men spoke to the king in Aramaic,” Daniel 2:4.) Alternate translation: “and was translated into Aramaic such as the following:”
4:8	s8m7		rc://*/ta/man/translate/translate-names	Rehum	1	**Rehum** is the name of a man.
4:8	z7be		rc://*/ta/man/translate/figs-idiom	a lord of decree	1	This was Rehum’s official title. The expression likely means that he had the authority in that area to issue decrees on behalf of the king. The king actually tells him to do this in [4:21](../04/21.md). Use the title for a government official with authority over a local area. Alternate translation: “the royal deputy”
4:8	uu3t		rc://*/ta/man/translate/translate-names	and Shimshai	1	**Shimshai** is the name of a man.
4:8	hwq8		rc://*/ta/man/translate/translate-unknown	the scribe	1	This was Shimshai’s official title. It does not mean that he merely handled correspondence and record-keeping for Rehum. Rather, historical sources suggest that a **scribe** such as Shimshai had important administrative responsibilities and authority of his own. Alternate translation: “the state secretary”
4:8	l343		rc://*/ta/man/translate/figs-metonymy	one letter against Jerusalem	1	Here the book uses the term **Jerusalem** to refer figuratively, by association, to the Jews who lived in that city and, by extension, to their fellow Jews in the rest of the province of Judah. Alternate translation: “a letter against the Jews who had returned from exile”
4:8	kv6z		rc://*/ta/man/translate/figs-metonymy	as follows	1	The phrase **as follows** would ordinarily indicate that a copy of the text of the letter comes next in the book. If that is the case, then [4:9](../04/09.md) and [4:10](../04/10.md) are a preamble to the letter that lists the names of the senders. Alternate translation: “and here is what they wrote to the king”
4:9	kt23			Then	1	The term translated as **Then** often introduces a new episode in a story. But the book is not continuing the story here. Instead, the book is quoting a document that begins with a list of names. So it seems that here the term **Then** is introducing the document that follows. Use the term in your language that would customarily introduce a list of the senders of a letter or other document. Alternate translation: “From”
4:9	stkq		rc://*/ta/man/translate/figs-quotemarks	Then	1	The word **then** here appears to be introducing a quotation from a document. If this is not how you would introduce a quotation in your language, then use quotation marks or whatever other punctuation or convention your language commonly uses for that purpose.
4:9	vvp8		rc://*/ta/man/translate/translate-names	Rehum, a lord of decree	1	**Rehum** is the name of a man and **a lord of decree** is his title. See how you translated them in [4:8](../04/08.md). Alternate translation: “Rehum, the royal deputy”
4:9	shnl		rc://*/ta/man/translate/translate-names	and Shimshai the scribe	1	**Shimshai** is the name of a man and **the scribe** is his title. See how you translated them in [4:8](../04/08.md). Alternate translation: “Shimshai the state secretary”
4:9	d33e		rc://*/ta/man/translate/figs-idiom	and the rest of their companions, the judges and the rulers, the officials	1	As in [4:7](../04/07.md), the term **companions** here indicates people who hold a similar position. The other three terms describe the various positions that the other people held who joined in sending this letter. Alternate translation: “and their associates, who were judges, rulers, and officials”
4:9	w9xp		rc://*/ta/man/translate/figs-123person	and the rest of their companions, the judges and the rulers, the officials	1	Rehum and Shimshai speak of themselves here in the third person by saying **their companions**. This was normal in their culture. If this is confusing in your language, you can use the first person. Alternate translation: “and our colleagues, who are judges, rulers, and officials”
4:9	ggq4			and the rulers, the officials	1	The difference between these two terms is uncertain. If it would be helpful in your language, you could combine them, as in the UST.
4:9	t8pa		rc://*/ta/man/translate/translate-names	the Persians, the Erechites, the Babylonians, the Susaites (that is, the Elamites	1	These are the names of four people groups and an alternate name by which the last group was known.
4:9	yz8m		rc://*/ta/man/translate/figs-explicit	the Persians, the Erechites, the Babylonians, the Susaites (that is, the Elamites	1	These are apparently the people groups that the officials who wrote the letter belonged to. The writers seem to feel that they can speak on behalf of their entire people groups because they would agree with the concerns that they are expressing about the Jews. You could say this explicitly if it would be helpful to your readers. Alternate translation: “on behalf of the Persians, Erechites, Babylonians, and Susaites (that is, Elamites)”
4:10	k64z			and the rest of the nations whom Ashurbanipal the great and the noble caused to be exiled and caused them to dwell in the cities of Samaria, and the rest of Beyond-the-River	1	This could mean one of two things. (1) It could be referring to two different sets of people groups: (a) **the rest of the nations**, which would be some further groups that, like the four listed in [4:9](../04/09.md), Ashurbanipal exiled to the region of Samaria, and (b) **the rest of Beyond-the-River**, which would be all the other groups that were then living in the province of Beyond-the-River, however they came to live there. This is the reading of ULT. or (2) It could be referring to one set of people groups made up of all the other groups that, like the four listed in [4:9](../04/09.md), Ashurbanipal moved to this area and resettled in the cities of Samaria and in other parts of the province. This is the reading of UST. Either way, the officials writing this letter feel that they can speak on behalf of those other groups in addition to the groups that they belong to personally.
4:10	d6lu		rc://*/ta/man/translate/translate-names	Ashurbanipal	1	**Ashurbanipal** is the name of a man. His name in Aramaic was Osnappar. He was king of Assyria from 668 to 627 B.C.
4:10	pu35		rc://*/ta/man/translate/translate-names	Beyond-the-River	1	**Beyond-the-River** is the name of the province of the Persian Empire that contained the lands of Israel and Judah. It occurs many times throughout the book, and it will be helpful to your readers if you translate it consistently each time.
4:10	s4ki		rc://*/ta/man/translate/grammar-connect-words-phrases	And now	1	The phrase translated **And now** is an Aramaic expression that was used in the letters of this time to introduce the main business of the letter. In [4:11](../04/11.md), [4:17](../04/17.md), and [7:12](../07/12.md), it comes at the beginning of a letter, right after opening conventions such as the names of the sender and recipient and greetings. In [5:17](../05/17.md), it comes near the end of a letter to introduce a request that the writers finally make in light of extensive background information that they provide up to that point. But here it introduces the letter itself after a long preamble that lists the names of the senders and the groups on whose behalf they feel they can speak. If your language has a comparable expression that it uses for this same purpose, you can use that in your translation. If your language would not put such an expression here, then you could leave it out.
4:11	a7sk		rc://*/ta/man/translate/figs-aside	This is a copy of the letter that they sent to him	1	**They** means the men listed in [4:9](../04/09.md). The book is interrupting its quotation after the preamble to make sure that readers know that the text of the letter itself will now follow.
4:11	lny4		rc://*/ta/man/translate/figs-quotemarks	This is a copy of the letter that they sent to him	1	If you used quotation marks or some other punctuation or convention to indicate the beginning of the quotation at the start of [4:9](../04/09.md), you should use the same means to indicate that there is a break in the quotation at the end of [4:10](../04/10.md), and then show that the quotation resumes after this sentence.
4:11	v61f		rc://*/ta/man/translate/translate-names	Artaxerxes	1	**Artaxerxes** is the name of a man. See how you translated it in [4:7](../04/07.md).
4:11	n6mp		rc://*/ta/man/translate/figs-123person	your servants, men of Beyond-the-River	1	Here the officials identify themselves as the senders of this letter, and they refer to themselves in the third person as **your servants** in order to address the king as their superior with humility and respect. Alternate translation: “from your officials in the province of Beyond-the-River”
4:11	uupo		rc://*/ta/man/translate/figs-idiom	your servants, men of Beyond-the-River	1	In this context, **men** means people, so this phrase means people who live in Beyond-the-River province. But together with the preceding phrase, **your servants**, it means specifically those who work for the king there, that is, his royal officials. Alternate translation: “from your officials in the province of Beyond-the-River”
4:11	a2bi		rc://*/ta/man/translate/grammar-connect-words-phrases	and now	1	As in [4:10](../04/10.md), the phrase translated **and now** is an Aramaic expression that introduces the main business of a letter. If your language has a comparable expression that it uses for this same purpose, you can use that in your translation. Otherwise, you do not need to represent this expression.
4:12	bqu1		rc://*/ta/man/translate/figs-123person	let it be known to the king	1	These officials address the king in the third person as a sign of respect. If it would be helpful in your language, you could indicate this respect by using an expression such as “O king.” Alternate translation: “we would like you to know, O king”
4:12	u168		rc://*/ta/man/translate/figs-activepassive	let it be known to the king	1	If it would be helpful in your language, you could say this with an active form, and you could say who is doing the action. Alternate translation: “we would like you to know, O king”
4:12	alqa		rc://*/ta/man/translate/figs-idiom	the Jews who went up from near you	1	Here, as in several instances earlier in the book, **went up** means “traveled from Babylon to Judah,” since that involves going from a river valley up into the mountains. The officials describe Babylon to the king as **near you** because it was relatively much closer to the Persian royal court and more distant from Samaria. Alternate translation: “the Jews who returned to Judah from Babylon”
4:12	tbqv		rc://*/ta/man/translate/figs-go	went up	1	If it is more natural in your language, you could say “came” rather than **went**.
4:12	ns5b			have come to us at Jerusalem	1	Alternate translation: “have settled near us in Jerusalem”
4:12	fu8s		rc://*/ta/man/translate/figs-metonymy	the rebellious and evil city	1	Here the officials are describing the inhabitants of Jerusalem by reference to something associated with them, the **city** where they live. The officials are not saying that the walls and buildings would be rebellious if they were rebuilt. Rather, they are saying that the people who have lived in this city have continually revolted against their foreign rulers. Alternate translation: “that city whose people are constantly rebelling”
4:12	kke9		rc://*/ta/man/translate/figs-doublet	rebellious and evil	1	**Rebellious and evil** mean similar things. The officials use them together to emphasize their certainty that, because the people of Jerusalem are so evil or wicked (in this context meaning rebellious against authority), they would revolt against Artaxerxes if they were able to rebuild and fortify their city. If it would be helpful in your language, you could combine these words into a single expression. Alternate translation: “constantly rebelling”
4:12	jr26		rc://*/ta/man/translate/figs-parallelism	they are completing the walls and repairing the foundations	1	Here, **completing** is a way of saying “building.” Several times in this section of Ezra, the text uses the two words **repairing** and **completing** together to mean “building,” or it uses them as poetic parallels. (For example, “which a great king of Israel built and completed,” [5:11](../05/11.md), and “to build this house and to complete this structure,” [5:3](../05/03.md).) The term **completing** by itself here seems similarly to have the meaning of “building.” **Repairing** here could also mean “digging out.” Either way, this is a reference to preparing foundations so that buildings can be set up on them. So the officials are describing the project of restoring the city by referring to the work on two parallel parts of it, its walls and its buildings. If it would be helpful in your language, you could say this without using a similar figure of speech. Alternate translations: “they are working throughout the city to restore it” or “they are rebuilding the walls and preparing foundations for buildings”
4:13	daq3			Now	1	The word **now** is similar to the expression “and now” in [4:10](../04/10.md) and [4:11](../04/11.md). Here, **now** introduces an important point within the letter. If your language has a comparable expression that it uses for this same purpose, you can use that in your translation.
4:13	vkk4		rc://*/ta/man/translate/figs-123person	let it be known to the king	1	As in [4:12](../04/12.md), the officials address the king here in the third person as a sign of respect. If it would be helpful in your language, you could indicate this respect by using an expression such as “O king.” Alternate translation: “we would like you to know, O king”
4:13	cd84		rc://*/ta/man/translate/figs-activepassive	let it be known to the king	1	If it would be helpful in your language, you could say this with an active form, and you could say who is doing the action. Alternate translation: “we would like you to know, O king”
4:13	wj7f		rc://*/ta/man/translate/figs-parallelism	if that city is built and the walls are completed	1	These two phrases mean similar things. (As noted in [4:12](../04/12.md), **completed** is another way of saying **built** when the terms are paired like this.) Likely for emphasis, the officials say essentially the same thing twice to create an ominous sense of threat. You do not need to repeat both phrases in your translation if that might be confusing for your readers. Alternate translation: “if they are able to rebuild that city” However, there is a slight difference in meaning, and you could also choose to bring that out in your translation. The second phrase is actually stronger and more threatening, because the city walls could prevent Artaxerxes from reasserting his sovereignty by force. Alternate translation: “if they rebuild the city, and especially if they restore its protective walls”
4:13	wj57		rc://*/ta/man/translate/figs-activepassive	if that city is built and the walls are completed	1	If it would be helpful in your language, you could say this with an active form, and you could say who did the action. Alternate translation: “if the Jews are able to rebuild the city and restore its walls”
4:13	x47o		rc://*/ta/man/translate/figs-doublet	they will not give tax, tribute, or custom	1	**Tax**, **tribute**, and **custom** mean similar things. The officials use the three terms together to emphasize that the king could lose all of his income from the Jews living in Jerusalem and the province of Judah. However, there is a slight difference between the three terms. While their exact meaning is uncertain, they may refer to these three kinds of taxes: taxes based on a percentage of income, tribute money that subjects would pay on a per-person basis, and duty that they would pay on articles purchased for use or transported for sale. Alternate translation: “they will no longer pay taxes, tribute, or duty” But if you do not have three different words for different kinds of taxes in your language, you could just use one word, as in the UST. (A doublet can involve the use of more than two words.)
4:13	pgs2		rc://*/ta/man/translate/figs-explicit	and the revenue of the kings will suffer harm	1	The officials are writing to a king who is the sole ruler of his empire, but they may be using the plural **kings** here because previous kings had accumulated much of the royal treasures. The officials may also be suggesting implicitly that not only Artaxerxes, but also his successors, will get no further revenue from the Jews if Jerusalem is rebuilt and fortified. If it would be helpful to your readers, you could say that explicitly. Alternate translation: “and this will reduce the income of kings”
4:14	ye9h		rc://*/ta/man/translate/grammar-connect-words-phrases	Now	1	As in [4:13](../04/13.md), the word **now** is similar to the expression “and now” found in [4:10](../04/10.md) and [4:11](../04/11.md). Here it introduces another important point within the letter. If your language has a comparable expression that it uses for this same purpose, you can use that in your translation.
4:14	m7yw		rc://*/ta/man/translate/figs-idiom	we have eaten the salt of the palace	1	This expression means that these officials are paid from the royal treasury. Alternate translation: “we are paid from the royal treasury”
4:14	y5g9		rc://*/ta/man/translate/figs-explicit	because we have eaten the salt of the palace	1	The implication is that, because these officials are paid from the royal treasury, they feel a loyalty and a sense of obligation to the king. If it would be helpful to your readers, you could say that explicitly. Alternate translation: “because we owe our own livelihoods to you”
4:14	n2c8		rc://*/ta/man/translate/figs-idiom	and it is not appropriate for us to see the nakedness of the king	1	The phrase **to see the nakedness of the king** is an idiom that means “to allow the king to be dishonored.” If your language has a similar idiom you can use that, or translate the plain meaning, as in the UST.
4:14	uggy		rc://*/ta/man/translate/figs-123person	on account of this we have sent and made known to the king	1	The officials continue to address the king in the third person as a sign of respect. If it would be helpful in your language, you could indicate this respect by using an expression such as “O king.” Alternate translation: “and that is why we have written to you, O king, to let you know about this”
4:15	mcvp		rc://*/ta/man/translate/figs-123person	so that he may search	1	Here again the officials are addressing the king in the third person as a sign of respect. They are also making their suggestion very diplomatically so that they do not appear to be telling the king what to do. Alternate translation: “and may we suggest that you search”
4:15	fujm		rc://*/ta/man/translate/figs-idiom	in the book of the records of your fathers	1	Although **book** is singular, this expression actually refers to the collection of documents that Artaxerxes possessed that recorded events and decrees from the reigns of earlier kings. He responds in [4:19](../04/19.md) that he had his court officials search in this collection. Verses [6:1–2](../06/01.md) describe how Darius earlier made a similar search. Alternate translation: “in the royal chronicles” or “in the archives of the previous kings”
4:15	u1i3		rc://*/ta/man/translate/figs-metaphor	in the book of the records of your fathers	1	Here, **fathers** means “predecessors.” This would include some who were direct ancestors of Artaxerxes, including his father Ahasuerus (Xerxes) and grandfather Darius. But it also seems to include the Assyrian and Babylonian kings to whose empires the Persian kings were now the heirs. The revolts of Jerusalem that this search discovered, as reported in [4:19](../04/19.md), were against the Babylonians. Indeed, Artaxerxes says that his officials investigated the matter back to ancient days, presumably back to the times of earlier empires. Alternate translation: “the chronicles of previous kings”
4:15	zvmc		rc://*/ta/man/translate/figs-doublet	And you will discover in the book of the records and learn	1	The words **discover** and **learn** mean similar things. The officials use the two words together to emphasize how certain it is that the chronicles will show that Jerusalem has always been rebellious. If it would be helpful in your language, you could use only one word instead of two. Alternate translation: “The chronicles will certainly confirm for you”
4:15	sa9b		rc://*/ta/man/translate/figs-parallelism	that that city is a rebellious city and one that has caused harm to kings and provinces, and they have made revolt in its midst since the ancient days	1	These two phrases mean similar things. The officials say essentially the same thing twice for emphasis. You do not need to repeat both phrases in your translation if that might be confusing for your readers. Alternate translation: “that the people living in Jerusalem have constantly rebelled against their kings and governors and refused to pay tribute” However, there is a slight difference in meaning. The second phrase intensifies the first phrase, and you could also choose to bring that out in your translation. Alternate translation: “that the people of Jerusalem have rebelled against emperors and governors and refused to pay tribute, long being a center of revolt”
4:15	z1fu		rc://*/ta/man/translate/figs-idiom	and one that has caused harm to	1	In light of the similar expression in [4:13](../04/13.md), “and the revenue of the kings will suffer harm,” this likely means that the people of Jerusalem have refused to pay tribute to foreign emperors. Alternate translation: “and refused to pay tribute to”
4:15	iw58		rc://*/ta/man/translate/figs-metonymy	and provinces	1	Here, **provinces** refers to the rulers of provinces, that is, governors. The officials are describing them by reference to something associated with them, the jurisdictions that they rule. Alternate translation: “and governors”
4:15	au5i		rc://*/ta/man/translate/figs-activepassive	On account of this, that city was destroyed	1	If it would be helpful in your language, you could say this with an active form, and you could say who did the action. Alternate translation: “Because the people of Jerusalem kept rebelling against them, the Babylonians finally came and destroyed that city”
4:16	qw5y		rc://*/ta/man/translate/figs-123person	We are making known to the king	1	These officials address the king in the third person as a sign of respect. If it would be helpful in your language, you could indicate this respect by using an expression such as “O king.” Alternate translation: “We would like you to know, O king”
4:16	cr21			if that city is built and the walls are completed	1	See how you translated this expression in [4:13](../04/13.md). (It may be helpful to review the two notes there that discuss the parallelism and the passive form.)
4:16	n9kz		rc://*/ta/man/translate/figs-explicit	because of this there will be no share for you in Beyond-the-River	1	The implication is that if Jerusalem became a stronghold, not only would its people rebel against Artaxerxes, they would lead all of the surrounding peoples to do the same, and the Persian Empire would lose all of its territories west of the Euphrates. The expression **no share for you** likely also has the implication that the king would receive no further tribute or other revenue from the entire province. Alternate translation: “then those people will lead the entire province of Beyond-the-River to revolt against you and to stop paying tribute.”
4:17	u66e		rc://*/ta/man/translate/translate-names	Rehum, a lord of decree	1	**Rehum** is the name of a man and **a lord of decree** is his title. See how you translated them in [4:8](../04/08.md). Alternate translation: “Rehum, the royal deputy”
4:17	hja4		rc://*/ta/man/translate/translate-names	and Shimshai the scribe	1	**Shimshai** is the name of a man and **scribe** is his title. See how you translated them in [4:8](../04/08.md). Alternate translation: “Shimshai the state secretary”
