Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
2:16	abc0		rc://*/ta/man/translate/figs-metaphor	as one body	1	The church is often pictured as the **body** of Christ, who is its head. Here it is comprised of both Jews and Gentiles.
2:16	bj8x		rc://*/ta/man/translate/figs-metonymy	through the cross	1	Here the **cross** here represents Christ’s death on the cross. Alternate translation: “by means of Christ’s death on the cross”
2:16	lq3m		rc://*/ta/man/translate/figs-metaphor	putting to death the hostility	1	Stopping their **hostility** is spoken of as if he killed their hostility. By dying on the cross, Jesus eliminated the reason for Jews and Gentiles to be hostile toward each other. Neither are now required to live according to the law of Moses. Alternate translation: “stopping them from hating one another”
2:17	vhi8				0	# Connecting Statement:\n\nPaul tells the Ephesians that Gentile believers are also now just as much a part of God’s people as are Jewish believers. The Jewish apostles and prophets are theirs, as is Christ, and they all form a temple for God in the Spirit.
2:17	g1hz			and} proclaimed peace	1	Alternate translation: “and announced the gospel of peace” or “declaring the gospel of peace”
2:17	wdu8		rc://*/ta/man/translate/figs-metaphor	to you, the ones far away	1	Paul pictures the Gentiles (non-Jews), who were not part of God’s people, as though they were physically distant from God.
2:17	a58n		rc://*/ta/man/translate/figs-metaphor	to the ones near	1	Paul pictures the Jews, who were God’s people by birth, as though they were physically close to God.
2:18	qw56		rc://*/ta/man/translate/figs-exclusive	for through him both have access	1	Here, **both** refers to Paul and the believing Jews, and the believing non-Jews.
2:18	abcu		rc://*/ta/man/translate/grammar-connect-logic-result	for	1	The connecting word **for** introduces a reason-result relationship. The reason is that he himself is the one who enabled both Jew and Gentile to come to the Father. The result is that Christ proclaimed peace to both the Jews and the Gentiles. Use a phrase in your language that connects a reason to a result.
2:18	kt1m			in one Spirit	1	All believers, both Jewish and Gentile, are enabled to enter into the presence of God the Father by the same Holy **Spirit**. Alternate translation: “by means of the same Spirit”
2:19	abcy		rc://*/ta/man/translate/grammar-connect-logic-result	So then	1	The connecting phrase **So then** introduces a reason-result relationship. The reason is that Christ gave them access to God through the Spirit. The result is that the Ephesian believers are no longer separated from God. Use a phrase in your language that connects a reason to a result.
2:19	abd1		rc://*/ta/man/translate/figs-doublet	strangers and foreigners	1	The words **strangers** and **foreigners** have very similar meanings and may be combined. Alternate translation: “people who had no relationship to God”
2:19	abd2		rc://*/ta/man/translate/grammar-connect-logic-contrast	Instead	1	The connecting word **Instead** introduces a contrast relationship. The previous separation of the Ephesians from God is in contrast to their current status as citizens of the kingdom of God and members of his household.
2:19	r11r		rc://*/ta/man/translate/figs-metaphor	you are fellow citizens with the saints and {members} of the household of God	1	Paul is again speaking of the spiritual condition of Gentiles after they become believers as he would speak about foreigners becoming **citizens** of a different nation.
2:20	r2je		rc://*/ta/man/translate/figs-metaphor	been built on the foundation	1	Paul speaks of God’s people as if they were a building. Christ is the cornerstone, the apostles are the **foundation**, and the believers are the structure. Alternate translation: “you depend on the teaching”
2:20	fs7j		rc://*/ta/man/translate/figs-activepassive	been built	1	If your language does not use this passive form, you can state this in active form. Alternate translation: “God has built you”
2:21	g8ga		rc://*/ta/man/translate/figs-metaphor	the whole building, being fit together, grows into a holy temple	1	Paul continues to speak of Christ’s family as if it were a **building**. In the same way that a builder fits stones together while building, so Christ is fitting us together. Alternate translation: “all of us, as we grow together, become a holy group that worships God”
2:21	ljt5		rc://*/ta/man/translate/figs-metaphor	in whom & in the Lord	1	These metaphors express the strongest kind of relationship possible between Christ and those who believe in him. Alternate translation: “In Christ … in the Lord Jesus”
2:22	u55j		rc://*/ta/man/translate/figs-metaphor	in whom	1	You can translate this as “in Christ,” which is a metaphor that expresses the strongest kind of relationship possible between Christ and those who believe in him.
2:22	b4c8		rc://*/ta/man/translate/figs-metaphor	you also are being built together into a dwelling place for God in the Spirit	1	This describes how believers are being put together to become a **place** where **God** will permanently live through the power of the Holy **Spirit**. Alternate translation: “you also are being joined to this group where God lives by his Spirit”
2:22	e52h		rc://*/ta/man/translate/figs-activepassive	you also are being built together	1	If your language does not use this passive form, you can state this in active form. Alternate translation: “God is also building you together”
3:intro	gha7				0	# Ephesians 3 General Notes\n\n## Structure and Formatting\n\n### “I pray”\n\nPaul structures part of this chapter as a prayer to God. But Paul is not just talking to God. He is both praying for and instructing the church in Ephesus.\n\n## Religious and Cultural Concepts in This Chapter\n\n### Mystery\n\nPaul refers to the church as a “mystery.” The role of the church in the plans of God was once not known. But God has now revealed it. Part of this mystery involves the Gentiles having equal standing with the Jews in the plans of God.
3:1	w896				0	# Connecting Statement:\n\nTo make clear the hidden truth about the church to believers, Paul refers back to the oneness of Jews and Gentiles and how believers from both groups form part of the one group that worships God, like the stones that form one temple.
3:1	jb9u		rc://*/ta/man/translate/grammar-connect-logic-result	For this reason	1	The connecting phrase **For this reason** introduces a reason-result relationship. The reason is what Paul talked about in Chapter 2, that Christ showed his grace by removing the division between Jews and Gentiles and making them into one group. The result is that Paul prays for the Gentiles. Use a phrase in your language that connects a reason to a result.
3:1	abd6		rc://*/ta/man/translate/figs-explicit	For this reason	1	You may need to make explicit what the reason is. Alternate translation: “Because of God’s grace to you” You may also need to make explicit here what the result is, as in the UST, because Paul does not state the result until 3:14, that he prays for them.
3:1	m9b6			the prisoner of Christ Jesus	1	Alternate translation: “the one who is in prison because I serve Christ Jesus”
3:2	rx7t			the stewardship of the grace of God that was given to me for you	1	Here, **grace** could mean: (1) the gift of the gospel that Paul is bringing to the Gentiles, and you could translate, “the responsibility that God gave me to bring his grace to you.” (2) the gift to Paul of being the steward of the gospel for the Gentiles, and you could translate that as “the responsibility that God graciously gave me for your benefit.”
3:3	dc7x		rc://*/ta/man/translate/figs-activepassive	according to a revelation made known to me	1	If your language does not use this passive form, you can state this in active form. Alternate translation: “according to what God revealed to me”
3:3	qm6m			about which I already wrote in brief	1	Paul refers here to another letter that he had written to these people.
3:5	srn9		rc://*/ta/man/translate/figs-activepassive	which in other generations was not made known to the sons of men	1	If your language does not use this passive form, you can state this in active form. Alternate translation: “God did not make these things known to people in the past”
3:5	eq5u		rc://*/ta/man/translate/figs-activepassive	as it now has been revealed by the Spirit	1	If your language does not use this passive form, you can state this in active form. Alternate translation: “but now the Spirit has revealed it” or “but now the Spirit has made it known”
3:6	pqy3			that the Gentiles are to be fellow heirs & through the gospel	1	This is the hidden truth that Paul began to explain in the previous verse. The **Gentiles** who receive Christ also receive everything that the Jewish believers receive from God.
3:6	y88q			fellow members of the body	1	The church is often referred to as the **body** of Christ.
3:6	wxs4			in Christ Jesus	1	The phrase **in Christ Jesus** and similar expressions are metaphors that frequently occur in the New Testament letters. They express the strongest kind of relationship possible between Christ and those who believe in him.
3:6	i4h7			through the gospel	1	This could mean: (1) because of the **gospel**, the Gentiles are fellow sharers in the promise. (2) because of the **gospel**, the Gentiles are fellow heirs and members of the body and fellow sharers in the promise.
3:8	y97f		rc://*/ta/man/translate/figs-metaphor	unsearchable	1	Paul speaks of everything that Christ offers as something so physically vast that it cannot be fully explored. Alternate translation: “unable to be completely known”
3:8	e96z		rc://*/ta/man/translate/figs-metaphor	riches of Christ	1	Paul speaks of the truth about **Christ** and the blessings he brings as if they were material wealth.
3:9	f2zp		rc://*/ta/man/translate/figs-activepassive	of the mystery that was hidden from the ages in God, the one having created all things	1	If your language does not use this passive form, you can state this in active form. Alternate translation: “of God, who created all things, kept this plan hidden for long ages in the past”
3:10	abd3		rc://*/ta/man/translate/grammar-connect-logic-goal	so that	1	The connecting phrase **so that** introduces a goal relationship. The goal or purpose of God revealing the mystery of the church to Paul is to enable the rulers in the heavenly places to see the wisdom of God.
3:10	q62l		rc://*/ta/man/translate/figs-activepassive	the multifaceted wisdom of God might be made known to the rulers and to the authorities in the heavenly places	1	If your language does not use this passive form, you can state this in active form. Alternate translation: “God may make his great wisdom known to the rulers and authorities in the heavenly places”
3:10	elh2		rc://*/ta/man/translate/figs-doublet	to the rulers and to the authorities	1	The words **rulers** and **authorities** share similar meanings. Paul uses them together to emphasize that every spiritual being will know God’s wisdom. If your language does not have two words for this, you can use one.
3:10	z7vy			in the heavenly places	1	The phrase **heavenly places** refers to the place where God is. See how this is translated in [Ephesians 1:3](../01/03.md). Alternate translation: “in the supernatural world”
3:10	ll77		rc://*/ta/man/translate/figs-metaphor	the multifaceted wisdom of God	1	Paul talks of God’s **wisdom** as though it were an object with many surfaces. Alternate translation: “the complex wisdom of God” or “how extremely wise God is”
3:11	aaz8			according to the eternal purpose	1	Alternate translation: “in keeping with the eternal plan” or “consistent with the eternal plan”
3:12	qfn9				0	# Connecting Statement:\n\nIn the next section, Paul praises God in his sufferings and prays for these Ephesian believers.
3:12	we6c			we have boldness	1	Alternate translation: “we are without fear” or “we have courage”
3:12	ab6c		rc://*/ta/man/translate/figs-hendiadys	boldness and access	1	The two words **boldness** and **access**work together to express one idea: “bold access” or “boldness to enter”
3:12	zx5c		rc://*/ta/man/translate/figs-explicit	access with confidence	1	It may be helpful to state explicitly that this **access** is into God’s presence. Alternate translation: “access into God’s presence with confidence” or “freedom to enter into God’s presence with confidence”
3:12	kri2			confidence	1	Alternate translation: “certainty” or “assurance”
3:13	abd4		rc://*/ta/man/translate/grammar-connect-logic-result	Therefore	1	The connecting word **Therefore** introduces a reason-result relationship. The reason is that the believers have access to Christ with confidence. The result is that the believers will not be discouraged. Use a phrase in your language that connects a reason to a result.
3:13	ciu6		rc://*/ta/man/translate/figs-metonymy	for you, which is your glory	1	Here, **your glory** is a metonym for the salvation and eternal life that the Ephesians will have because of Paul’s work of telling them about Christ, which resulted in his suffering in prison. You can state this as a new sentence. Alternate translation: “for you. They bring you a wonderful benefit” or “for you. They result in your salvation”
3:14	abd5		rc://*/ta/man/translate/grammar-connect-logic-result	For this reason	1	The connecting phrase **For this reason** introduces a reason-result relationship. The reason is that Paul’s sufferings have caused glory for the believers. The result is that Paul prays to the Father. Use a phrase in your language that connects a reason to a result.
3:14	v3gd		rc://*/ta/man/translate/figs-explicit	For this reason	1	You may need to make explicit what the reason is. Alternate translation: “Because God has done all this for you”
3:14	vju2		rc://*/ta/man/translate/figs-synecdoche	I bend my knees to the Father	1	Bent **knees** are a picture of the whole person in an attitude of prayer. Alternate translation: “I bow down in prayer to the Father” or “I humbly pray to the Father”
3:15	c492		rc://*/ta/man/translate/figs-activepassive	from whom every family in heaven and on earth is named	1	The act of naming here probably also represents the act of creating. Alternate translation: “who created and named every family in heaven and on earth”
3:16	abd7		rc://*/ta/man/translate/grammar-connect-logic-goal	so that	1	The connecting phrase **so that** introduces a goal relationship. The goal or purpose of Paul’s prayer is that the Ephesian believers would be strengthened by God in their faith and love.
3:16	z9q5			he would grant you, according to the riches of his glory, to be strengthened with power	1	Alternate translation: “God, because he is so great and powerful, would allow you to become strong with his power”
3:16	rgf5			he would grant	1	Alternate translation: “he would give”
3:17	n87p				0	# Connecting Statement:\n\nPaul continues the prayer he began in [Ephesians 3:14](../03/14.md).
3:17	wg1v			that Christ may live in your hearts through faith, being rooted and grounded in love	1	This is the second item for which Paul prays that God will “grant” the Ephesians “according to the riches of his glory.” The first is that they would “be strengthened” ([Ephesians 3:16](../03/16.md)).
3:17	q6yy		rc://*/ta/man/translate/figs-metaphor	that Christ may live in your hearts through faith	1	Here, **hearts** represent a person’s inner being, and **through** expresses the means by which Christ lives within the believer. Christ lives in the hearts of believers because God graciously allows them to have faith. Alternate translation: “that Christ may live within you because you trust in him”
3:17	g4g1		rc://*/ta/man/translate/figs-metaphor	being rooted and grounded in love	1	Paul speaks of their faith as if it were a tree that has deep roots or a house built on a solid foundation. Alternate translation: “you will be like a firmly rooted tree and a building built on stone”
3:18	abd8		rc://*/ta/man/translate/grammar-connect-logic-result	so that	1	The connecting phrase **so that** introduces a reason-result relationship. The reason is that Christ would live in their hearts. The result is that the Ephesian believers would fully know the love of God and be filled with God’s fullness. Use a phrase in your language that connects a reason to a result.
3:18	bkk6			to comprehend	1	This is the third item for which Paul bends his knees and prays; the first is that God will grant that they be strengthened ([Ephesians 3:16](../03/16.md)) and the second is that Christ may live in their hearts through faith ([Ephesians 3:17](../03/17.md)).
3:18	uu6l			all the saints	1	Alternate translation: “all the believers in Christ”
3:18	ef4s		rc://*/ta/man/translate/figs-metaphor	the width and length and height and depth	1	In this metaphor Paul pictures something that is not physical or measurable as something that is physical but stretches out in all directions and, thus, is very large. This could refer to: (1) the intensity of Christ’s love for us. Alternate translation: “how very much Christ loves us” (2) the greatness of God’s wisdom. Alternate translation: “how very wise God is”
3:18	ef4t		rc://*/ta/man/translate/figs-explicit	the width and length and height and depth	1	It may be necessary to state explicitly what these words refer to. If so, you could combine this with the phrase from the next verse and say: “the width and length and height and depth of, and truly know the love of Christ” or “the width and length and height and depth of the love of Christ, and truly know it”
3:19	rev9			and to know the love of Christ	1	This continues the idea from the previous verse. They both refer to knowing the greatness of the love of Christ. Alternate translation: “that you can know how great Christ’s love for us is”
3:19	px4z			so that you may be filled with all the fullness of God	1	This is the fourth item for which Paul bends his knees and prays ([Ephesians 3:14](../03/14.md)). The first is that they would “be strengthened” ([Ephesians 3:16](../03/16.md)), the second is that “Christ would live in their hearts through faith” ([Ephesians 3:17](../03/17.md)), and the third is that they “could comprehend Christ’s love” ([Ephesians 3:18](../03/18.md)).
3:19	ab4z		rc://*/ta/man/translate/figs-metaphor	so that you may be filled with all the fullness of God	1	In this metaphor Paul pictures the Ephesian believers as containers into which **God** can pour himself. Alternate translation: “so God can give you everything that he has to give you”
3:19	cd4z		rc://*/ta/man/translate/figs-activepassive	so that you may be filled	1	If your language does not use this passive form, you can state this in active form. Alternate translation: “so that God can fill you”
3:19	ef4z		rc://*/ta/man/translate/figs-abstractnouns	with all the fullness of God	1	If your language does not use an abstract noun for the idea behind the word **fullness**, you could express the same idea with a verbal form. Alternate translation: “with everything that God is full of”
3:19	abd9		rc://*/ta/man/translate/grammar-connect-logic-result	so that	1	The connecting phrase **so that** introduces a reason-result relationship. The reason is that the Ephesian believers would know the love of Christ. The result is that they would be filled with the fulness of God. Use a phrase in your language that connects a reason to a result.
3:20	jk5c		rc://*/ta/man/translate/figs-exclusive		0	# General Information:\n\nThe words “we” and “us” in this book continue to include Paul and all believers.
3:20	m7gi				0	# Connecting Statement:\n\nPaul concludes his prayer with a blessing.
3:20	zxj3			And to the one	1	Alternate translation: “Now to God, who”
3:20	zxt3			to do exceedingly abundantly above all that we ask or think	1	Alternate translation: “to do much more than all that we ask or think” or “to do things that are much greater than anything that we ask him for or think about”
3:21	ab12		rc://*/ta/man/translate/figs-abstractnouns	to him {be} the glory in the church	1	If your language does not use an abstract noun for the idea behind the word **glory**, you could express the same idea with a verbal form. Alternate translation: “may God’s people glorify him” or “may God’s people praise him for how great he is” See the UST.
4:intro	ang8				0	# Ephesians 4 General Notes\n\n## Structure and Formatting\n\nSome translations set each line of poetry farther to the right than the rest of the text to make it easier to read. The ULT does this with verse 8, which is quoted from the Old Testament.\n\n## Religious and Cultural Concepts in This Chapter\n\n### Spiritual gifts\n\nSpiritual gifts are specific supernatural abilities that the Holy Spirit gives to Christians after they come to believe in Jesus. These spiritual gifts were foundational to developing the church. Paul lists here only some of the spiritual gifts. (See: [[rc://*/tw/dict/bible/kt/faith]])\n\n### Unity\n\nPaul considers it very important that the church is united. This is a major theme of this chapter.\n\n## Translation Issues in This Chapter\n\n### Old man and new man\n\nThe term “old man” probably refers to the sinful nature with which a person is born. The “new man” is the new nature or new life that God gives a person after they come to believe in Christ.
4:1	sb64				0	# Connecting Statement:\n\nBecause of what Paul has been writing to the Ephesians, he tells them how they should live their lives as believers and again emphasizes that believers are to agree with each other.
4:1	abda		rc://*/ta/man/translate/grammar-connect-logic-result	Therefore	1	The connecting word **Therefore** introduces a reason-result relationship. The reason is that God will be glorified in the church for all generations. The result is that believers should walk in a way that is worthy of the Lord. Use a phrase in your language that connects a reason to a result.
4:1	uss5			the prisoner for the Lord	1	Alternate translation: “someone who is in prison because he serves the Lord”
4:1	zxr1		rc://*/ta/man/translate/figs-metaphor	to walk worthily of the calling	1	The phrase **to walk** is a common way to express the idea of living one’s life.
4:1	abc5			of the calling by which you were called	1	Here, **the calling** refers to the fact that God chose them to be his people. Alternate translation: “because God chose you to be his people”
4:2	zs6s		rc://*/ta/man/translate/figs-abstractnouns	with all humility and gentleness	1	If your language does not use an abstract noun for the idea behind the words **humility**, **gentleness**, and **patience**, you could express the same ideas with verbal forms. Alternate translation: “to learn to be humble, gentle, and patient”
4:3	pi5c		rc://*/ta/man/translate/figs-metaphor	to keep the unity of the Spirit in the bond of peace	1	Here Paul speaks of **peace** as if it were a **bond** that ties people together. This is a metaphor for being united with other people by living peacefully with them. Alternate translation: “to live peacefully with one another and remain united as the Spirit made possible”
4:3	ab5c		rc://*/ta/man/translate/figs-abstractnouns	to keep the unity of the Spirit in the bond of peace	1	If your language does not use an abstract noun for the idea behind the words **unity** and **peace**, you could express the same ideas with verbal forms. Alternate translation: “to live peacefully with one another and remain united as the Spirit made possible”
4:4	x5kv			There is} one body	1	The church is often referred to as the **body** of Christ.
4:4	y6ep			one Spirit	1	Alternate translation: “only one Holy Spirit”
4:4	b9mr		rc://*/ta/man/translate/figs-activepassive	you were called in one hope of your calling	1	If your language does not use this passive form, you can state this in active form. Alternate translation: “God called you to have one confident hope in your calling” or “there is one thing that God also chose you to be confident in and expect him to do”
4:6	bz5i			Father of all, & over all & through all & in all	1	The word **all** here means “everything.”
4:7	pp9t				0	# General Information:\n\nThe quote here is from a song that King David wrote.
4:7	i4za				0	# Connecting Statement:\n\nPaul reminds believers of the gifts that Christ gives believers to use in the church, which is the whole body of believers.
4:7	u2bw		rc://*/ta/man/translate/figs-activepassive	to each one of us this grace has been given	1	If your language does not use this passive form, you can state this in active form. Alternate translation: “God has given grace to each one of us” or “God gave a gift to each believer”
4:7	abbw		rc://*/ta/man/translate/figs-abstractnouns	to each one of us this grace has been given	1	If your language does not use an abstract noun for the idea behind the word **grace**, you could express the same idea with a verbal form. Alternate translation: “God has given a gift to each believer”
4:8	abdb		rc://*/ta/man/translate/grammar-connect-logic-result	Therefore	1	The connecting word **Therefore** introduces a reason-result relationship. The reason is that every believer has been given a spiritual gift. The result is that the Scripture says Jesus gave gifts to men. Use a phrase in your language that connects a reason to a result.
4:8	wj8t			Having ascended to the heights	1	Alternate translation: “When Christ went up into heaven”
4:9	e5at			He ascended	1	Alternate translation: “Christ went up”
4:9	zu81			he also descended	1	Alternate translation: “Christ also came down”
4:9	eq56			into the lower regions of the earth	1	This could refer to: (1) the **lower regions** as a part of the **earth**. (2) **the lower regions** as another way of referring to the **earth** itself. Alternate translation: “into the lower regions, the earth”
4:10	w6t5			so that he might fill all things	1	Alternate translation: “so that he might be working powerfully everywhere”
4:10	b5ig			he might fill	1	Alternate translation: “he might complete” or “he might satisfy”
4:11	y9ow		rc://*/ta/man/translate/figs-explicit	pastors	1	The word translated as **pastors** here is the the same word that is translated as “shepherds” elsewhere in the ULT. It is the plural form of the word used by Jesus to refer to himself in John 10:10 where he says that he is the “good Shepherd.” The idea here is that in a similar way to how a shepherd feeds, protects, and watches over the well-being of his flock, so pastors feed (with spiritual food) and watch over and protect the spiritual well-being of those within their church. If it would help your readers, you could indicate explicitly the meaning of the word “pastors.” Alternate translation: “spiritual shepherds” or “shepherding Christian leaders”
4:12	jx12			for the equipping of the saints	1	Alternate translation: “to prepare the people whom he has set apart” or “to provide the believers with what they need”
4:12	y9gd			for the work of serving	1	Alternate translation: “so that they can serve others”
4:12	n33m		rc://*/ta/man/translate/figs-metaphor	for building up of the body of Christ	1	Paul is speaking of people who grow spiritually as if they were doing exercises to increase the strength of their physical bodies.
4:12	pdh4			building up	1	Alternate translation: “the improvement”
4:12	x5gd			of the body of Christ	1	The **body of Christ** refers to all of the members of Christ’s Church.
4:13	w1ik			we all reach to the unity of the faith and the knowledge of the Son of God	1	The believers need to know Jesus as the **Son of God** if they are to be united in **faith** and mature as believers.
4:13	er6a		rc://*/ta/man/translate/figs-abstractnouns	we all reach to the unity of the faith	1	If your language does not use an abstract noun for the idea behind the word **unity**, you could express the same idea with a verbal form. Alternate translation: “we all become equally strong in faith” or “we all become united together in faith”
4:13	ab6a		rc://*/ta/man/translate/figs-abstractnouns	we all reach to the unity of the faith	1	If your language does not use an abstract noun for the idea behind the word **faith**, you could express the same idea with a verbal form. Alternate translation: “become united together as believers”
4:13	cd6a		rc://*/ta/man/translate/figs-abstractnouns	the knowledge of the Son of God	1	If your language does not use an abstract noun for the idea behind the word **knowledge**, you could express the same idea with a verbal form. Alternate translation: “all know well the Son of God”
4:13	x7k3		rc://*/ta/man/translate/guidelines-sonofgodprinciples	of the Son of God	1	**Son of God** is an important title for Jesus.
4:13	m3rt			to a mature man	1	Alternate translation: “to a mature believer”
4:13	gv6m			mature	1	Alternate translation: “fully developed” or “grown up” or “complete”
4:14	abdc		rc://*/ta/man/translate/grammar-connect-logic-goal	so that	1	The connecting phrase **so that** introduces a goal relationship. The goal or purpose of gifted people in the church is to bring all the believers to spiritual maturity.
4:14	xgi4		rc://*/ta/man/translate/figs-metaphor	we may no longer be children	1	Paul refers to believers who have not grown spiritually as if they were **children** who have had very little experience in life. Alternate translation: “we may no longer be like children”
4:14	ndj2		rc://*/ta/man/translate/figs-metaphor	tossed back and forth by the waves and carried away by every wind of teaching	1	Paul speaks of a believer who has not become mature and follows various wrong teachings as if that believer were a boat and the teachings were the **wind** and **waves** that move the boat in different directions on the water. See the UST.
4:14	r3bj		rc://*/ta/man/translate/figs-abstractnouns	through the trickery of men in cleverness for deceitful scheming	1	If your language does not use an abstract noun for the idea behind the words **trickery**, **cleverness**, and **scheming**, you could express the same ideas with verbal forms. Alternate translation: “by crafty people who trick believers with clever lies”
4:15	abdd		rc://*/ta/man/translate/grammar-connect-logic-contrast	Instead	1	The connecting word **Instead** introduces a contrast relationship. Following every changing teaching is in contrast to becoming mature in Christ and building up his body. Use a word in your language that indicates contrast.
4:15	ab88		rc://*/ta/man/translate/figs-abstractnouns	speaking truth	1	If your language does not use an abstract noun for the idea behind the word **truth**, you could express the same idea with a verbal form. Alternate translation: “speaking truthfully”
4:15	i2ff		rc://*/ta/man/translate/figs-abstractnouns	in love	1	If your language does not use an abstract noun for the idea behind the word **love**, you could express the same idea with a verbal form. Alternate translation: “as the members love one another”
4:15	zw32		rc://*/ta/man/translate/figs-metaphor	into him who is the head	1	Paul uses a metaphor of the human body to describe how Christ causes believers to work together in harmony as the **head** of a body causes the body parts to work together to grow in a healthy way. See the UST.
4:16	ll7f		rc://*/ta/man/translate/figs-metaphor	from whom the whole body, & causes the growth of the body	1	Paul continues the metaphor of the believers as a human **body** with Christ as the head to describe how Christ causes believers to work together in harmony as the head of a body causes the body parts to work together to grow in a healthy way. See the UST.
4:16	ab7f		rc://*/ta/man/translate/grammar-connect-logic-goal	for building up itself in love	1	The word **for** indicates a purpose clause. The purpose of all of the believers working together in harmony, as the members of a human body do, is so that all believers will grow in our ability to love each other and to love God. Use a word in your language that marks this as a purpose clause.
4:16	abff		rc://*/ta/man/translate/figs-abstractnouns	in love	1	If your language does not use an abstract noun for the idea behind the word **love**, you could express the same idea with a verbal form. Alternate translation: “as the members love one another” or “to be able to love each other more”
4:16	l5r6		rc://*/ta/man/translate/figs-metaphor	by every supporting ligament	1	Paul continues the metaphor comparing the believers to a human body. A **ligament** is a strong band that connects bones or holds organs in place in the body. Just as the body is held together by strong ligaments, so the believers are held together by love that grows stronger as the body parts grow and work together. See the UST.
4:17	n5cy				0	# Connecting Statement:\n\nPaul tells them what they should no longer do now that they, as believers, are sealed by the Holy Spirit of God.
4:17	abde		rc://*/ta/man/translate/grammar-connect-logic-result	Therefore	1	The connecting word **Therefore** introduces a reason-result relationship. The reason is that Christ wants every believer to become spiritually mature and to serve the other believers. The result is that the Ephesian believers should no longer act as the Gentiles act. Use a phrase in your language that connects a reason to a result.
4:17	ksr8			Therefore, I say this and strongly urge	1	Alternate translation: “Because of what I have just said, I will now say something more in order to strongly encourage”
4:17	abr8			in the Lord	1	This could be: (1) referring to the authority of the Lord. (2) stating that we all belong to the Lord.
4:17	wcx2		rc://*/ta/man/translate/figs-metaphor	you & to walk no longer as the Gentiles also walk, in futility of their minds	1	Paul commonly uses this metaphor that compares walking to living one’s life. Alternate translation: “you … to stop living like the Gentiles with their worthless thoughts”
4:18	lab7		rc://*/ta/man/translate/figs-metaphor	They have been darkened in their understanding	1	This metaphor compares wrong thinking with darkness. Alternate translation: “they no longer think or reason clearly” or “they are not able to understand”
4:18	abci		rc://*/ta/man/translate/figs-activepassive	They have been darkened in their understanding	1	If your language does not use this passive form, you can state this in active form. Alternate translation: “Their way of thinking has become dark” or “They no longer think or reason clearly” or “They are not able to understand”
4:18	w69u		rc://*/ta/man/translate/figs-activepassive	alienated from the life of God because of the ignorance that is in them	1	If your language does not use this passive form, you can state this in active form. Alternate translation: “because they do not know God, they cannot live the way that God wants his people to live” or “they have cut themselves off from the life of God by their ignorance”
4:18	w235			alienated	1	Alternate translation: “cut off” or “separated”
4:18	s1uz			ignorance	1	Alternate translation: “lack of knowledge” or “lack of information”
4:18	k8qv		rc://*/ta/man/translate/figs-metaphor	because of the hardness of their hearts	1	The phrase **hardness of their hearts** is a metaphor that means “stubbornness.” Alternate translation: “because they are stubborn” or “because they refuse to listen to God”
4:18	abdf		rc://*/ta/man/translate/grammar-connect-logic-result	because of	1	The connecting word **because** introduces a reason-result relationship. The first reason is that they are ignorant of him. The result is that the Gentiles are separated from God. Use a phrase in your language that connects a reason to a result.
4:18	abdg		rc://*/ta/man/translate/grammar-connect-logic-result	because of	2	The connecting word **because** introduces a reason-result relationship. The second reason is that their hearts are hardened. The result is that Gentiles are separated from God. Use a phrase in your language that connects a reason to a result.
4:19	ldy8		rc://*/ta/man/translate/figs-metaphor	handed themselves over to sensuality	1	Paul speaks of these people as if they were objects that they themselves were giving to other people, and he speaks of the way that they want to satisfy their physical desires as if the desires were the person to whom they give themselves. Alternate translation: “have given in to every physical desire” or “only want to satisfy their physical desires”
4:20	e5vk			But you did not thus learn about Christ	1	The word **thus** refers to the way that the Gentiles live, as described in [Ephesians 4:17–19](../04/17.md). This emphasizes that what the believers learned from Christ was the opposite of that. Alternate translation: “But what you learned about the ways of Christ was not like that”
4:20	abdh		rc://*/ta/man/translate/grammar-connect-logic-contrast	But	1	The connecting word **But** introduces a contrast relationship. The sinful way the Gentiles live is in contrast to the way that Paul taught the Ephesians to live according to the truth of Jesus. Use a connecting word in your language that marks a contrast here
4:21	hy7r		rc://*/ta/man/translate/figs-irony	if indeed you have heard about him and were taught in him	1	Paul knows that the people to whom he is writing have **heard** and been **taught** these things. He is using irony as a form of rebuke—if they are doing things contrary to the way of Christ, they know better than that and need to stop. See the UST.
4:21	b3pn		rc://*/ta/man/translate/figs-activepassive	were taught in him	1	If your language does not use this passive form, you can state this in active form. This could mean: (1) they received instruction in his ways. (2) Jesus’ people have taught them.
4:21	gdz6			as the truth is in Jesus	1	See the UST. Alternate translation: “as Jesus teaches us the true way to live” or “as everything about Jesus is true”
4:22	h1ha		rc://*/ta/man/translate/figs-metaphor	You are to put aside {what} belongs to your former manner of life	1	Paul is speaking of moral qualities as if they were pieces of clothing. Alternate translation: “You must stop living according to your former manner of life”
4:22	j7n7		rc://*/ta/man/translate/figs-metaphor	You are to put aside {what} belongs to your former manner of life, the old man	1	Paul is speaking of a way of living as if it were a person. Alternate translation: “You must stop doing the things that your former self did” or “Stop doing the things that you used to do”
4:22	d3j6		rc://*/ta/man/translate/figs-metaphor	the old man	1	The **old man** refers to the “old nature” or “former self,” the way that the person was before the person became a believer in Christ
