Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
3:1	abh8		rc://*/ta/man/translate/translate-names	בֶּֽן־הַמְּדָ֛תָא הָ⁠אֲגָגִ֖י	the son of Hammedatha, the Agagite	1	These are the names of Haman’s father and Haman’s people group.
3:1	abh9		rc://*/ta/man/translate/figs-explicit	גִּדַּל֩ & אֲחַשְׁוֵר֜וֹשׁ אֶת־הָמָ֧ן	Ahasuerus made Haman, & great	1	This means that Ahasuerus **promoted** Haman. It’s implied in the story that Haman was already one of Ahasuerus’s officials, but that he was now being promoted to a higher position. You could say that explicitly.
3:1	abi0		rc://*/ta/man/translate/figs-doublet	וַֽ⁠יְנַשְּׂאֵ֑⁠הוּ וַ⁠יָּ֨שֶׂם֙ אֶת־כִּסְא֔⁠וֹ מֵ⁠עַ֕ל כָּל־הַ⁠שָּׂרִ֖ים	And he lifted him up and placed his seat of authority from over all the officials	1	These two phrases mean the same thing. They are used together to emphasize that the king was making Haman very powerful. You could combine them and say something like, “the king gave Haman a very high position that was over all of his other officials.”
3:1	pl9i		rc://*/ta/man/translate/figs-metaphor	וַֽ⁠יְנַשְּׂאֵ֑⁠הוּ	And he lifted him up	1	Here, **lifting** is a metaphor meaning to advance or promote a person to a higher, more important position than they held previously. Alternate translation: “he gave him a more important position”
3:1	ptm4		rc://*/ta/man/translate/figs-idiom	כִּסְא֔⁠וֹ	his seat of authority	1	Here, **seat of authority** means Haman’s position or status in the Persian government.
3:1	abi1		rc://*/ta/man/translate/figs-abstractnouns	כִּסְא֔⁠וֹ	his seat of authority	1	If your language does not use an abstract noun for the idea behind the word **authority**, you can express the same idea with a concrete noun for this whole phrase. For example, you can say, “his position.”
3:1	abi2			מֵ⁠עַ֕ל כָּל־הַ⁠שָּׂרִ֖ים אֲשֶׁ֥ר אִתּֽ⁠וֹ	from over all the officials who were with him	1	**Him** in this phrase may refer to the king. You could say that “the king promoted him above his other officials” or “gave him more authority than all of his other officials” or that “Haman became more important than all of his other officials.”
3:2	abi3		rc://*/ta/man/translate/figs-metonymy	וְ⁠כָל־עַבְדֵ֨י הַ⁠מֶּ֜לֶךְ אֲשֶׁר־בְּ⁠שַׁ֣עַר הַ⁠מֶּ֗לֶךְ	And all the servants of the king who were at the gate of the king	1	Here, the **gate of the king**, probably the entrance to the citadel, may represent the citadel itself, the place where these people served the king. The citadel, in turn, would represent everyone who served the king. So you could say just “all the king’s other servants.” However, this may also be a reference to the specific group of officials who were stationed at the gate, the way Mordecai was. Alternate translation: “the royal officials who were stationed at the palace gate”
3:2	abi4		rc://*/ta/man/translate/figs-explicit	וְ⁠כָל־עַבְדֵ֨י הַ⁠מֶּ֜לֶךְ & כֹּרְעִ֤ים וּ⁠מִֽשְׁתַּחֲוִים֙ לְ⁠הָמָ֔ן	And all the servants of the king & were bowing down and prostrating themselves to Haman	1	The servants were required to do this as a way of honoring him whenever Haman walked by. If it would be helpful in your language, you could say this explicitly, as in the UST.
3:2	e25k		rc://*/ta/man/translate/translate-symaction	כֹּרְעִ֤ים וּ⁠מִֽשְׁתַּחֲוִים֙	were bowing down and prostrating themselves	1	This means that the other officials humbled themselves and lay flat on the ground before Haman. These actions represented recognition and respect for the very high position that the king had given him in the Persian government.
3:2	abi5		rc://*/ta/man/translate/figs-doublet	כֹּרְעִ֤ים וּ⁠מִֽשְׁתַּחֲוִים֙	were bowing down and prostrating themselves	1	These two phrases mean basically the same thing. The repetition is used to emphasize that the officials knew how important it was to obey the king’s command and honor Haman in this way. You could combine them as UST does and say something like “bow down all the way to the ground.” Alternate translation: “bowing and lying down on the ground”
3:2	fg8v			וּ⁠מִֽשְׁתַּחֲוִים֙	and prostrating themselves	1	This means bowing down all the way to the ground.
3:2	jd99		rc://*/ta/man/translate/grammar-connect-logic-result	כִּי־כֵ֖ן צִוָּה־ל֣⁠וֹ	for thus & had commanded concerning him	1	If it would be helpful in your language, you could put this information first in the verse because it explains the reason why all the other officials were bowing to Haman. See the UST.
3:2	abi6		rc://*/ta/man/translate/figs-explicit	כִּי־כֵ֖ן צִוָּה־ל֣⁠וֹ	for thus & had commanded concerning him	1	The king did this as a sign of Haman’s new position. You can state this here or in a separate sentence, as in the UST. Alternate translation: “the king had commanded them to do this in order to show that he had given Haman such a high position”
3:2	abi7		rc://*/ta/man/translate/figs-parallelism	וּ⁠מָ֨רְדֳּכַ֔י לֹ֥א יִכְרַ֖ע וְ⁠לֹ֥א יִֽשְׁתַּחֲוֶֽה	But Mordecai would neither bow down nor would he prostrate himself	1	These two phrases mean basically the same thing. The repetition is used to emphasize how serious an offense this was against the king’s command and how much determination it took for Mordecai to remain standing. You could combine these phrases as UST does and say, “But Mordecai refused to bow down to Haman.” Alternate translation: “Mordecai did not bow down or lie on the ground”
3:2	abi8		rc://*/ta/man/translate/figs-explicit	וּ⁠מָ֨רְדֳּכַ֔י לֹ֥א יִכְרַ֖ע וְ⁠לֹ֥א יִֽשְׁתַּחֲוֶֽה	But Mordecai would neither bow down nor would he prostrate himself	1	It appears that as a Jew, Mordecai considered it wrong to worship anyone other than Yahweh, and that he believed he would be worshiping Haman if he bowed down low to the ground to honor him. So, on religious grounds, Mordecai refused to bow down. If it would be helpful in your language, you could say this explicitly.
3:3	abi9			עַבְדֵ֥י הַ⁠מֶּ֛לֶךְ אֲשֶׁר־בְּ⁠שַׁ֥עַר הַ⁠מֶּ֖לֶךְ	the servants of the king who were at the gate of the king	1	See how you translated this expression at the beginning of [3:2](../03/02.md).
3:3	abj0		rc://*/ta/man/translate/figs-explicit	וַ⁠יֹּ֨אמְר֜וּ & לְ⁠מָרְדֳּכָ֑י	And & said to Mordecai	1	They spoke to Mordecai because they saw that he did not bow down. If it would be helpful in your language, you could say this explicitly. You could say, for example, “The other officials saw that, and they asked Mordecai.”
3:3	abj1			מַדּ֨וּעַ֙ אַתָּ֣ה עוֹבֵ֔ר אֵ֖ת מִצְוַ֥ת הַ⁠מֶּֽלֶךְ	Why are you trespassing the command of the king	1	Alternative translation: “why are you disobeying the king’s command” or “why are you not obeying what the king commanded”
3:4	jd3r		rc://*/ta/man/translate/figs-explicit	ב⁠אמר⁠ם אֵלָי⁠ו֙	when they spoke to him	1	This means that they spoke to him about not bowing down. Specifically, they warned him that he would be severely punished if he kept disobeying the king and not honoring his highest official. If it would be helpful in your language, you could say that explicitly.
3:4	jd1r		rc://*/ta/man/translate/figs-idiom	י֣וֹם וָ⁠י֔וֹם	day after day	1	This expression means “every day.”
3:4	abj2		rc://*/ta/man/translate/figs-idiom	וַ⁠יְהִ֗י ב⁠אמר⁠ם אֵלָי⁠ו֙ & וְ⁠לֹ֥א שָׁמַ֖ע אֲלֵי⁠הֶ֑ם	And it happened that, when they spoke to him & he did not listen to them	1	Here, **he did not listen** means he did not heed their warning or he did not do what they said. Mordecai heard them, but he did not do what they advised him to do. This means that even though the other officials questioned him and probably warned him, he still refused to bow down.
3:4	uek4		rc://*/ta/man/translate/figs-idiom	וַ⁠יַּגִּ֣ידוּ לְ⁠הָמָ֗ן לִ⁠רְאוֹת֙ הֲ⁠יַֽעַמְדוּ֙ דִּבְרֵ֣י מָרְדֳּכַ֔י	So they told Haman to see if the words of Mordecai would stand	1	In this context, **standing** means to survive a challenge, and **words** means the reasons that Mordecai gave for his actions. This phrase means that the other officials told Haman about it to see if he would tolerate it.
3:4	abj3		rc://*/ta/man/translate/grammar-connect-logic-result	כִּֽי־הִגִּ֥יד לָ⁠הֶ֖ם אֲשֶׁר־ה֥וּא יְהוּדִֽי	for he had told them that he was a Jew	1	This is the answer that Mordecai gave the other officials when they asked him why he refused to bow down to Haman. If it would be helpful in your language, you could put it first in the verse because it explains everything that happens afterwards. Alternate translation: “Mordecai told them that he was a Jew, and that Jews would bow down only to God”
3:4	abj4		rc://*/ta/man/translate/figs-explicit	כִּֽי־הִגִּ֥יד לָ⁠הֶ֖ם אֲשֶׁר־ה֥וּא יְהוּדִֽי	for he had told them that he was a Jew	1	Mordecai’s explanation would have included the fact that Jews would only worship Yahweh. If it would be helpful in your language, you could say that explicitly.
3:5	abj5		rc://*/ta/man/translate/figs-metaphor	וַ⁠יַּ֣רְא הָמָ֔ן	And Haman saw	1	Here, **seeing** means knowledge, notice, attention, or judgment. This phrase means that Haman learned about this.
3:5	njt5		rc://*/ta/man/translate/figs-parallelism	אֵ֣ין מָרְדֳּכַ֔י כֹּרֵ֥עַ וּ⁠מִֽשְׁתַּחֲוֶ֖ה ל֑⁠וֹ	Mordecai would neither bow down nor prostrate himself to him	1	These two phrases mean basically the same thing. The repetition is used to emphasize how serious an offense this was. You could combine them as UST does and say, “Mordecai was refusing to bow down to him.” Alternate translation: “Mordecai would not bow down or lie on the ground”
3:5	wk8p		rc://*/ta/man/translate/figs-metaphor	וַ⁠יִּמָּלֵ֥א הָמָ֖ן חֵמָֽה	And Haman was filled with rage	1	Here, **Haman’s rage** is spoken of as something that could fill him up. You could say that he was furious or extremely angry.
3:6	k5h9		rc://*/ta/man/translate/figs-activepassive	וַ⁠יִּ֣בֶז בְּ⁠עֵינָ֗י⁠ו	And it was despised in his eyes	1	You can say this with an active form, and you can say who did the action. Alternate translation: “Haman considered that it was not enough”
3:6	abj6		rc://*/ta/man/translate/figs-explicit	וַ⁠יִּ֣בֶז בְּ⁠עֵינָ֗י⁠ו	And it was despised in his eyes	1	Haman probably decided to go to such extremes because he was so angry. If it would be helpful in your language, you could say that explicitly.
3:6	abj7			וַ⁠יִּ֣בֶז	And it was despised	1	**Despise** in this context means not to hate but to think little of or think something is too small. This expression means that Haman decided it would not be enough just to kill Mordecai alone.
3:6	jd9r		rc://*/ta/man/translate/figs-metaphor	בְּ⁠עֵינָ֗י⁠ו	in his eyes	1	Here, **eyes** stand for “seeing,” and in this case “seeing” means judgment. This phrase means in Haman’s judgment. Alternate translation: “as he saw it”
3:6	abj8			לִ⁠שְׁלֹ֤ח יָד֙ בְּ⁠מָרְדֳּכַ֣י לְ⁠בַדּ֔⁠וֹ	to stretch out a hand against Mordecai alone	1	Alternate translation: “he rejected the idea of killing only Mordecai” or “he decided to kill more than just Mordecai” or “he decided that it would not be enough to get rid of only Mordecai”
3:6	j11r		rc://*/ta/man/translate/figs-idiom	לִ⁠שְׁלֹ֤ח יָד֙	to stretch out a hand	1	As in [2:21](../02/21.md), the expression **to stretch out a hand** means to cause someone physical harm with the intention of killing them.
3:6	abj9			כִּֽי־הִגִּ֥ידוּ ל֖⁠וֹ אֶת־עַ֣ם מָרְדֳּכָ֑י	for they had told him the people of Mordecai	1	**They** means the other royal officials. **Him** refers to Haman. **The people of Mordecai** means the Jews. Mordecai had told these officials that he would not bow down to Haman because Jews worshiped only God. So this means that the other officials had told Haman that Mordecai was not bowing down to him because he was a Jew.
3:6	hue9		rc://*/ta/man/translate/figs-metaphor	וַ⁠יְבַקֵּ֣שׁ הָמָ֗ן לְ⁠הַשְׁמִ֧יד	And Haman sought to annihilate	1	Here, **seeking** means trying to do something. In this context, it means that Haman decided that he would try to kill all the Jews.
3:6	abk0			בְּ⁠כָל־מַלְכ֥וּת אֲחַשְׁוֵר֖וֹשׁ	of & were in all the kingdom & Ahasuerus	1	This means in the entire empire that King Ahasuerus ruled.
3:6	abk1		rc://*/ta/man/translate/figs-doublet	הַ⁠יְּהוּדִ֛ים & עַ֥ם מָרְדֳּכָֽי	the Jews, the people & Mordecai, & of	1	These two phrases refer to the same group of people. The repetition emphasizes how great the threat was to their existence. You could combine them as UST does and say something like “all of the Jews.” Alternate translation: “Mordecai’s people, the Jews”
3:7	zl12		rc://*/ta/man/translate/translate-ordinal	בַּ⁠חֹ֤דֶשׁ הָ⁠רִאשׁוֹן֙	In the first month	1	Alternate translation: “In month one”
3:7	wyv6		rc://*/ta/man/translate/translate-hebrewmonths	הוּא־חֹ֣דֶשׁ נִיסָ֔ן	which is the month of Nisan	1	**Nisan** is the name of the first month of the Hebrew calendar.
3:7	abk2		rc://*/ta/man/translate/translate-unknown	חֹ֣דֶשׁ נִיסָ֔ן	the month of Nisan	1	As in [2:16](../02/16.md), you could convert the Hebrew month into an approximate time on the calendar that your culture uses. However, the Jews used a lunar calendar, so if you use a solar calendar, the dates will be different every year and the translation will not be quite accurate. So you may just want to give the Hebrew month.
3:7	tw99		rc://*/ta/man/translate/translate-ordinal	בִּ⁠שְׁנַת֙ שְׁתֵּ֣ים עֶשְׂרֵ֔ה לַ⁠מֶּ֖לֶךְ אֲחַשְׁוֵר֑וֹשׁ	in year 12 of the king Ahasuerus	1	Alternate translations: “during the twelfth year of the reign of Ahasuerus as king of Persia” or “when King Ahasuerus had reigned for about twelve years”
3:7	g4lt		rc://*/ta/man/translate/translate-names	הִפִּ֣יל פּוּר֩ ה֨וּא הַ⁠גּוֹרָ֜ל	a Pur (which is “the lot”) was cast	1	The storyteller is giving both the Persian and the Hebrew name because this is the story behind the Festival of Purim, which takes its name from “Pur.” So this is not repetition for emphasis. You can put in the Persian name and the word for “lot” in your own language to show that the storyteller is doing this.
3:7	abk3		rc://*/ta/man/translate/translate-unknown	הַ⁠גּוֹרָ֜ל	the lot	1	A **lot** was an object with different markings on various sides that was used, most likely by dropping it on the ground, to select a specific time for doing something. The belief was that God or the gods would control which way the object fell, thus guiding the selection process and granting favor to the action if it were done on the date chosen.
3:7	abk4		rc://*/ta/man/translate/figs-activepassive	הִפִּ֣יל פּוּר֩	a Pur (& was cast	1	You can say this with an active form, and you can say who did the action. You can say, for example, “Haman had his servants cast a Pur.”
3:7	abk5		rc://*/ta/man/translate/grammar-connect-logic-result	הִפִּ֣יל פּוּר֩	a Pur (& was cast	1	If it would be helpful in your language, you could put this information first because it explains the rest of what happens in this verse.
3:7	j13r		rc://*/ta/man/translate/figs-metonymy	לִ⁠פְנֵ֣י הָמָ֗ן	before the face of Haman	1	Here, **face** represents the presence of a person. In this context, the phrase means that Haman was physically present when the lot was cast. Alternate translation: “as Haman watched”
3:7	j15r			מִ⁠יּ֧וֹם ׀ לְ⁠י֛וֹם וּ⁠מֵ⁠חֹ֛דֶשׁ לְ⁠חֹ֥דֶשׁ	from day to day and from month to month	1	This expression means that the lot was cast to select a particular day of the month and a particular month of the year.
3:7	j17r		rc://*/ta/man/translate/figs-explicit	מִ⁠יּ֧וֹם ׀ לְ⁠י֛וֹם וּ⁠מֵ⁠חֹ֛דֶשׁ לְ⁠חֹ֥דֶשׁ	from day to day and from month to month	1	Haman was casting the lot to determine the best day and the best month to kill the Jews. If it would be helpful in your language, you could say this explicitly. Alternate translation: “to determine the best day and the best month to kill the Jews”
3:7	ih4b		rc://*/ta/man/translate/translate-hebrewmonths	שְׁנֵים־עָשָׂ֖ר הוּא־חֹ֥דֶשׁ אֲדָֽר	the twelfth, which is the month of Adar	1	**Adar** is the name of the twelfth and last month of the Hebrew calendar. This name occurs several times in the story. Be sure to translate it consistently.
3:7	abk6			שְׁנֵים־עָשָׂ֖ר הוּא־חֹ֥דֶשׁ אֲדָֽר	the twelfth, which is the month of Adar	1	See how you decided in [2:16](../02/16.md) and the first part of this verse to represent the dates that are given in the Hebrew calendar in the book of Esther. Be consistent.
3:7	abk7		rc://*/ta/man/translate/figs-explicit	שְׁנֵים־עָשָׂ֖ר הוּא־חֹ֥דֶשׁ אֲדָֽר	the twelfth, which is the month of Adar	1	This means that the lot indicated the twelfth month of that year as the time for Haman to carry out his plan. If it would be helpful in your language, you could say this explicitly. (The day that was chosen is reported in verse 13.) Alternate translation: “the lot indicated the twelfth month, the month of Adar, as the best month to kill the Jews”
3:7	k3vd		rc://*/ta/man/translate/translate-ordinal	שְׁנֵים־עָשָׂ֖ר	the twelfth	1	Alternative translation: “month twelve” or “the twelfth month”
3:8	abk8		rc://*/ta/man/translate/figs-explicit	וַ⁠יֹּ֤אמֶר הָמָן֙ לַ⁠מֶּ֣לֶךְ אֲחַשְׁוֵר֔וֹשׁ	And Haman said to the king Ahasuerus	1	The implication is that Haman then went to see the king so that he could speak with him. You could say that explicitly. Do not give your readers the impression that the king was present with Haman while he was casting the lot.
3:8	aig9		rc://*/ta/man/translate/translate-numbers	יֶשְׁנ֣⁠וֹ עַם־אֶחָ֗ד	He has one people	1	**He** refers to the king, and **one people** refers to the Jews as a people group. So this means there is a people group or a group of people.
3:8	p4a8		rc://*/ta/man/translate/figs-doublet	מְפֻזָּ֤ר וּ⁠מְפֹרָד֙	scattered and dispersed	1	These two words mean almost the same thing. Haman uses the repetition to emphasize that the Jews are everywhere throughout the empire and so their influence, which he says is bad, will affect everyone. You could combine these words as UST does.
3:8	abk9			בֵּ֣ין הָֽ⁠עַמִּ֔ים בְּ⁠כֹ֖ל מְדִינ֣וֹת מַלְכוּתֶ֑⁠ךָ	among the peoples in all the provinces of your kingdom	1	Haman is saying that the Jews are mixed in with all the other peoples, and they live in every province.
3:8	abl0			וְ⁠דָתֵי⁠הֶ֞ם שֹׁנ֣וֹת מִ⁠כָּל־עָ֗ם וְ⁠אֶת־דָּתֵ֤י הַ⁠מֶּ֨לֶךְ֙ אֵינָ֣⁠ם עֹשִׂ֔ים	And their laws are different from every people, and the laws of the king they do not obey	1	Haman is saying that the Jews have their own set of laws, and he is accusing them of not obeying the king’s laws as a result.
3:8	r34x		rc://*/ta/man/translate/figs-123person	דָּתֵ֤י הַ⁠מֶּ֨לֶךְ֙	the laws of the king	1	Haman speaks to the king in the third person as a sign of respect. You could have him say, “your laws.” Or you could indicate this respect another way by having Haman begin by saying, “Your Majesty.”
3:8	bf9g			וְ⁠לַ⁠מֶּ֥לֶךְ אֵין־שֹׁוֶ֖ה לְ⁠הַנִּיחָֽ⁠ם	And there is no profit to the king to leave them untouched	1	Haman is saying, “It is not good for you to allow them to live in your empire.” This can also be stated without the negative. Alternate translation: “the king should remove them” or “you should remove them”
3:8	j19r		rc://*/ta/man/translate/figs-123person	וְ⁠לַ⁠מֶּ֥לֶךְ	And & to the king	1	Haman speaks to the king in the third person as a sign of respect. You could express the same meaning in the second person by saying, “not good for you.”
3:9	abl1		rc://*/ta/man/translate/figs-123person	אִם־עַל־הַ⁠מֶּ֣לֶךְ ט֔וֹב	If it is good to the king	1	Haman speaks to the king in third person as a form of respect.
3:9	abl2		rc://*/ta/man/translate/figs-idiom	אִם־עַל־הַ⁠מֶּ֣לֶךְ ט֔וֹב	If it is good to the king	1	See how you decided to translate this idiom in [1:19](../01/19.md). Alternate translation: “if it seems like a good idea to you, O king” or “if the king thinks this is a good idea” or “if this advice is pleasing to the king”
3:9	abl3		rc://*/ta/man/translate/figs-activepassive	יִכָּתֵ֖ב	let it be written	1	You can say this with an active form, and you can say who would do the action. For example, you could say, “the king could write a decree” or “you could write a decree.”
3:9	abl4			לְ⁠אַבְּדָ֑⁠ם	to destroy them	1	This means that the decree would say that all the Jews should be killed.
3:9	eh3w		rc://*/ta/man/translate/figs-idiom	אֶשְׁקוֹל֙ עַל־יְדֵי֙ עֹשֵׂ֣י הַ⁠מְּלָאכָ֔ה	I will weigh out & into the hands of the doers of the work	1	This could mean either of two possibilities: (1) Haman could mean that the king’s men will be able to collect a huge amount of money from the plunder that they would get from the Jews. Referring to the weight would be a way of saying, “I guarantee that it will be at least that much.” This reasoning agrees with 3:13, where the king’s letter specifies that those who kill the Jews can take their plunder. Alternate translation: “we will get so much plunder that the officers you send will be able to bring back” (Also see UST) (2) “**Weigh out into the hands**” could be an idiom that means Haman himself will pay the officers who will put the plan into effect. Haman will not do this personally, but it means that he will take responsibility for paying them from his own resources. Alternate translation: “From my own resources I will pay … to the men who do the work”
3:9	lhv5		rc://*/ta/man/translate/translate-bmoney	וַ⁠עֲשֶׂ֨רֶת אֲלָפִ֜ים כִּכַּר־כֶּ֗סֶף	and & 10,000 talents of silver	1	This would be worth over $300 million at current prices today. But since prices vary over time, if you expressed the value in modern measurements, that could cause your Bible translation to become outdated and inaccurate. Instead you could express the amount using the ancient measurement, the talent, and explain in a note that a talent was equivalent to about 30 kilograms. Alternatively, you could specify the weight of the silver in the text, as UST does in metric tons.
3:9	vm59		rc://*/ta/man/translate/figs-hyperbole	וַ⁠עֲשֶׂ֨רֶת אֲלָפִ֜ים כִּכַּר־כֶּ֗סֶף	and & 10,000 talents of silver	1	The **talent** was the largest unit of money and **10,000** was the largest number in the counting system of the time. It is possible that Haman used these terms to represent a very large, but not precise, amount. Alternate translation: “a huge amount of silver” or “enormous amounts of silver”
3:9	abl5			עֹשֵׂ֣י הַ⁠מְּלָאכָ֔ה	the doers of the work	1	This could mean: (1) those who work for the king in general (administrators) or (2) more specifically the officers whom Ahasuerus would send around the empire to organize the killing of the Jews.
3:9	abl7		rc://*/ta/man/translate/figs-123person	גִּנְזֵ֥י הַ⁠מֶּֽלֶךְ	the treasuries of the king	1	Haman speaks to the king in third person as a form of respect. You could also have him speak of “your royal treasuries.”
3:10	abl8		rc://*/ta/man/translate/figs-explicit	וַ⁠יָּ֧סַר הַ⁠מֶּ֛לֶךְ אֶת־טַבַּעְתּ֖⁠וֹ מֵ⁠עַ֣ל יָד֑⁠וֹ וַֽ⁠יִּתְּנָ֗⁠הּ לְ⁠הָמָ֧ן	And the king removed his signet ring from on his hand, and he gave it to Haman	1	The implication is that Ahasuerus thought that Haman’s suggestion was a good idea and he agreed to it. You could say that explicitly. Alternate translation: “the king agreed that this was a good idea, so”
3:10	abl9		rc://*/ta/man/translate/translate-symaction	וַ⁠יָּ֧סַר הַ⁠מֶּ֛לֶךְ אֶת־טַבַּעְתּ֖⁠וֹ מֵ⁠עַ֣ל יָד֑⁠וֹ וַֽ⁠יִּתְּנָ֗⁠הּ לְ⁠הָמָ֧ן	And the king removed his signet ring from on his hand, and he gave it to Haman	1	**Giving the ring to Haman** showed that Haman could act on the king’s own authority. If it would be helpful in your language, you could say this explicitly. Alternate translation: “the king gave Haman the power to act on his authority to carry out the plan. To show that, he gave Haman the ring he wore that had his official seal on it”
3:10	c9md		rc://*/ta/man/translate/translate-unknown	טַבַּעְתּ֖⁠וֹ	his signet ring	1	This was a special ring that could be used to imprint the king’s official seal on a law or decree. This ring had the king’s name or mark on it. When he put a wax seal on important papers, he would press the mark onto the seal. If a paper had this mark on its seal, people would know that what was written on the paper was written with the king’s authority and had to be obeyed. You could describe this as “the ring he wore that had his official seal on it.”
3:10	abm0			בֶּֽן־הַמְּדָ֛תָא הָ⁠אֲגָגִ֖י	the son of Hammedatha, the Agagite	1	This information about Haman’s identity is repeated to stress that the king giving him the signet ring was an official legal act that transferred power to him. (In the same way, legal documents today often use a person’s full name and other identifying information.) If you repeat this information in your own translation, your readers should see this significance.
3:10	abm1		rc://*/ta/man/translate/figs-distinguish	צֹרֵ֥ר הַ⁠יְּהוּדִֽים	the adversary of the Jews	1	This phrase gives clarifying information about Haman. It means that he had become “the enemy of the Jews.”
3:11	sz4b		rc://*/ta/man/translate/figs-activepassive	הַ⁠כֶּ֖סֶף נָת֣וּן לָ֑⁠ךְ	The silver is given to you	1	You can say this with an active form. This could mean one of the following things: (1) “You can keep the money from plundering the Jews for yourself.” (2) “I give you permission to take the money from the Jews and to give it to the men just as you have said.” (3) “You do not need to pay for the expenses of the plan yourself.” (4) This statement by the king may also be a formal and cultural way of expressing gratitude for the promised money without actually releasing Haman from paying the money into the treasury.
3:11	abm2		rc://*/ta/man/translate/figs-metaphor	וְ⁠הָ⁠עָ֕ם לַ⁠עֲשׂ֥וֹת בּ֖⁠וֹ כַּ⁠טּ֥וֹב בְּ⁠עֵינֶֽי⁠ךָ	and the people, to do with them as is good in your eyes	1	Here, **eyes** represent seeing, and seeing is a metaphor for knowledge, notice, attention, or judgment. The king is telling Haman that **he can do whatever he wants to the Jews**. Alternate translation: “you can do to the Jews as you see fit”
3:12	hx6c		rc://*/ta/man/translate/figs-activepassive	וַ⁠יִּקָּרְאוּ֩ סֹפְרֵ֨י הַ⁠מֶּ֜לֶךְ	And the scribes of the king were called	1	You can say this with an active form. You can also say who did the action. It was most likely Haman, since the king had given him authority to act on his behalf. So you could say, “Haman called in the royal scribes.” Alternate translation: “the king summoned his scribes”
3:12	t6qa		rc://*/ta/man/translate/translate-hebrewmonths	בַּ⁠חֹ֣דֶשׁ הָ⁠רִאשׁ֗וֹן בִּ⁠שְׁלוֹשָׁ֨ה עָשָׂ֣ר יוֹם֮ בּ⁠וֹ֒	in the first month, on day 13 of it	1	You can add “of that same year” to show that Haman did this right after Ahasuerus agreed to his plan. Alternate translation: “on the thirteenth day of the first month”
3:12	abm3			בַּ⁠חֹ֣דֶשׁ הָ⁠רִאשׁ֗וֹן בִּ⁠שְׁלוֹשָׁ֨ה עָשָׂ֣ר יוֹם֮ בּ⁠וֹ֒	in the first month, on day 13 of it	1	You can put this information first because it places the event within the timeline of the story.
3:12	abm4		rc://*/ta/man/translate/figs-activepassive	וַ⁠יִּכָּתֵ֣ב כְּֽ⁠כָל־אֲשֶׁר־צִוָּ֣ה הָמָ֡ן	and it was written according to all that Haman commanded	1	You can say this with an active form. You can also say who did the action. Alternate translation: “and Haman dictated a letter to them” or “they wrote a decree containing all that Haman had commanded”
3:12	abm5		rc://*/ta/man/translate/translate-unknown	אֲחַשְׁדַּרְפְּנֵֽי־הַ֠⁠מֶּלֶךְ	the satraps of the king	1	This seems to mean the officials of the king who served in the palace in the capital city, since they are distinguished from the provincial governors and the leaders of the people groups.
3:12	j23r		rc://*/ta/man/translate/figs-idiom	מְדִינָ֣ה וּ⁠מְדִינָ֗ה	province by province	1	This expression means every province**.** See how you translated this in 1:22.
3:12	abm7			שָׂ֤רֵי עַם֙ וָ⁠עָ֔ם	the officials of people by people	1	Alternate translation: “the leaders of each people group”
3:12	j25r		rc://*/ta/man/translate/figs-idiom	עַם֙ וָ⁠עָ֔ם	people by people	1	This expression means every people group**.** See how you translated this in [1:22](../01/22.md).
3:12	j27r		rc://*/ta/man/translate/figs-idiom	מְדִינָ֤ה וּ⁠מְדִינָה֙ כִּ⁠כְתָבָ֔⁠הּ	province by province according to its writing	1	See how you translated this in [1:22](../01/22.md). Alternate translation: “to each province using its own alphabet” or “written in its own script”
3:12	abm8		rc://*/ta/man/translate/figs-explicit	מְדִינָ֤ה וּ⁠מְדִינָה֙ כִּ⁠כְתָבָ֔⁠הּ	province by province according to its writing	1	The implication is that the scribes translated the letter and sent it to each province using its own alphabet. If it would be helpful in your language, you could say that explicitly.
3:12	j31r		rc://*/ta/man/translate/figs-idiom	וְ⁠עַ֥ם וָ⁠עָ֖ם כִּ⁠לְשׁוֹנ֑⁠וֹ	and people by people according to its tongue	1	See how you translated this expression in [1:22](../01/22.md). Alternate translation: “and to each people group in its own language”
3:12	j33r		rc://*/ta/man/translate/figs-metonymy	כִּ⁠לְשׁוֹנ֑⁠וֹ	according to its tongue	1	Here, **tongue** is a metonym meaning the language spoken by a person or a group of people. Alternate translation: “according to its language”
3:12	abm9		rc://*/ta/man/translate/figs-metaphor	בְּ⁠שֵׁ֨ם הַ⁠מֶּ֤לֶךְ אֲחַשְׁוֵרֹשׁ֙ נִכְתָּ֔ב	In the name of the king Ahasuerus it was written	1	There are two This could mean: (1) Here, **name** could mean the authority of the king. This would be saying that Haman’s letter had the same authority as it would have had if the king had sent it himself. Alternate translation: “Haman sent the letter under the king’s own authority” (2) However, this could also mean that Haman actually had the scribes sign the king’s name to the letter. Alternate translation: “they signed the king’s name at the end of the letters”
