Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
4:10	q9ss		rc://*/ta/man/translate/figs-imperative3p	γνωστὸν ἔστω πᾶσιν ὑμῖν καὶ παντὶ τῷ λαῷ Ἰσραὴλ	let it be known to you all and to all the people of Israel	1	If your language does not use the third-person imperative in this way, you could state this in another way that is natural in your language. Alternate translation: “may this be known to you and to all the people of Israel” or “this should be known to you and to all the people of Israel”
4:10	snd5		rc://*/ta/man/translate/figs-activepassive	γνωστὸν ἔστω πᾶσιν ὑμῖν καὶ παντὶ τῷ λαῷ Ἰσραὴλ	let it be known to you all and to all the people of Israel	1	The word translated **known** is an adjective, so this is not a passive verbal form. However, if your language does not use passive forms, it might be clearer for your readers if you use an expression that does not seem to be a passive verbal form. The adjective **known** expresses the result of action by a different agent, so you can use an active form with that agent as the subject. Alternate translation: “you and all the people of Israel, know”
4:10	j3px		rc://*/ta/man/translate/writing-pronouns	πᾶσιν ὑμῖν	to you all	1	The pronoun **you** refers to the council members. Alternate translation: “to all of you council members” or “to all of you who are questioning us”
4:10	khn7		rc://*/ta/man/translate/figs-metonymy	ἐν τῷ ὀνόματι	in the name	1	Here, **name** refers to power and authority. Alternate translation: “through the power” or “by the authority”
4:10	a265		rc://*/ta/man/translate/translate-names	Ἰησοῦ Χριστοῦ τοῦ Ναζωραίου	of Jesus Christ the Nazarene	1	See how you translated this in [2:22](../02/22.md) and [3:6](../03/06.md). Alternate translation: “of Jesus Christ of Nazareth”
4:10	a266		rc://*/ta/man/translate/figs-synecdoche	ὃν ὑμεῖς ἐσταυρώσατε	whom you crucified	1	It was the Romans who literally crucified Jesus, but Peter says that these Jewish leaders crucified him because their demands led to his death. See how you translated the similar expression in [2:23](../02/23.md). Alternate translation: “whom you demanded to be crucified”
4:10	jyj6		rc://*/ta/man/translate/figs-idiom	ὃν ὁ Θεὸς ἤγειρεν ἐκ νεκρῶν	whom God raised from the dead	1	As in [2:24](../02/24.md), the idiom **raised up** means that God made Jesus alive again after he died. Alternate translation: “whom God made alive again after he died”
4:10	a267		rc://*/ta/man/translate/figs-nominaladj	ἐκ νεκρῶν	from the dead	1	Peter is using the adjective **dead** as a noun in order to indicate a group of people. Your language may use adjectives in the same way. If not, you could translate this word with an equivalent phrase. Alternate translation: “from among those who have died”
4:11	nwg6		rc://*/ta/man/translate/writing-pronouns	οὗτός	He	1	The pronoun **He** refers to Jesus. Alternate translation: “Jesus”
4:11	w195		rc://*/ta/man/translate/figs-metaphor	ὁ λίθος ὁ ἐξουθενηθεὶς ὑφ’ ὑμῶν, τῶν οἰκοδόμων, ὁ γενόμενος εἰς κεφαλὴν γωνίας	the stone that was rejected by you, the builders, which has become the head of the corner	1	Peter is quoting from [Psalm 118:22](../psa/118/22.md), and the quotation contains a metaphor. This psalm is describing the Messiah as if he were a stone that builders chose not to use. This means that people will reject him. When the psalm says that this stone became the cornerstone, this means that God will nevertheless make the Messiah the ruler of these people. However, since this is a quotation from Scripture, we recommend that you translate the words directly rather than providing a non-figurative explanation of them, even if your language does not customarily use such figures of speech. If you want to explain the meaning of the metaphor, we recommend that you do that in a footnote rather than in the Bible text.
4:11	c1bh		rc://*/ta/man/translate/figs-activepassive	ὁ ἐξουθενηθεὶς ὑφ’ ὑμῶν, τῶν οἰκοδόμων	that was rejected by you, the builders	1	If it would be helpful in your language, you could state this with an active form. Alternate translation: “that you, the builders, rejected”
4:11	f1nx		rc://*/ta/man/translate/figs-idiom	κεφαλὴν γωνίας	the head of the corner	1	The phrase **the head of the corner** is an idiom that refers to a large stone with straight edges that builders would place down first and use as a reference to make sure that the walls of a stone building were straight and that the building was oriented in the right direction. Your language may have its own term for such a stone. You could also use a general expression. Alternate translation: “the cornerstone” or “the reference stone for the whole building”
4:12	a268		rc://*/ta/man/translate/figs-doublenegatives	οὐκ ἔστιν ἐν ἄλλῳ οὐδενὶ ἡ σωτηρία	there is no salvation in anyone else	1	In Greek this is a double negative for emphasis, “there is no salvation in no one else.” The second negative does not cancel the first to create a positive meaning. If for emphasis your language uses double negatives that do not cancel one another, it would be appropriate to use that construction here. You could also state the meaning positively. Alternate translation: “he is the only one in whom there is salvation”
4:12	tq3z		rc://*/ta/man/translate/figs-abstractnouns	οὐκ ἔστιν ἐν ἄλλῳ οὐδενὶ ἡ σωτηρία	there is no salvation in anyone else	1	If your language does not use an abstract noun for the idea behind the word **salvation**, you could express the same idea with a verb such as “save.” Alternate translation: “he is the only one who is able to save”
4:12	l66w		rc://*/ta/man/translate/figs-activepassive	οὐδὲ & ὄνομά ἐστιν ἕτερον ὑπὸ τὸν οὐρανὸν τὸ δεδομένον	there is no other name under heaven given	1	If it would be helpful in your language, you could state this with an active form. Alternate translation: “God has not given any other name under heaven”
4:12	iz7k		rc://*/ta/man/translate/figs-metonymy	οὐδὲ & ὄνομά ἐστιν ἕτερον & ἐν ᾧ δεῖ σωθῆναι ἡμᾶς	there is no other name & by which we must be saved	1	Here, **name** represents a person by association with the way that each person has a name. Alternate translation: “there is no other person … by whom we must be saved”
4:12	jm25		rc://*/ta/man/translate/figs-idiom	ὑπὸ τὸν οὐρανὸν	under heaven	1	This is an idiom. See how you translated it in [2:5](../02/05.md). Alternate translation: “on earth”
4:12	a269		rc://*/ta/man/translate/figs-gendernotations	ἐν ἀνθρώποις	among men	1	Peter is using the term **men** in a generic sense that includes both men and women. Alternate translation: “among people” or “to people”
4:12	gg8h		rc://*/ta/man/translate/figs-activepassive	ἐν ᾧ δεῖ σωθῆναι ἡμᾶς	by which we must be saved	1	If it would be helpful in your language, you could state this with an active form. Alternate translation: “that can save us” or, if you translate “name” as “person,” “who can save us”
4:12	tdw8		rc://*/ta/man/translate/figs-exclusive	ἡμᾶς	we	1	Peter is using the word **we** to refer to himself and his listeners, so use the inclusive form of that word if your language marks that distinction.
4:13	r6d6		rc://*/ta/man/translate/figs-idiom	θεωροῦντες	seeing	1	Luke is using the word **seeing** to mean that the council members noticed this and found it significant. Alternate translation: “taking note of” or “impressed with”
4:13	t6kc		rc://*/ta/man/translate/figs-abstractnouns	τὴν τοῦ Πέτρου παρρησίαν καὶ Ἰωάννου	the boldness of Peter and John	1	Here the abstract noun **boldness** refers to the way in which Peter and John responded to the Jewish leaders. If your language does not use an abstract noun for this idea, you could express the same idea with an adverb or an adjective. Alternate translation: “how boldly Peter and John had spoken” or “how bold Peter and John were”
4:13	qaa5		rc://*/ta/man/translate/figs-explicit	καταλαβόμενοι	realizing	1	The implication is that the Jewish leaders realized this because of the way Peter and John spoke. Alternate translation: “realizing from the way they spoke”
4:13	xn39		rc://*/ta/man/translate/writing-pronouns	ἐθαύμαζον; ἐπεγίνωσκόν τε αὐτοὺς, ὅτι σὺν τῷ Ἰησοῦ ἦσαν	they marveled, and they recognized them, that they had been with Jesus	1	Here the pronoun **they** refers in its first two instances to the council members, and in its third instance it refers to Peter and John, as does the pronoun **them**. It may be helpful to your readers to clarify this and to state the meaning here more concisely. Alternate translation: “the council members marveled, and they recognized that Peter and John had been with Jesus”
4:13	erv7		rc://*/ta/man/translate/figs-doublet	ἄνθρωποι ἀγράμματοί εἰσιν καὶ ἰδιῶται	they were uneducated and ordinary men	1	The words **uneducated** and **ordinary** mean similar things. Both words indicate that Peter and John had no formal education. Luke uses them together for emphasis, to express from the council members’ perspective how amazed they were. Alternate translation: “they had no formal education at all”
4:14	h3cy		rc://*/ta/man/translate/figs-activepassive	τόν & ἄνθρωπον & τὸν τεθεραπευμένον	the man who had been healed	1	If it would be helpful in your language, you could state this with an active form. Alternate translation: “the man whom Peter and John had healed”
4:14	a270		rc://*/ta/man/translate/writing-pronouns	σὺν αὐτοῖς ἑστῶτα, τὸν τεθεραπευμένον, οὐδὲν εἶχον	who had been healed standing with them, they had nothing	1	The pronoun **them** refers to Peter and John, and the pronoun **they** refers to the council members. It may be helpful to your readers to clarify this. Alternate translation: “standing with Peter and John, the council members had nothing”
4:14	fq4w		rc://*/ta/man/translate/figs-explicit	οὐδὲν εἶχον ἀντειπεῖν	they had nothing to say in opposition	1	The implication is that anything the council members said **in opposition** would have been in an attempt to discredit the claim that the man had been healed in the name of Jesus. But there was nothing they could say, since the evidence that the claim was true was right in front of them in the person of the formerly lame man standing on his own. Alternate translation: “they had nothing to say to discredit the account”
4:15	ql31		rc://*/ta/man/translate/writing-pronouns	κελεύσαντες & αὐτοὺς ἔξω τοῦ Συνεδρίου ἀπελθεῖν, συνέβαλλον πρὸς ἀλλήλους	having commanded them to go outside the Sanhedrin, they conferred among themselves	1	The pronoun **them** refers at least to Peter and John, and probably also to the man who was healed, while the pronoun **they** refers to the council members. It may be helpful to your readers to clarify this. Alternate translation: “having commanded Peter and John and the man who was healed to go outside the Sanhedrin, the council members conferred among themselves”
4:15	a272		rc://*/ta/man/translate/figs-metonymy	τοῦ Συνεδρίου	the Sanhedrin	1	Luke is using the name of the Jewish ruling council to mean the meeting place of that council. Alternate translation: “the place where the Sanhedrin met” or “the council chamber”
4:16	p4g6		rc://*/ta/man/translate/figs-rquestion	τί ποιήσωμεν τοῖς ἀνθρώποις τούτοις?	What should we do to these men	1	This could mean: (1) the Jewish leaders were using the question form to express their frustration because they realize that they cannot punish Peter and John. As [4:21](../04/21.md) indicates explicitly, and as the leaders suggest here, they are afraid of how the people might respond if they do. If you would not use a rhetorical question for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “It is very difficult to know what we should do to these men!” (2) the leaders were asking one another a genuine question, because ultimately they do decide to do something to Peter and John. They warn them not to speak or teach in the name of Jesus, with an implied threat of punishment if they do. In that case it would be accurate to translate this as a question.
4:16	jn12		rc://*/ta/man/translate/figs-hyperbole	πᾶσιν τοῖς κατοικοῦσιν Ἰερουσαλὴμ	to everyone living in Jerusalem	1	This is a generalization that the leaders are making to emphasize how widely the news of the healing has spread. Alternate translation: “people who live throughout Jerusalem”
4:16	nh5s			γνωστὸν σημεῖον	a notable sign	1	Here the word **sign** has the same sense that it has in the phrase “wonders and signs” in [2:22](../02/22.md) and [2:43](../02/43.md). It means a miracle. Alternate translation: “a remarkable miracle”
4:17	a273		rc://*/ta/man/translate/figs-activepassive	ἵνα μὴ ἐπὶ πλεῖον διανεμηθῇ	so that it may not be spread unto more	1	If it would be helpful in your language, you could state this with an active form. Alternate translation: “so that it does not spread” or “so that they will not spread it”
4:17	f71l		rc://*/ta/man/translate/figs-explicit	ἵνα μὴ ἐπὶ πλεῖον διανεμηθῇ	so that it may not be spread unto more	1	By **it**, the council members do not mean the news of the man’s healing, since they have already said that everyone in Jerusalem knows about it. They mean the teaching that Jesus is Messiah, since they then try to prevent this from spreading by not allowing the apostles to speak to anyone about Jesus. Alternate translation: “so that this teaching about Jesus does not spread”
4:17	a274			ἐπὶ πλεῖον	unto more	1	Alternate translation: “any further”
4:17	w52j		rc://*/ta/man/translate/figs-metonymy	λαλεῖν ἐπὶ τῷ ὀνόματι τούτῳ	to speak in this name	1	Here, **name** represents a person by association with the way that each person has a name. Alternate translation: “to speak about this person Jesus”
4:17	a275		rc://*/ta/man/translate/figs-doublenegatives	μηκέτι λαλεῖν ἐπὶ τῷ ὀνόματι τούτῳ μηδενὶ ἀνθρώπων	no longer to speak in this name to any of men	1	In Greek this is a double negative for emphasis, “no longer to speak in this name to none of men.” The second negative does not cancel the first to create a positive meaning. If for emphasis your language uses double negatives that do not cancel one another, it would be appropriate to use that construction here. You could also state the meaning positively. Alternate translation: “to stop speaking in this name to any of men”
4:17	a276		rc://*/ta/man/translate/figs-gendernotations	μηδενὶ ἀνθρώπων	to any of men	1	Here, **men** has a generic sense that includes both men and women. Alternate translation: “to any person” or “to anyone”
4:18	a277		rc://*/ta/man/translate/grammar-connect-logic-result	καὶ	And	1	Luke uses the word translated **And** to introduce what the council members did as a result of their discussion. Alternate translation: “So”
4:18	a278		rc://*/ta/man/translate/writing-pronouns	καλέσαντες αὐτοὺς, παρήγγειλαν	summoning them, they commanded them	1	The pronoun **them** refers in both instances to Peter and John, and the pronoun **they** refers to the council members. It may be helpful to your readers to clarify this. Alternate translation: “summoning Peter and John, the council members commanded them”
4:18	a279		rc://*/ta/man/translate/figs-doublet	μὴ φθέγγεσθαι μηδὲ διδάσκειν	neither to speak nor to teach	1	The words **speak** and **teach** mean similar things. The council members may be using them together for emphasis. Alternate translation: “not to say anything publicly”
4:18	a280		rc://*/ta/man/translate/figs-metonymy	ἐπὶ τῷ ὀνόματι τοῦ Ἰησοῦ	in the name of Jesus	1	Here, **name** represents a person by association with the way that each person has a name. Alternate translation: “about this person Jesus”
4:19	a281		rc://*/ta/man/translate/figs-hendiadys	ὁ & Πέτρος καὶ Ἰωάννης ἀποκριθέντες εἶπον	answering, Peter and John said	1	Together the words **answering** and **said** mean that Peter and John responded to the council. Alternate translation: “Peter and John responded”
4:19	a282		rc://*/ta/man/translate/figs-explicit	ὁ & Πέτρος καὶ Ἰωάννης ἀποκριθέντες εἶπον	answering, Peter and John said	1	This could mean: (1) Peter and John each said different parts of the quotation in [4:19–20](../04/19.md). (2) Peter spoke these words on behalf of both of them, since the Holy Spirit had inspired him to speak to the council in [4:8–12](../04/08.md). Alternate translation: “Peter responded on their behalf”
4:19	jf1d		rc://*/ta/man/translate/figs-metonymy	εἰ δίκαιόν ἐστιν ἐνώπιον τοῦ Θεοῦ	Whether it is right before God	1	Here the phrase **before God** refers to God’s opinion by association with the way that God would assess anything that came to his attention in front of him. Alternate translation: “Whether God thinks it is right”
4:19	a283		rc://*/ta/man/translate/figs-idiom	ὑμῶν ἀκούειν μᾶλλον ἢ τοῦ Θεοῦ	to listen to you rather than to God	1	Here, **listen** is an idiom that means “obey.” Alternate translation: “to obey you rather than God”
4:20	a284		rc://*/ta/man/translate/grammar-connect-logic-result	γὰρ	For	1	Peter and John are using the word **For** to introduce the reason why the council needs to judge whether it would be right for them to obey the council rather than God. Alternate translation: “The reason why you must judge whom we should obey is that”
4:20	hf3u		rc://*/ta/man/translate/figs-exclusive	ἡμεῖς & εἴδαμεν καὶ ἠκούσαμεν	we & we have seen and heard	1	Peter and John are using the word **we** to refer to themselves but not to their listeners, so use the exclusive form of the word in your translation if your language marks that distinction.
4:20	a285		rc://*/ta/man/translate/figs-doublenegatives	οὐ δυνάμεθα & ἡμεῖς & μὴ λαλεῖν	we are not able not to speak	1	You could state the meaning of this double negative positively. Alternate translation: “we must speak”
4:21	y5y1		rc://*/ta/man/translate/writing-pronouns	οἱ δὲ προσαπειλησάμενοι ἀπέλυσαν αὐτούς	So, having warned them further, they released them	1	The pronoun **them** refers in both instances to Peter and John, and the pronoun **they** refers to the council members. It may be helpful to your readers to clarify this. Alternate translation: “having warned Peter and John further, the council members released them”
4:21	z2bx		rc://*/ta/man/translate/figs-explicit	διὰ τὸν λαόν	on account of the people	1	The implication is that the Jewish leaders were afraid that the people would riot if they punished Peter and John. If it would be helpful to your readers, you could state that explicitly. It may be helpful to begin a new sentence here. Alternate translation: “They were afraid that if they did punish Peter and John, the people would riot”
4:21	jbl6		rc://*/ta/man/translate/figs-hyperbole	πάντες ἐδόξαζον τὸν Θεὸν	they were all glorifying God	1	Here, **all** is a generalization for emphasis. Alternate translation: “large numbers of them were glorifying God”
4:22	gy8d		rc://*/ta/man/translate/writing-background	ἐτῶν γὰρ ἦν πλειόνων τεσσεράκοντα ὁ ἄνθρωπος, ἐφ’ ὃν γεγόνει τὸ σημεῖον τοῦτο τῆς ἰάσεως	For the man to whom this sign of healing had happened was more than 40 years old	1	In this verse, Luke provides background information about the age of the man who was healed to help readers understand why the people considered his healing such a remarkable miracle. In your translation, present this background information in a way that would be natural in your own language and culture.
4:22	a286		rc://*/ta/man/translate/grammar-connect-logic-result	γὰρ	For	1	Luke is using the word **For** to introduce the reason why the people were glorifying God. Alternate translation: “The people were glorifying God because”
4:22	ju4w		rc://*/ta/man/translate/figs-personification	ὁ ἄνθρωπος, ἐφ’ ὃν γεγόνει τὸ σημεῖον τοῦτο τῆς ἰάσεως	the man to whom this sign of healing had happened	1	Luke is speaking as if the **healing** had **happened** on its own. Alternate translation: “the man whom Peter and John had miraculously healed”
4:22	a287		rc://*/ta/man/translate/figs-possession	τὸ σημεῖον τοῦτο τῆς ἰάσεως	this sign of healing	1	Luke is using the possessive form to describe a **sign** that consisted of a **healing**. The word **sign** has the same sense here that it has in the phrase “wonders and signs” in [2:22](../02/22.md) and [2:43](../02/43.md). It means a miracle. Alternate translation: “this miraculous healing”
4:23	a288		rc://*/ta/man/translate/figs-activepassive	ἀπολυθέντες	having been released	1	If it would be helpful in your language, you could state this with an active form, and you could state who did the action. Alternate translation: “after the council members had released Peter and John”
4:23	a289		rc://*/ta/man/translate/figs-go	ἦλθον πρὸς τοὺς ἰδίους	they came to {their} own people	1	In a context such as this, your language might say “went” instead of **came**. Alternate translation: “they went to their own people”
4:23	j2cx		rc://*/ta/man/translate/figs-explicit	τοὺς ἰδίους	their} own people	1	The phrase **their own people** refers to the community of believers in Jesus. Alternate translation: “the other believers”
4:23	a290		rc://*/ta/man/translate/figs-merism	οἱ ἀρχιερεῖς καὶ οἱ πρεσβύτεροι	the chief priests and the elders	1	As Peter does in [4:8](../04/08.md), here Luke is referring to the entire council by naming its two components. Alternate translation: “the members of the Sanhedrin”
4:24	j3ap		rc://*/ta/man/translate/writing-pronouns	οἱ & ἀκούσαντες & ἦραν	having heard, they raised	1	The phrase **having heard** refers to the other believers, but the pronoun **they** seems to include Peter and John as well, since those who pray ask for boldness to keep speaking the message about Jesus ([4:29](../04/29.md)). It may be helpful to clarify this for your readers. Alternate translation: “when the other believers heard this report, together with Peter and John they raised”
4:24	a291		rc://*/ta/man/translate/grammar-collectivenouns	ἦραν φωνὴν	raised their voice	1	Since Luke is referring to a group of people, it might be more natural in your language to use the plural form of **voice**. Alternate translation: “they raised their voices”
4:24	zu28		rc://*/ta/man/translate/figs-idiom	ἦραν φωνὴν	raised their voice	1	The expression **they raised their voice** is an idiom that means they spoke loudly. Alternate translation: “they prayed loudly” or “they prayed out loud”
4:24	a292			ὁμοθυμαδὸν	unanimously	1	The word **unanimously** indicates that the apostles and other believers shared a common commitment and purpose and that there was no strife among them. See how you translated the same expression in [1:14](../01/14.md). Alternate translation: “with one accord” or “harmoniously”
4:24	a293		rc://*/ta/man/translate/figs-youformal	σὺ	you {are	1	The word **you** is singular, and it refers to God. The same is true of the words “you” and “your” in [4:25–30](../04/25.md). You may have decided to use a formal form of “you” in your translation in such cases.
4:24	a160		rc://*/ta/man/translate/figs-merism	ποιήσας τὸν οὐρανὸν, καὶ τὴν γῆν, καὶ τὴν θάλασσαν, καὶ πάντα τὰ ἐν αὐτοῖς	having made the heaven and the earth and the sea and all that {is} in them	1	The believers are referring to all of creation by naming its components. Alternate translation: “who created everything that exists”
4:24	a294			τὸν οὐρανὸν	the heaven	1	The believers are using the word translated **heaven** in one of its specific senses to mean the sky. Alternate translation: “the sky”
4:25	ka83		rc://*/ta/man/translate/figs-metonymy	ὁ τοῦ πατρὸς ἡμῶν, διὰ Πνεύματος Ἁγίου στόματος Δαυεὶδ παιδός σου εἰπών	the one having said by the Holy Spirit from the mouth of our father David, your servant	1	The word **mouth** refers to what David said by using his mouth. Alternate translation: “the one whose Holy Spirit inspired our father David, your servant, to say”
4:25	vc5z		rc://*/ta/man/translate/figs-quotesinquotes	τοῦ πατρὸς ἡμῶν, διὰ Πνεύματος Ἁγίου στόματος Δαυεὶδ παιδός σου εἰπών, ἵνα τί ἐφρύαξαν ἔθνη, καὶ λαοὶ ἐμελέτησαν κενά?	"one having said by the Holy Spirit from the mouth of our father David, your servant,
Why did the nations rage,
and the peoples imagine useless things"	1	As the believers pray together, they quote from one of the psalms that David composed, [Psalm 2:1–2](../psa/02/01.md). If it would be helpful in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “whose Holy Spirit inspired our father David, your servant, to ask why the nations raged and why the peoples imagined useless things.”
4:25	a295		rc://*/ta/man/translate/figs-exclusive	ἡμῶν	our	1	The believers are using the word **our** to refer to themselves but not to God, so use the exclusive form of that word in your translation if your language marks that distinction.
4:25	kat6		rc://*/ta/man/translate/figs-metaphor	τοῦ πατρὸς	of & father	1	Here, **father** means “ancestor.” Alternate translation: “ancestor”
4:25	a296			παιδός	servant	1	The believers are using the word **servant** here in its ordinary sense, not as a title for the Messiah, so it would not be appropriate to translate it as “Messiah,” as you may have done when it was a title in [3:13](../03/13.md) and [3:26](../03/26.md).
4:25	a297		rc://*/ta/man/translate/figs-ellipsis	ἵνα τί ἐφρύαξαν ἔθνη, καὶ λαοὶ ἐμελέτησαν κενά	"Why did the nations rage,
and the peoples imagine useless things"	1	Here some words have been left out that a sentence would need in many languages in order to be complete. You can supply these words from earlier in the sentence. Alternate translation: “Why did the nations rage, and why did the peoples imagine useless things”
4:25	a298		rc://*/ta/man/translate/figs-parallelism	ἵνα τί ἐφρύαξαν ἔθνη, καὶ λαοὶ ἐμελέτησαν κενά	"Why did the nations rage,
and the peoples imagine useless things"	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. Hebrew poetry was based on this kind of repetition, and it would be good to show this to your readers by including both phrases in your translation rather than combining them. However, if the repetition might be confusing, you could connect the phrases with a word other than **and** in order to show that the second phrase is repeating the first one, not saying something additional. Alternate translation: “Why did the nations rage, indeed, why did the peoples imagine useless things”
4:25	f1x6		rc://*/ta/man/translate/figs-rquestion	ἵνα τί ἐφρύαξαν ἔθνη, καὶ λαοὶ ἐμελέτησαν κενά?	"Why did the nations rage,
and the peoples imagine useless things"	1	In this psalm, David uses the question form to emphasize the futility of opposing God. If you would not use a rhetorical question for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “The nations should not have raged, and the peoples should not have imagined useless things!”
4:25	w622		rc://*/ta/man/translate/figs-explicit	κενά	useless things	1	The phrase **useless things** implicitly describes plans to oppose God, which can never succeed. Alternate translation: “ways to oppose God, which always prove useless”
4:26	fb5a		rc://*/ta/man/translate/figs-quotesinquotes	παρέστησαν οἱ βασιλεῖς τῆς γῆς καὶ οἱ ἄρχοντες συνήχθησαν ἐπὶ τὸ αὐτὸ κατὰ τοῦ Κυρίου, καὶ κατὰ τοῦ Χριστοῦ αὐτοῦ	"The kings of the earth took their stand
and the rulers were gathered to the same
against the Lord and against his Christ"	1	This is the rest of the quotation from Psalm 2 that the believers started in [4:25](../04/25.md). If it would be helpful in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “David said that the kings of the earth had taken their stand and the rulers had gathered to the same against the Lord and against his Christ”
4:26	w2by		rc://*/ta/man/translate/figs-parallelism	παρέστησαν οἱ βασιλεῖς τῆς γῆς καὶ οἱ ἄρχοντες συνήχθησαν ἐπὶ τὸ αὐτὸ	"The kings of the earth took their stand
and the rulers were gathered to the same"	1	In keeping with the conventions of Hebrew poetry, these two phrases mean basically the same thing. If the repetition might be confusing for your readers, you could connect the phrases with a word other than **and** in order to show that the second phrase is repeating the first one, not saying something additional. Alternate translation: “The kings of the earth took their stand, yes, the rulers were gathered to the same”
4:26	w64b		rc://*/ta/man/translate/figs-idiom	παρέστησαν οἱ βασιλεῖς τῆς γῆς	The kings of the earth took their stand	1	The expression **took their stand** describes an army lining up for battle. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “The kings of the earth lined up their troops for battle” or “The kings of the earth formed their battle lines”
4:26	a299		rc://*/ta/man/translate/figs-activepassive	οἱ ἄρχοντες συνήχθησαν	the rulers were gathered	1	If it would be helpful in your language, you could state this with an active form. Alternate translation: “the rulers gathered”
4:26	a300			ἐπὶ τὸ αὐτὸ	to the same	1	See the discussion of this phrase in Part 3 of the Introduction to Acts. Here it could mean “by agreement” or “in the same place.” You could use either phrase as an alternate translation.
4:26	yv19		rc://*/ta/man/translate/figs-explicit	τοῦ Κυρίου & τοῦ Χριστοῦ αὐτοῦ	the Lord & his Christ	1	Here the word **Lord** refers to God and the word **Christ** refers to the Messiah. Alternate translation: “God the Lord … his Messiah”
4:27	b1g9		rc://*/ta/man/translate/figs-activepassive	συνήχθησαν	were gathered together	1	If it would be helpful in your language, you could state this with an active form. Alternate translation: “gathered together”
4:27	nuc1		rc://*/ta/man/translate/figs-explicit	ἐν τῇ πόλει ταύτῃ	in this city	1	The phrase **this city** refers to Jerusalem. Alternate translation: “here in Jerusalem”
4:27	ca33			παῖδά	Servant	1	Here the word **Servant** is a title for the Messiah. See the discussion of that term in the General Notes to Chapter 3, and see how you translated it in [3:13](../03/13.md) and [3:26](../03/26.md). Alternate translation: “Messiah”
4:27	a303		rc://*/ta/man/translate/figs-metaphor	ὃν ἔχρισας	whom you anointed	1	In the Old Testament, ceremonial oil was poured on a person who was being given the authority to assume an office or to do a special task. The believers are speaking of anointing to indicate that God appointed Jesus to be the Messiah. Alternate translation: “whom you appointed”
4:28	yz7m		rc://*/ta/man/translate/figs-metonymy	ὅσα ἡ χείρ σου, καὶ ἡ βουλὴ σου προώρισεν γενέσθαι	all that your hand and your counsel had predetermined to happen	1	Here, **hand** means God’s power and **counsel** means God’s plan. Alternate translation: “all that your power and your plan had predetermined to happen”
4:28	a304		rc://*/ta/man/translate/figs-hendiadys	ὅσα ἡ χείρ σου, καὶ ἡ βουλὴ σου προώρισεν γενέσθαι	all that your hand and your counsel had predetermined to happen	1	The words **hand** and **counsel**, joined by **and**, are expressing a single idea. The word **hand**, meaning “power,” tells by what means God intended to carry out his **counsel**, that is, his plan. Alternate translation: “all that you planned in advance to make happen by your power”
4:28	a305		rc://*/ta/man/translate/figs-personification	ὅσα ἡ χείρ σου, καὶ ἡ βουλὴ σου προώρισεν γενέσθαι	all that your hand and your counsel had predetermined to happen	1	The believers are speaking of God’s **hand** and his **counsel** (that is, his power and his plan) as if they had **predetermined** what would happen to Jesus. They mean that God himself had done this. Alternate translation: “all that you planned in advance to make happen by your power”
4:29	b38z			καὶ τὰ νῦν	And now, Lord	1	The believers use the expression **And now** to direct God’s attention to the request they are making in light of what they have said to this point in their prayer. In your translation, use a word, phrase, or other method in your language that is natural for this same purpose.
4:29	t5qm		rc://*/ta/man/translate/figs-idiom	ἔπιδε ἐπὶ τὰς ἀπειλὰς αὐτῶν	look upon their threats	1	The phrase **look upon** is an idiomatic way of asking God to pay attention to the threats that the Jewish leaders have made against the believers. Alternate translation: “pay attention to the threats they have made”
4:29	a306		rc://*/ta/man/translate/figs-123person	τοῖς δούλοις σου	to your servants	1	The believers are speaking of themselves in the third person. If it would be helpful in your language, you could use the first person in your translation. Alternate translation: “to us, your servants”
4:29	zh7j		rc://*/ta/man/translate/figs-metonymy	τὸν λόγον σου	your word	1	The believers are using the term **word** to mean the message about Jesus that God has told them to share by using words. Alternate translation: “the message about Jesus”
4:29	a307		rc://*/ta/man/translate/figs-abstractnouns	μετὰ παρρησίας πάσης	with all boldness	1	If your language does not use an abstract noun for the idea behind the word **boldness**, you could express the same idea with an adverb such as “boldly.” The word **all** is an intensifier. Alternate translation: “very boldly”
4:30	x9r1		rc://*/ta/man/translate/figs-metonymy	ἐν τῷ τὴν χεῖρά σου, ἐκτείνειν σε εἰς ἴασιν, καὶ σημεῖα, καὶ τέρατα, γίνεσθαι	as you stretch out your hand to heal and for signs and wonders to happen	1	Here the **hand** represents God’s power. To **stretch out** the hand means to use it. So this is a prayer for God to do powerful things. Alternate translation: “as you do powerful things to heal people and to make signs and wonders happen”
4:30	a308		rc://*/ta/man/translate/figs-doublet	σημεῖα, καὶ τέρατα	signs and wonders	1	The terms **signs** and **wonders** mean similar things. Luke is using them together for emphasis. See how you translated the similar expression in [2:43](../02/43.md). Alternate translation: “great miracles”
4:30	t5uw		rc://*/ta/man/translate/figs-metonymy	διὰ τοῦ ὀνόματος	through the name	1	Here, **name** refers to authority. Alternate translation: “by the authority”
