Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
1:31	vsiy		rc://*/ta/man/translate/translate-ordinal	י֥וֹם הַ⁠שִּׁשִּֽׁי	the sixth day	1	" Alternate translation: “and the sixth day ended.” or “and that was the end of day six.”"
2:1	alnx		rc://*/ta/man/translate/figs-activepassive	וַ⁠יְכֻלּ֛וּ הַ⁠שָּׁמַ֥יִם וְ⁠הָ⁠אָ֖רֶץ	So the heavens and the earth were completed	1	Verse 1 is a summary statement that looks back at what God did in chapter 1. Make sure that is clear in your language. Also consider whether it is better in your language to use an active or passive clause here, and see how you translated “heavens and earth” in Gen 1:1. Alternate translation: “So it was that the heavens and the earth were finished by God,” or “That is how God finished making the heavens and the earth,”
2:1	eaz5			וְ⁠כָל צְבָאָֽ⁠ם	and all their hosts	1	This phrase refers to everything in the heavens and on the earth that God had created, as described in chapter 1. Alternate translation: “along with everything in them.”
2:2	lmmc		rc://*/ta/man/translate/translate-ordinal	בַּ⁠יּ֣וֹם הַ⁠שְּׁבִיעִ֔י	by the seventh day	1	Make sure it is clear in your translation that God had completed his work by the seventh day and did not work on that day. Also consider again how you translated ordinal numbers in Gen 1:5, 8, 13, 19, 23, 31; 2:2. Alternate translation: “By day seven”
2:2	zkij		rc://*/ta/man/translate/writing-pronouns	וַ⁠יְכַ֤ל אֱלֹהִים֙	And & God had completed	1	Decide whether it is better in your language to refer to God with a title (**God**) or a pronoun (**he**) in this context. Alternate translation: “he had completed” or “God was finished with”
2:2	qp74			מְלַאכְתּ֖⁠וֹ אֲשֶׁ֣ר עָשָׂ֑ה	his work that he had done	1	" Alternate translation: “his work he had been doing,”"
2:2	lqw7			וַ⁠יִּשְׁבֹּת֙ בַּ⁠יּ֣וֹם הַ⁠שְּׁבִיעִ֔י מִ⁠כָּל	so he rested on the seventh day from all	1	God **rested** in the sense that he stopped his work and did not work on that day. It does not mean he was tired or had lost his strength. Rest is an important theme in the Bible, so you should try to be consistent in how you translate this term here and in other passages such as Exodus 23:12, 31:17 and Hebrews 4:4, 10. Part of this theme includes the Hebrew word for “Sabbath” which has the same root word as the verb for “rest” and is often translated “resting day.” Alternate translation: “so he ceased on that day from all” or “so on the seventh day he no longer did”
2:2	mtu9			מְלַאכְתּ֖⁠וֹ אֲשֶׁ֥ר עָשָֽׂה	his work that he had done	1	" Alternate translation: “the work that he had been doing.”"
2:3	aq2s		rc://*/ta/man/translate/grammar-connect-words-phrases	וַ⁠יְבָ֤רֶךְ אֱלֹהִים֙ אֶת י֣וֹם הַ⁠שְּׁבִיעִ֔י	And God blessed the seventh day	1	For some languages it is more natural to begin verse 3 without a conjunction. Other languages use a conjunction here like Hebrew does. Do what is natural in your language. Alternate translation: “Then he designated the seventh day as a day to bless people” or “He honored the seventh day”
2:3	frsr		rc://*/ta/man/translate/translate-key-terms	וַ⁠יְקַדֵּ֖שׁ אֹת֑⁠וֹ	and sanctified it	1	" Alternate translation: “and made it a holy day,” or “and set it apart as a day especially devoted to him,” or “by setting it apart as a special day for people to rest and worship him,”"
2:3	zlsb			כִּ֣י ב֤⁠וֹ	because on it	1	Consider whether or not it is better in your language to begin a new sentence here. Alternate translation: “because during that day” or “He did that because during that day”
2:3	kcwq			שָׁבַת֙ מִ⁠כָּל מְלַאכְתּ֔⁠וֹ	he rested from all his work	1	See how you translated a similar clause in verse 2. Alternate translation: “he ceased from all the work” or “he did not do any more work”
2:3	oxs3		rc://*/ta/man/translate/writing-pronouns	אֲשֶׁר בָּרָ֥א אֱלֹהִ֖ים לַ⁠עֲשֽׂוֹת	of creating that God had done	1	" Alternate translation: “of creating that he had been doing.”"
2:4	m6ic			אֵ֣לֶּה	These {are	1	This phrase refers forward to Gen 2:5-24 and begins a new section. Chapter one of Genesis gives an overview of what God did each day of creation week, including that he created human beings on day six. Chapter two gives more details about how God created Adam and Eve, who were his most important creations. Each chapter emphasizes different parts of the same history; they are not two different histories. Make sure that is clear in your translation. Alternate translation: “These are more details about” or “This is more about” or “What follows gives more details about”
2:4	ptfh		rc://*/ta/man/translate/figs-activepassive	תוֹלְד֧וֹת הַ⁠שָּׁמַ֛יִם וְ⁠הָ⁠אָ֖רֶץ בְּ⁠הִבָּֽרְאָ֑⁠ם	the generations of the heavens and the earth when they were created	1	The Hebrew text uses a passive construction here to emphasize the heavens and the earth. Decide the best way to do that in your language. Alternate translation: “the history of the heavens and the earth when they were created by God,” or “what happened when God created the heavens and the earth.”
2:4	i0br			בְּ⁠י֗וֹם	in the day {when	1	Consider whether or not it is clearer or more natural in your language to begin a new sentence here that continues into verse 5. Alternate translation: “during the days when” or “During the days when”
2:4	igt9		rc://*/ta/man/translate/translate-key-terms	יְהוָ֥ה אֱלֹהִ֖ים	Yahweh God	1	This phrase is a combination of God’s personal name **Yahweh** with his title “God.” Both are used together when he is especially in focus. This pattern of using a personal name and a title together is also used for people in the Old Testament when they are being emphasized, for example, “Ahab king of Israel” and “Ruth the Moabitess.” Many translations have “LORD God” in place of **Yahweh God** throughout the Old Testament. This follows the Jewish custom of substituting the Hebrew title “Adonai” (which means “my Lord”) for **Yahweh** (which means “he is”) when they read the Scriptures aloud. More recently, translation teams are putting **Yahweh** back in the Bible text (especially in the Old Testament, but also in the New Testament), and they include a footnote to explain the term. (Some translation teams consider using “Jehovah” instead of “Yahweh.” However that is not a name from the Bible, but is formed by taking the consonants from **Yahweh** and combining them with the vowels from “Adonai.”) Alternate translation: “God whose name is Yahweh”
2:4	h1ao		rc://*/ta/man/translate/figs-chiasm	עֲשׂ֛וֹת & אֶ֥רֶץ וְ⁠שָׁמָֽיִם	made the earth and the heavens	1	This clause forms a chiasm with “the heavens and the earth … created” in the first part of this verse. Try to keep the same phrase order in your translation. See how you translated **the heavens** and **the earth** in Gen 1:1 and 2:1. Alternate translation: “created the earth and the heavens”
2:5	yi7q		rc://*/ta/man/translate/grammar-connect-time-background	וְ⁠כֹ֣ל ׀ שִׂ֣יחַ הַ⁠שָּׂדֶ֗ה טֶ֚רֶם יִֽהְיֶ֣ה בָ⁠אָ֔רֶץ	and every shrub of the field had not yet appeared on the earth	1	Consider whether or not it is better in your translation to begin a new sentence here. Verses 5-6 give background information about what things were like before God created mankind (verse 7). Some languages use a conjunction like “Now” to introduce background information, while other languages do not use a conjunction here. Do what is best in your language. Alternate translation: “Now for a while, there were not yet any shrubs in the fields on the earth,” or “For a while, no wild shrubs had started growing on the earth yet,”
2:5	gyov			וְ⁠כָל עֵ֥שֶׂב הַ⁠שָּׂדֶ֖ה טֶ֣רֶם יִצְמָ֑ח	and every plant of the field had not yet sprung up	1	See how you translated “plants” in Gen 1:11-12, 29-30. Alternate translation: “nor had any other plants started growing yet,”
2:5	iiqn		rc://*/ta/man/translate/writing-pronouns	כִּי֩ & יְהוָ֤ה אֱלֹהִים֙	because Yahweh God	1	The Hebrew text repeats **Yahweh God** frequently in chapter 2 (starting in verse 4) to emphasize God. For some languages, it is not natural to repeat **Yahweh God** so often in the same paragraph, and it could even give the wrong meaning that there was more than one Yahweh God. For languages like that, it may be best to use **Yahweh God** only once at the beginning of a section or paragraph, then use **Yahweh**, **God**, or “he” in the rest of the section, depending on the context. Consider what is the most accurate and natural way to refer to Yahweh God at each point in your translation. Alternate translation: “because he”
2:5	dsr2			לֹ֨א הִמְטִ֜יר & עַל הָ⁠אָ֔רֶץ	had not caused it to rain on the earth	1	See how you translated **earth** in Gen 1:1 and 2:1. Alternate translation: “had not yet caused it to rain on the earth,” or “had not yet caused rain to water the earth,”
2:5	jour			וְ⁠אָדָ֣ם אַ֔יִן	and there was no man	1	" Alternate translation: “and there were no human beings yet” or “and mankind did not exist yet”"
2:5	mdd4			לַֽ⁠עֲבֹ֖ד אֶת הָֽ⁠אֲדָמָֽה	to work the ground	1	Working the ground includes tasks such as clearing the ground, preparing the soil, planting seeds, and watering the plants. See how you translated **ground** in Gen 1:25. It may be necessary to translate this term in different ways, depending on the context. Alternate translation: “to farm the land”
2:6	vsou		rc://*/ta/man/translate/grammar-connect-words-phrases	וְ⁠אֵ֖ד	But mist	1	The Hebrew word for **mist** refers to water in some form, such as water vapor, springs, or streams of water. Also, some translations begin verse 6 without **But**. Do what is best in your language. Alternate translation: “But at that time mist” or “At that time mist”
2:6	ytxq			יַֽעֲלֶ֣ה	came up	1	This verb describes a repeated or continuous action. Alternate translation: “seeped up” or “kept coming up” or “would seep up”
2:6	t93l			מִן הָ⁠אָ֑רֶץ	from the earth	1	" Alternate translation: “from the ground” or “from underground”"
2:6	srec			וְ⁠הִשְׁקָ֖ה	and watered	1	" Alternate translation: “and irrigated” or “and spread over”"
2:6	qd1o			אֶֽת כָּל פְּנֵֽי הָֽ⁠אֲדָמָֽה	all of the surface of the ground	1	" Alternate translation: “the whole surface of the earth.” or “the ground everywhere.”"
2:7	fjjv			וַ⁠יִּיצֶר֩ יְהוָ֨ה אֱלֹהִ֜ים	Then Yahweh God formed	1	The word **formed** describes what an expert craftsmen would do, and implies artistic skills and design. See how you translated **Yahweh God** in Gen 2:4-5. Alternate translation: “Then Yahweh who is God shaped”
2:7	dbat			אֶת הָֽ⁠אָדָ֗ם	the man	1	The definite article **the** is used here because this refers to a specific man, the first male human. For many languages it is more natural to use an indefinite article (**a**) to introduce him here, or to not use an article at all. Do what is best in your language. Alternate translation: “the first man”
2:7	pmfi			עָפָר֙	out of} dust	1	The word used here in the Hebrew text is usually translated **dust** (as in Gen 13:16, 28:14), but it can also be translated “dirt” (as in Gen 26:15) or “mortar/mud/clay” (as in Leviticus 14:42). The dirt would have been damp enough to be formed or shaped. Alternate translation: “out of mud”
2:7	g3a2			מִן הָ֣⁠אֲדָמָ֔ה	from the ground	1	For some languages it may be better to change the order of the phrases in the first half of this verse and say, “Then Yahweh who is God took some dirt/clay from the ground/earth and formed/shaped a man out of it,” Do what is best in your language. Also, see how you translated **ground** in Gen 1:25 and 2:5-6. You may need to translate this term in different ways, depending on the context. Alternate translation: “from the earth,”
2:7	xkca			וַ⁠יִּפַּ֥ח	and he breathed	1	For some languages, it is more natural to begin a new sentence here. Do what is best in your language. Alternate translation: “and he blew” or “Then he exhaled”
2:7	qzjs		rc://*/ta/man/translate/writing-pronouns	בְּ⁠אַפָּ֖י⁠ו נִשְׁמַ֣ת חַיִּ֑ים	into his nostrils the breath of life	1	This refers to God’s breath. As you translate the pronouns **he** and **his** in this verse, make sure it is clear in your language who is being referred to.
2:7	vf52		rc://*/ta/man/translate/writing-pronouns	וַֽ⁠יְהִ֥י הָֽ⁠אָדָ֖ם לְ⁠נֶ֥פֶשׁ חַיָּֽה	and the man became a living being	1	Consider what is the most natural way in your language to refer to the man throughout verse 7. Alternate translation: “so that he became a living person.” or “and then the man became alive” or “and he came to life.” or “so that he started to live.”
2:8	z5wl		rc://*/ta/man/translate/writing-background	וַ⁠יִּטַּ֞ע יְהוָ֧ה אֱלֹהִ֛ים	Now Yahweh God had planted	1	The Hebrew text is ambiguous here. It could mean: (1) “Now Yahweh God had previously/already planted” or “Before that, Yahweh God had planted”. This interpretation fits the context of chapter one, which says that God had made all the trees and plants on day three (Gen 1:11-12), three days before he created man (Gen 1:26-27; 2:7). Following this view, verses 8-14 give background information for what happens in verses 15-24. (2) “Then Yahweh God planted”. According to this interpretation, God made the Garden of Eden on day six after he created man.
2:8	npa8			גַּן	a garden	1	The man lived in this garden, and there were animals and many trees and other plants in it too, so it was fairly large. Make sure your translation of this term does not refer to something that is too small. Alternate translation: “a large park”
2:8	msch			בְ⁠עֵ֖דֶן מִ⁠קֶּ֑דֶם	in Eden, in the east	1	In this context, the phrase **in the east** could refer to: (1) the eastern part of the region of Eden; or (2) a region east of where Moses lived when he wrote this. It is best, if possible, to keep your translation of this phrase general here (like the Hebrew text). Alternate translation: “in the region called Eden, which was to the east,” or “in the eastern part of the land of Eden,”
2:8	zpxl			וַ⁠יָּ֣שֶׂם שָׁ֔ם אֶת הָֽ⁠אָדָ֖ם	and there he put the man	1	Consider whether it is better in your language to begin a new sentence here. Alternate translation: “and in that garden he put the man” or “That is where he put the man”
2:8	uvlv			אֲשֶׁ֥ר יָצָֽר	whom he had formed	1	See how you translated **formed** in verse 7. Alternate translation: “whom he had shaped” or “whom he had created”
2:9	wihv		rc://*/ta/man/translate/writing-pronouns	וַ⁠יַּצְמַ֞ח יְהוָ֤ה אֱלֹהִים֙ מִן־הָ֣⁠אֲדָמָ֔ה כָּל־עֵ֛ץ נֶחְמָ֥ד	And Yahweh God had made to grow from the ground every tree {that} is pleasant	1	See how you translated **Yahweh God** in verse 5, and how you translated **every tree** in Gen 1:29. Alternate translation: “There he had caused to grow from the ground every type of tree that is beautiful” or “He had made all kinds of trees to grow from the ground that are pleasant”
2:9	zqug			לְ⁠מַרְאֶ֖ה	to the sight	1	" Alternate translation: “to the eyes” or “in appearance”"
2:9	kslw			וְ⁠ט֣וֹב	and good	1	" Alternate translation: “and that have fruit that is good” or “and whose fruit is good”"
2:9	rc1t			לְ⁠מַאֲכָ֑ל	for food	1	" Alternate translation: “for eating,”"
2:9	urhf			וְ⁠עֵ֤ץ הַֽ⁠חַיִּים֙ בְּ⁠ת֣וֹךְ הַ⁠גָּ֔ן	and the tree of life in the middle of the garden	1	Consider whether or not it is better in your language to begin a new sentence here. Alternate translation: “including the tree whose fruit gives people eternal life, which was in the middle of the garden,”
2:9	vdwn		rc://*/ta/man/translate/translate-key-terms	וְ⁠עֵ֕ץ הַ⁠דַּ֖עַת ט֥וֹב וָ⁠רָֽע	and the tree of the knowledge of good and evil	1	The word **good** refers here to all that is morally right and pleasing to God, and **evil** refers to what is morally wrong and against his will. Keep that in mind as you translate these terms. Alternate translation: “as well as the tree whose fruit enables people to discern what is right and what is wrong.”
2:10	af8y		rc://*/ta/man/translate/grammar-connect-words-phrases	וְ⁠נָהָרּ֙ יֹצֵ֣א	And a river was going out	1	Verse 10 gives more background information that began in verse 8. Many translations omit the conjunction **And** or “Now” here. Do what is best in your language. Alternate translation: “Now a river was flowing” or “A river was flowing”
2:10	pp02			מֵ⁠עֵ֔דֶן	from Eden	1	The garden was inside the land of Eden, so as the river flowed through Eden, it watered the garden. Alternate translation: “from the land of Eden”
2:10	rcms			לְ⁠הַשְׁק֖וֹת	to water	1	See how you translated “watered” in verse 6. Alternate translation: “to irrigate” or “to provide water for” or “that watered”
2:10	wxka			אֶת הַ⁠גָּ֑ן	the garden	1	See how you translated this phrase in verse 8. Alternate translation: “the park,”
2:10	gpkv			וּ⁠מִ⁠שָּׁם֙	and from there	1	For some languages it is better to begin a new sentence here. Do what is best in your language. Alternate translation: “and from the garden” or “From Eden”
2:10	h8ke			יִפָּרֵ֔ד וְ⁠הָיָ֖ה לְ⁠אַרְבָּעָ֥ה רָאשִֽׁים	it divided and became four head{water}s	1	Verse 10 is ambiguous in the Hebrew text. It could mean: (1) “the/that river divided into four smaller waters/rivers.” This interpretation means that the river in Eden was the source river that watered the garden and then divided downstream into the four smaller rivers. (2) “there were four smaller source rivers that joined together and formed the larger river.” This interpretation means that the four rivers were source headwaters that flowed downstream and joined to form the larger river in Eden. If possible, leave your translation ambiguous here (like the Hebrew text does), so that either interpretation is possible.
2:11	ty1t			שֵׁ֥ם הָֽ⁠אֶחָ֖ד	The name of the first {is	1	Most translations use past tense in verse 10, but then use present tense throughout verses 11-14. It may be best to use past tense throughout verses 10-14, especially since the rivers and places that are named in these verses no longer existed when Genesis was written, because the Flood completely changed the entire surface of the earth; after the Flood, the names of some of those rivers and places were given to new rivers and places. Alternate translation: “The name of the first river is” or “The first river is named” or “The first river is”
2:11	fhgs		rc://*/ta/man/translate/translate-names	פִּישׁ֑וֹן	Pishon	1	Consider whether or not it is natural in your language to use the article (**the**) with the name of a river.
2:11	k73q			ה֣וּא הַ⁠סֹּבֵ֗ב	It winds through	1	The word **winds** or “meanders” means that the river changed direction from time to time. Consider whether it is better in your language to begin a new sentence here or to continue the previous sentence. Alternate translation: “It meanders through” or “which flows around through”
2:11	kdfc		rc://*/ta/man/translate/translate-names	אֵ֚ת כָּל אֶ֣רֶץ הַֽ⁠חֲוִילָ֔ה	all of the land of Havilah	1	Be consistent in how you translate **land of** throughout this section. Alternate translation: “the whole region called Havilah,”
2:11	lg1b			אֲשֶׁר שָׁ֖ם הַ⁠זָּהָֽב	where gold {is	1	" Alternate translation: “a place where there is much gold.” or “which has a lot of gold.”"
2:12	v48n			וּֽ⁠זֲהַ֛ב הָ⁠אָ֥רֶץ הַ⁠הִ֖וא	And the gold of that land	1	This sentence emphasizes the previous statement about the gold and gives more information about it. Alternate translation: “In fact, the gold from that land” or “Indeed, the gold that is found in that land”
2:12	ks18			ט֑וֹב	is} good	1	" Alternate translation: “is very pure.” or “is very high quality.”"
2:12	qhx1		rc://*/ta/man/translate/translate-unknown	הַ⁠בְּדֹ֖לַח	Bdellium	1	The meaning of this Hebrew word is not certain. In many translations it is transliterated, that is, spelled the way the Hebrew word is pronounced. It may refer to: (1) a fragrant/sweet-smelling tree resin that was used to make perfume; or (2) a type of stone or crystal, or possibly pearl. Alternate translation: “A kind of sweet-smelling resin called bdellium” or “A kind of fragrant perfume”
2:12	ul5j		rc://*/ta/man/translate/translate-unknown	וְ⁠אֶ֥בֶן הַ⁠שֹּֽׁהַם	and onyx stone	1	It is not certain what kind of stone this was, but most Bible scholars think it was onyx, which is a kind of quartz that is often black, but also occurs in many other colors, and can have stripes or bands of white (or other colors) running through it. Alternate translation: “and valuable stones called onyx” or “and valuable gemstones”
2:12	cp1z			שָׁ֥ם	are} there	1	Make sure the verb tense you choose here fits with the way you translated verse 11. Alternate translation: “are also found there.” or “are also in that land”
2:13	fnx5			וְ⁠שֵֽׁם הַ⁠נָּהָ֥ר הַ⁠שֵּׁנִ֖י	And the name of the second river {is	1	See how you translated a similar phrase in verse 11. Alternate translation: “The name of the second river is” or “The second river is named” or “The second river is”
2:13	spk8			ה֣וּא הַ⁠סּוֹבֵ֔ב	It winds through	1	Consider whether it is better here in your language to begin a new sentence or to continue the previous sentence. See how you translated this phrase in verse 11. Alternate translation: “It meanders through” or “which flows around through”
2:13	fgb5			אֵ֖ת כָּל אֶ֥רֶץ כּֽוּשׁ	all of the land of Cush	1	See how you translated a similar phrase in verse 11. Alternate translation: “the whole region of Cush.”
2:14	a2na			וְ⁠שֵׁ֨ם הַ⁠נָּהָ֤ר הַ⁠שְּׁלִישִׁי֙	And the name of the third river {is	1	" Alternate translation: “The name of the third river is” or “The third river is named” or “The third river is”"
2:14	go4b			ה֥וּא הַֽ⁠הֹלֵ֖ךְ קִדְמַ֣ת	It goes east of	1	The word **east** refers to where the river was located, not the direction it was flowing. Alternate translation: “It flows in an area east of” or “which flows in an area east of” or “which was located east of”
2:14	h2lk		rc://*/ta/man/translate/translate-names	אַשּׁ֑וּר	Asshur	1	This Hebrew name is pronounced “ash-shur” and is spelled “Asshur,” “Ashur,” or “Assyria” in English, depending on the context. This was a region of land, because at that time there were no cities. Most translations have “Assyria” here. Consider again how you translated “the land of” in verses 11 and 13. Alternate translation: “the land of Asshur”
2:14	wu7c			וְ⁠הַ⁠נָּהָ֥ר הָֽ⁠רְבִיעִ֖י	And the fourth river {is	1	See how you translated a similar phrase in verses 11, 13-14. Also consider again whether it is best in your language to use present tense or past tense in verses 10-14. Alternate translation: “The name of the fourth river is” or “The fourth river is called” or “and the fourth river is”
2:14	u87b			פְרָֽת	Euphrates	1	Consider again how you translated the names of rivers in verses 11, 13-14.
2:15	qijo		rc://*/ta/man/translate/writing-background	וַ⁠יִּקַּ֛ח יְהוָ֥ה אֱלֹהִ֖ים אֶת הָֽ⁠אָדָ֑ם וַ⁠יַּנִּחֵ֣⁠הוּ	And Yahweh God took the man and put him	1	In verse 8 it says that God had already put the man in the garden, so the way you translate verse 15 should not sound like he did it again. This information is repeated here to continue the story from verse 8. Alternate translation: “Now Yahweh God had already put the man”
2:15	rosi		rc://*/ta/man/translate/translate-names	בְ⁠גַן עֵ֔דֶן	in the Garden of Eden	1	Notice that **Garden** is capitalized when it is part of a name. Alternate translation: “in the garden in the land called Eden”
2:15	iaic			לְ⁠עָבְדָ֖⁠הּ	to work it	1	See how you translated **work** in verse 5. Alternate translation: “to farm it” or “so that he would farm it”
2:15	hyvl			וּ⁠לְ⁠שָׁמְרָֽ⁠הּ	and tend it	1	" Alternate translation: “and maintain it.”"
2:16	qqer		rc://*/ta/man/translate/writing-pronouns	וַ⁠יְצַו֙ יְהוָ֣ה אֱלֹהִ֔ים עַל־הָֽ⁠אָדָ֖ם לֵ⁠אמֹ֑ר	Then Yahweh God commanded the man, saying	1	The way you begin verse 16 depends on how you began verse 15. Consider what is the best way to refer to **Yahweh God** and **the man** here. Alternate translation: “Then he commanded the man,”
2:16	vzb0			מִ⁠כֹּ֥ל עֵֽץ הַ⁠גָּ֖ן אָכֹ֥ל תֹּאכֵֽל	From every tree of the garden you may freely eat	1	" Alternate translation: “You may eat as much fruit as you want to eat from every tree in the garden,” or “You are permitted to eat whatever fruit that you want to eat from every tree in the garden,”"
2:17	vfsb		rc://*/ta/man/translate/grammar-connect-exceptions	וּ⁠מֵ⁠עֵ֗ץ & לֹ֥א תֹאכַ֖ל	but you must not eat from the tree of	1	Make sure it is clear in your translation that God is not contradicting himself here, but rather he is giving an exception to what he said in verse 16. To make that clear, you could say (starting with the beginning of God’s words in verse 16), “Out of all the trees in the garden, there is only one tree that you must/may not eat from: the tree of the knowledge of good and evil. If you eat fruit from that tree, on that same day you will certainly/definitely die.” Alternate translation: “except you may not eat any fruit from the tree” or “except for one: you may not eat the fruit that grows on the tree”
2:17	eja9			הַ⁠דַּ֨עַת֙ ט֣וֹב וָ⁠רָ֔ע	the knowledge of good and evil	1	See how you translated this phrase in verse 9. Alternate translation: “whose fruit enables people to discern what is good and what is wrong,”
2:17	w7aq			כִּ֗י בְּ⁠י֛וֹם אֲכָלְ⁠ךָ֥ מִמֶּ֖⁠נּוּ	because on the day you eat from it	1	Consider whether or not it is better in your language to begin a new sentence here. Alternate translation: “because on the same day you eat fruit from that tree” or “If you eat any fruit from that tree, on that same day” or “because as soon as you eat fruit from that tree”
2:17	z028			מ֥וֹת תָּמֽוּת	you will surely die	1	" Alternate translation: “you will certainly die.”"
2:18	mxit			וַ⁠יֹּ֨אמֶר֙ יְהוָ֣ה אֱלֹהִ֔ים לֹא ט֛וֹב	Then Yahweh God said, “{It is} not good {for	1	" Alternate translation: “Next Yahweh who is God declared, It is not good”"
2:18	c2tk			הֱי֥וֹת הָֽ⁠אָדָ֖ם לְ⁠בַדּ֑⁠וֹ	the man to be alone	1	" Alternate translation: “that the man is alone.”"
2:18	bthk			אֶֽעֱשֶׂהּ	I will make	1	" Alternate translation: “So I will make”"
2:18	ap1y			לּ֥⁠וֹ עֵ֖זֶר כְּ⁠נֶגְדּֽ⁠וֹ	a suitable helper for him	1	" Alternate translation: “a helper who is just right for him.” or “someone who is right for him and will help him.”"
2:19	ukcz		rc://*/ta/man/translate/writing-background	וַ⁠יִּצֶר֩ יְהוָ֨ה אֱלֹהִ֜ים מִן הָֽ⁠אֲדָמָ֗ה	Now Yahweh God had formed from the ground	1	The first sentence of verse 19 is a flashback of what happened before the events in verses 15-18 (which were first recorded in Gen 1:20-21, 24-25). Translate this phrase in a way that makes it clear that this is background information that has already happened. Also see how you translated **formed** in verses 7-8 and “dust from the ground” in verse 7. Alternate translation: “Now before that, Yahweh God had shaped from the dust on the ground” or “Now previously, he had used dust from the ground to form”
2:19	kk7t			כָּל חַיַּ֤ת הַ⁠שָּׂדֶה֙	every living thing of the field	1	Consider how you translated a similar phrase (“every living creature of the earth”) in Gen 1:24, 30. Alternate translation: “every type of creature that lives in the fields” or “all the different kinds of animals that live in the fields” or “all the different kinds of wild animals”
2:19	y8bl			וְ⁠אֵת֙ כָּל ע֣וֹף הַ⁠שָּׁמַ֔יִם	and every bird of the sky	1	See how you translated this phrase in Gen 1:30. Alternate translation: “and every kind of bird that flies in the sky.” or “and all the different kinds of birds that fly in the sky.”
2:19	qvln		rc://*/ta/man/translate/figs-go	וַ⁠יָּבֵא֙	So he brought {them	1	This sentence continues the storyline. Consider how your language continues a story after giving background information. Also consider whether **brought** or “took” fits best here in your language. Alternate translation: “So he took them all”
2:19	p3x2		rc://*/ta/man/translate/translate-names	אֶל הָ֣⁠אָדָ֔ם	to the man	1	Every translation team needs to decide when to use Adam’s name for the first time in the book of Genesis. The Hebrew word “adam” means **man** and is also Adam’s name; the choice that is not followed here in your translation could be put in a footnote. Some translations first use Adam’s name here in verse 19, when he is naming the animals. Many other translations start using his name at the end of verse 20. Still other translations wait until 3:20 when he names Eve, and a few other translations begin in 3:9, 17, or 21. Alternate translation: “to Adam”
2:19	apte			לִ⁠רְא֖וֹת	to see	1	" Alternate translation: “to watch” or “to find out”"
2:19	rgyf			מַה יִּקְרָא ל֑⁠וֹ	what he would call them	1	These names were labels for what kind of animals they were, such as “dog” or “horse”, not personal names like “David” or “Mary”. Alternate translation: “what he would name each one,” or “what names he would give to them,”
2:19	by9q			וְ⁠כֹל֩ אֲשֶׁ֨ר יִקְרָא ל֧⁠וֹ הָֽ⁠אָדָ֛ם	and whatever the man called	1	Consider whether or not it is better in your language to begin a new sentence here. Alternate translation: “and whatever Adam called” or “Whatever name the man assigned to”
2:19	k24r			נֶ֥פֶשׁ חַיָּ֖ה	a living creature	1	" Alternate translation: “each kind of living creature,” or “each type of animal,”"
2:19	waxk			ה֥וּא שְׁמֽ⁠וֹ	that {was} its name	1	" Alternate translation: “that became its name.” or “that became the name of that type of animal.”"
2:20	rs26			וַ⁠יִּקְרָ֨א הָֽ⁠אָדָ֜ם שֵׁמ֗וֹת לְ⁠כָל־הַ⁠בְּהֵמָה֙	And the man gave names to all the livestock	1	For a note about when to first use Adam’s name, see verse 19. Also, see how you translated **livestock** in Gen 1:24-26. Alternate translation: “The man assigned names to all the different types of livestock” or “Adam named all the different types of tame animals”
2:20	e137			וּ⁠לְ⁠ע֣וֹף הַ⁠שָּׁמַ֔יִם	and to the bird{s} of the sky	1	" Alternate translation: “and to all the different types of birds that fly in the sky”"
2:20	e3uy			וּ⁠לְ⁠כֹ֖ל חַיַּ֣ת הַ⁠שָּׂדֶ֑ה	and to every living thing of the field	1	See how you translated a similar phrase in verse 19. Alternate translation: “and to all the other different types of creatures that live in the wild,” or “and to all the wild animals,”
2:20	gmpu		rc://*/ta/man/translate/figs-activepassive	וּ⁠לְ⁠אָדָ֕ם לֹֽא מָצָ֥א עֵ֖זֶר כְּ⁠נֶגְדּֽ⁠וֹ	but for the man a suitable helper was not found	1	Consider whether it is more natural in your language to use an active or passive construction here. Also see how you translated **a suitable helper** in verse 18. Alternate translation: “but he could not find a suitable helper for himself among them.” or “but none of them was a helper who was just right for him.”
2:21	stgv		rc://*/ta/man/translate/figs-idiom	וַ⁠יַּפֵּל֩ יְהוָ֨ה אֱלֹהִ֧ים תַּרְדֵּמָ֛ה עַל הָ⁠אָדָ֖ם	So Yahweh God caused a deep sleep to fall on the man	1	Many languages have a similar idiom for **caused a deep sleep to fall on** that works well here. Consider what is best in your language. Alternate translation: “Then Yahweh God caused the man to go into a deep sleep.” or “Then Yahweh God caused the man to sleep very deeply”
2:21	ti50		rc://*/ta/man/translate/writing-pronouns	וַ⁠יִּישָׁ֑ן	And {while} he was sleeping	1	Consider whether it is best in your language to use a pronoun or a noun here to refer to the man. Alternate translation: “Then while the man was sleeping”
2:21	xamp		rc://*/ta/man/translate/writing-pronouns	וַ⁠יִּקַּ֗ח	then he took	1	Consider whether to use a pronoun or noun here to refer to God. Make sure it is clear in your translation who is being referred to at each point in this verse. Alternate translation: “he took out”
